Smiles
O=C(O)C[C@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1O
N=C(N)NCCC[C@@H]1NC(=O)[C@H]2COCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2COCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
N=C(N)NCCC[C@@H]1NC(=O)CNC(=O)[C@H](CC(=O)O)N[C@@H]2CCC[C@@H]3CC[C@@H](C1=O)N3C2=O
O=C(O)C[C@H](NC(=O)CNC(=O)c1cncc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1O
CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C
