Smiles
CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cnn(C)c2)C(=O)O)cc1
Nc1ccc(CNC(=O)N2C(=O)CC2CC(=O)O)cc1.O=C(O)C(F)(F)F
NCc1ccc(NC(=O)N2C(=O)CC2CC(=O)NCCC(=O)O)cc1.O=C(O)C(F)(F)F
Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(OC(=O)N3CCNCC3)cc2)C(=O)O)cc1
Cc1ccc(S(=O)(=O)N(C)CC(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(=O)O)cc1
O=C(O)CC1CC(=O)N1
Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(OC(=O)N3CCN(C)CC3)cc2)C(=O)O)cc1
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)O)C(C)C)cc1
CCOc1ccccc1Sc1ccc(-c2ccnc(N3CCN(C(C)=O)CC3)c2)cc1[N+](=O)[O-]
O=C(O)CC1CC(=O)N1C(=O)NCc1ccccc1
Cc1ccccc1NC(=O)N1C(=O)CC1CC(=O)NCCC(=O)O
Nc1ccc(CNC(=O)N2C(=O)C[C@H]2C(=O)O)cc1.O=C(O)C(F)(F)F
Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(=O)O)cc1
Cc1ccccc1NC(=O)N1C(=O)C[C@H]1C(=O)NCCC(=O)O
Nc1ccc(CNC(=O)N2C(=O)CC2CC(=O)NCCC(=O)O)cc1.O=C(O)C(F)(F)F
CC[C@H](C)C(=O)OC1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4ccc(O)c(OC)c4)C(=O)O3)[C@H]21
NCc1ccc(NC(=O)N2C(=O)CC2CC(=O)NCC(=O)O)cc1.O=C(O)C(F)(F)F
C[C@@H](O)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N1CCC[C@H]1C(=O)O
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O
Cc1ccc(S(=O)(=O)N2CS(=O)(=O)C(C)(C)[C@@H]2C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(=O)O)cc1
Cc1ccccc1NC(=O)N1C(=O)CC1CC(=O)O
Cc1ccc(S(=O)(=O)N(C)[C@@H](C)C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(=O)O)cc1
Cc1ccccc1NC(=O)N1C(=O)C[C@H]1C(=O)O
Cc1ccc(S(=O)(=O)N2CCS(=O)(=O)C[C@@H]2C(=O)N[C@@H](Cc2ccc(OC(=O)N(C)C)cc2)C(=O)O)cc1
CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)N3Cc3ccc4c(CO)c(OC)ccc4c3)[C@H]21
C#CCN(c1cnc(N(CC)CC)nc1N[C@@H](Cc1ccc(OC(=O)N2CCCC2)cc1)C(=O)O)S(=O)(=O)c1ccc(F)cc1
NCc1ccc(NC(=O)N2C(=O)CC2CC(=O)O)cc1.O=C(O)C(F)(F)F
Cc1ccc(S(=O)(=O)N2CS(=O)(=O)C(C)(C)[C@@H]2C(=O)N[C@@H](Cc2ccc(OCCCN(C)C)cc2)C(=O)O)cc1
Cc1ccccc1NC(=O)N1C(=O)CC1CC(=O)NCC(=O)O
NCc1ccc(NC(=O)N2C(=O)C[C@H]2C(=O)O)cc1.O=C(O)C(F)(F)F
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
