"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3287734";"";"";"Small molecule";"";"312.32";"11";"34";"2.15";"87.74";"5";"2";"0";"0";"N";"0.73";"13.11";"None";"1.92";"1.92";"2";"MOL";"-1";"23";"5";"2";"0";"312.0998";"2.42";"NEUTRAL";"C18H16O5";"Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O";"RTKDBIDPGKCZJS-KZULUSFZSA-N"
"CHEMBL3287733";"";"";"Small molecule";"";"312.32";"1";"2";"2.15";"87.74";"5";"2";"0";"0";"N";"0.73";"13.11";"None";"1.92";"1.92";"2";"MOL";"-1";"23";"5";"2";"0";"312.0998";"2.42";"NEUTRAL";"C18H16O5";"Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@H](O)[C@]2(C)O";"RTKDBIDPGKCZJS-KPZWWZAWSA-N"
"CHEMBL3109630";"";"";"Small molecule";"";"329.44";"50";"146";"2.98";"60.08";"5";"1";"0";"6";"N";"0.82";"None";"9.34";"2.20";"-0.75";"1";"MOL";"-1";"24";"5";"2";"0";"329.2103";"-0.21";"BASE";"C19H27N3O2";"COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1";"BKCDJTRMYWSXMC-UHFFFAOYSA-N"
"CHEMBL5181703";"";"";"";"";"486.66";"4";"8";"2.92";"47.10";"5";"0";"0";"5";"N";"0.65";"None";"9.25";"2.86";"1.01";"2";"MOL";"0";"34";"6";"0";"0";"486.2465";"-1.03";"BASE";"C26H35FN4O2S";"CN(C)[C@@H]1CN(C2CCc3cccc(F)c32)C[C@H]1c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1";"REVJNSVNICWODC-DEWJTGPOSA-N"
"CHEMBL187266";"TANSHINONE IIA";"Tanshinone IIA";"Small molecule";"";"294.35";"158";"328";"4.25";"47.28";"3";"0";"0";"0";"N";"0.68";"None";"None";"4.53";"4.53";"2";"MOL";"-1";"22";"3";"0";"0";"294.1256";"1.95";"NEUTRAL";"C19H18O3";"Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C";"HYXITZLLTYIPOF-UHFFFAOYSA-N"
"CHEMBL363535";"TANSHINONE I";"Tanshinone I";"Small molecule";"";"276.29";"73";"147";"4.10";"47.28";"3";"0";"0";"0";"N";"0.58";"None";"None";"4.00";"4.00";"3";"MOL";"-1";"21";"3";"0";"0";"276.0786";"1.23";"NEUTRAL";"C18H12O3";"Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12";"AIGAZQPHXLWMOJ-UHFFFAOYSA-N"
"CHEMBL2146517";"METHYL TANSHINONATE";"Methyl Tanshinonate";"Small molecule";"";"338.36";"8";"20";"3.40";"73.58";"5";"0";"0";"1";"N";"0.59";"None";"None";"3.87";"3.87";"2";"MOL";"-1";"25";"5";"0";"0";"338.1154";"1.98";"NEUTRAL";"C20H18O5";"COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1";"YFDKIHAZVQFLRC-FQEVSTJZSA-N"
"CHEMBL2325183";"";"";"Small molecule";"";"312.35";"17";"19";"2.70";"83.98";"5";"2";"0";"4";"N";"0.73";"13.06";"None";"2.40";"2.40";"3";"MOL";"-1";"22";"6";"2";"0";"312.0681";"-1.96";"NEUTRAL";"C15H12N4O2S";"O=C(NCC(=O)c1ccccc1)Nc1ccc2nnsc2c1";"PKHSKYFMULMNOC-UHFFFAOYSA-N"
"CHEMBL215254";"TANSHINONE IIB";"Tanshinone IIB";"Small molecule";"";"310.35";"6";"18";"3.22";"67.51";"4";"1";"0";"1";"N";"0.82";"None";"None";"3.25";"3.25";"2";"MOL";"-1";"23";"4";"1";"0";"310.1205";"2.23";"NEUTRAL";"C19H18O4";"Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO";"XDUXBBDRILEIEZ-UHFFFAOYSA-N"
"CHEMBL3287735";"GSK2816126";"GSK2816126";"Small molecule";"1.0";"526.69";"31";"107";"4.63";"95.05";"6";"3";"1";"7";"N";"0.33";"11.64";"8.79";"3.87";"2.47";"4";"MOL";"0";"39";"8";"3";"1";"526.3056";"-1.38";"BASE";"C31H38N6O2";"CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21";"FKSFKBQGSFSOSM-QFIPXVFZSA-N"
