"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4170753";"";"";"Small molecule";"";"453.54";"2";"2";"3.68";"96.80";"6";"2";"0";"7";"N";"0.57";"11.15";"3.43";"1.71";"1.71";"3";"MOL";"-1";"33";"8";"2";"0";"453.2264";"-0.62";"NEUTRAL";"C25H31N3O5";"CCN(c1cc2occc2c(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c1C)C1CCOCC1";"IBJQZJITWHHCOE-UHFFFAOYSA-N"
"CHEMBL3770000";"";"";"Small molecule";"";"476.42";"3";"3";"4.00";"74.43";"4";"2";"0";"6";"N";"0.66";"11.64";"2.70";"2.85";"2.85";"2";"MOL";"-1";"30";"6";"2";"0";"475.1471";"-1.19";"NEUTRAL";"C23H30BrN3O3";"CCN(c1cc(Br)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1";"FADJTYGNEWCCFM-UHFFFAOYSA-N"
"CHEMBL4169598";"";"";"Small molecule";"";"467.57";"2";"2";"3.99";"96.80";"6";"2";"0";"7";"N";"0.55";"11.15";"3.43";"2.23";"2.23";"3";"MOL";"-1";"34";"8";"2";"0";"467.2420";"-0.53";"NEUTRAL";"C26H33N3O5";"CCN(c1cc2occ(C)c2c(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c1C)C1CCOCC1";"ZTOAAMOSOKIAKY-UHFFFAOYSA-N"
"CHEMBL4170327";"";"";"Small molecule";"";"467.57";"2";"2";"3.99";"96.80";"6";"2";"0";"7";"N";"0.55";"11.15";"3.45";"1.91";"1.91";"3";"MOL";"-1";"34";"8";"2";"0";"467.2420";"-0.66";"NEUTRAL";"C26H33N3O5";"CCN(c1cc2oc(C)cc2c(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c1C)C1CCOCC1";"OGEGKWSUMBNLJE-UHFFFAOYSA-N"
"CHEMBL2204995";"";"";"Small molecule";"";"541.70";"39";"99";"4.31";"99.15";"7";"2";"1";"8";"N";"0.34";"11.63";"7.64";"3.23";"2.79";"4";"MOL";"-1";"40";"9";"2";"1";"541.3165";"-1.43";"NEUTRAL";"C31H39N7O2";"CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C";"ULNXAWLQFZMIHX-UHFFFAOYSA-N"
"CHEMBL3109630";"";"";"Small molecule";"";"329.44";"50";"146";"2.98";"60.08";"5";"1";"0";"6";"N";"0.82";"None";"9.34";"2.20";"-0.75";"1";"MOL";"-1";"24";"5";"2";"0";"329.2103";"-0.21";"BASE";"C19H27N3O2";"COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1";"BKCDJTRMYWSXMC-UHFFFAOYSA-N"
"CHEMBL2204997";"";"";"Small molecule";"";"541.70";"17";"35";"4.31";"99.15";"7";"2";"1";"8";"N";"0.34";"11.63";"7.52";"3.23";"2.87";"4";"MOL";"-1";"40";"9";"2";"1";"541.3165";"-1.55";"NEUTRAL";"C31H39N7O2";"CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C)CC3)nc2)cc2c1cnn2C(C)C";"WCKDYPHUXUBMEB-UHFFFAOYSA-N"
"CHEMBL2204998";"";"";"Small molecule";"";"513.65";"17";"44";"3.67";"99.15";"7";"2";"1";"6";"N";"0.41";"11.64";"7.52";"2.34";"1.98";"4";"MOL";"-1";"38";"9";"2";"1";"513.2852";"-1.76";"NEUTRAL";"C29H35N7O2";"Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1";"BAVPIUIORBFWSR-UHFFFAOYSA-N"
"CHEMBL4169762";"";"";"Small molecule";"";"548.73";"4";"5";"5.04";"90.81";"6";"2";"2";"8";"N";"0.41";"11.64";"8.78";"3.02";"1.62";"3";"MOL";"-1";"40";"8";"2";"2";"548.3363";"-0.90";"BASE";"C32H44N4O4";"CCc1c(N(CC)C2CCOCC2)cc2oc(C3CCN(C)CC3)cc2c1C(=O)NCc1c(C)cc(C)[nH]c1=O";"RNOUJORPHZOBFA-UHFFFAOYSA-N"
"CHEMBL4172992";"";"";"Small molecule";"";"439.51";"2";"2";"3.37";"96.80";"6";"2";"0";"7";"N";"0.59";"11.15";"3.28";"1.20";"1.20";"3";"MOL";"-1";"32";"8";"2";"0";"439.2107";"-0.75";"NEUTRAL";"C24H29N3O5";"CCN(c1cc(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c2ccoc2c1)C1CCOCC1";"QKTOFXPWVLQIMX-UHFFFAOYSA-N"
"CHEMBL4176373";"";"";"Small molecule";"";"443.93";"2";"2";"4.02";"87.57";"5";"2";"0";"6";"N";"0.60";"11.35";"0.66";"2.09";"2.09";"3";"MOL";"-1";"31";"7";"2";"0";"443.1612";"-0.91";"NEUTRAL";"C23H26ClN3O4";"CCN(c1cc2occc2c(C(=O)NCc2ccc(C)[nH]c2=O)c1Cl)C1CCOCC1";"JGODQNHXSXGZBZ-UHFFFAOYSA-N"
"CHEMBL4164687";"";"";"Small molecule";"";"521.54";"2";"2";"4.70";"96.80";"6";"2";"1";"7";"N";"0.47";"11.15";"3.40";"2.51";"2.51";"3";"MOL";"-1";"37";"8";"2";"1";"521.2138";"-0.72";"NEUTRAL";"C26H30F3N3O5";"CCN(c1cc2oc(C(F)(F)F)cc2c(C(=O)NCc2c(OC)cc(C)[nH]c2=O)c1C)C1CCOCC1";"LECDCPFYHWKXQN-UHFFFAOYSA-N"
