"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL100782";"";"";"Small molecule";"";"466.92";"2";"2";"4.10";"104.73";"4";"3";"0";"9";"N";"0.44";"3.31";"None";"4.87";"1.44";"3";"MOL";"-1";"33";"7";"3";"0";"466.1295";"-0.73";"ACID";"C25H23ClN2O5";"O=C(NCCc1ccccc1)Oc1ccc(C[C@H](NC(=O)c2ccccc2Cl)C(=O)O)cc1";"MCUJFEQTPSDPLM-QFIPXVFZSA-N"
"CHEMBL208644";"";"";"Small molecule";"";"575.45";"2";"2";"2.98";"122.99";"8";"2";"1";"10";"N";"0.38";"3.08";"5.96";"0.45";"-0.41";"3";"MOL";"-1";"39";"10";"2";"1";"574.1386";"-1.02";"ACID";"C27H28Cl2N4O6";"COc1cnn(CCN2CCOCC2)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1";"LARLBZSTMWGXMK-NRFANRHFSA-N"
"CHEMBL376938";"";"";"Small molecule";"";"437.45";"2";"2";"2.38";"119.75";"7";"2";"0";"8";"N";"0.56";"3.48";"None";"2.47";"-0.91";"3";"MOL";"-1";"32";"9";"2";"0";"437.1587";"-0.50";"ACID";"C23H23N3O6";"COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)O)cc1";"YNRFHLYLCWXFFX-SFHVURJKSA-N"
"CHEMBL2408060";"";"";"Small molecule";"";"564.64";"2";"3";"4.28";"141.34";"9";"2";"1";"12";"N";"0.33";"2.85";"7.12";"2.21";"1.76";"3";"MOL";"-1";"41";"12";"2";"2";"564.2696";"-1.00";"ACID";"C29H36N6O6";"CCN(CC)c1ncc(N(CC)C(=O)c2ccoc2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"LCKQLWMWSSFPLR-QHCPKHFHSA-N"
"CHEMBL2408062";"";"";"Small molecule";"";"575.67";"2";"2";"4.09";"141.09";"9";"2";"1";"12";"N";"0.32";"2.32";"7.11";"2.23";"1.77";"3";"MOL";"-1";"42";"12";"2";"2";"575.2856";"-1.25";"ACID";"C30H37N7O5";"CCN(CC)c1ncc(N(CC)C(=O)c2ccccn2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"AYPFNJVNXTYWGK-DEOSSOPVSA-N"
"CHEMBL206484";"";"";"Small molecule";"";"481.55";"7";"12";"5.53";"100.43";"4";"3";"1";"8";"N";"0.31";"4.45";"None";"5.37";"2.53";"4";"MOL";"-1";"36";"7";"3";"1";"481.2002";"-1.16";"ACID";"C29H27N3O4";"Cc1ccccc1NC(=O)Nc1ccc(-c2cccn(Cc3ccc(CCC(=O)O)cc3)c2=O)cc1";"RYYQCANRHNEFSA-UHFFFAOYSA-N"
"CHEMBL282327";"";"";"Small molecule";"";"386.47";"3";"3";"2.14";"87.66";"5";"3";"0";"7";"N";"0.68";"3.47";"7.15";"-0.09";"-0.46";"2";"MOL";"-1";"27";"6";"3";"0";"386.1300";"-0.09";"ACID";"C20H22N2O4S";"COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@H]2CSCN2)C(=O)O)cc1";"CYOGWAISTADLSV-DLBZAZTESA-N"
"CHEMBL256839";"";"";"Small molecule";"";"491.33";"2";"2";"2.61";"122.55";"7";"3";"0";"7";"N";"0.35";"8.72";"None";"2.38";"2.36";"3";"MOL";"-1";"33";"9";"3";"0";"490.0811";"-0.76";"NEUTRAL";"C22H20Cl2N4O5";"COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)NO)cc1";"RVZYPCNWXCGBGD-INIZCTEOSA-N"
"CHEMBL355215";"";"";"Small molecule";"";"553.63";"3";"5";"3.51";"128.23";"7";"2";"1";"10";"N";"0.39";"3.22";"None";"3.39";"-0.05";"3";"MOL";"-1";"39";"9";"2";"1";"553.1770";"-0.40";"ACID";"C29H31NO8S";"COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccccc3)CCOCC2)C(=O)O)cc1";"ZUYLZBWPGTXZOO-QHCPKHFHSA-N"
"CHEMBL351756";"";"";"Small molecule";"";"478.38";"2";"2";"2.42";"116.67";"6";"2";"0";"7";"N";"0.63";"3.39";"2.30";"1.84";"-1.29";"2";"MOL";"-1";"29";"8";"2";"0";"476.9987";"-1.64";"ACID";"C17H17Cl2N3O5S2";"O=C(O)[C@H](Cc1cscn1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1";"XTGPAZFJJAYMMR-GJZGRUSLSA-N"
"CHEMBL2332737";"";"";"Small molecule";"";"485.33";"2";"2";"3.25";"97.63";"5";"2";"0";"7";"N";"0.54";"2.87";"None";"3.30";"-0.19";"3";"MOL";"-1";"31";"7";"2";"0";"484.0634";"-0.65";"ACID";"C23H21BrN2O5";"COc1ccc(Br)c(C(=O)N[C@@H](Cc2ccc(-c3cccn(C)c3=O)cc2)C(=O)O)c1";"BWJPNBIUIHZRPA-FQEVSTJZSA-N"
"CHEMBL4592659";"";"";"Unknown";"";"555.42";"4";"4";"3.49";"113.64";"7";"2";"1";"7";"N";"0.36";"3.54";"2.94";"3.99";"1.16";"4";"MOL";"-1";"38";"9";"2";"1";"554.1124";"-1.03";"ACID";"C27H24Cl2N4O5";"CN(C)c1ccc2c(c1)c(=O)n(-c1ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc1)c(=O)n2C";"YQKBOUPIOWUMTE-NRFANRHFSA-N"
"CHEMBL2408057";"";"";"Small molecule";"";"592.67";"2";"3";"4.83";"128.20";"8";"2";"1";"12";"N";"0.30";"2.36";"7.12";"3.20";"2.75";"3";"MOL";"-1";"43";"11";"2";"2";"592.2809";"-1.29";"ACID";"C31H37FN6O5";"CCN(CC)c1ncc(N(CC)C(=O)c2ccc(F)cc2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"DLBRECLYCZAQOF-VWLOTQADSA-N"
"CHEMBL351547";"";"";"Small molecule";"";"497.40";"9";"11";"3.61";"95.94";"5";"2";"0";"8";"N";"0.58";"3.55";"None";"3.27";"-0.09";"2";"MOL";"-1";"32";"7";"2";"0";"496.0626";"-0.89";"ACID";"C22H22Cl2N2O5S";"CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O";"YBKFCWABWAQJTN-VQTJNVASSA-N"
"CHEMBL42860";"";"";"Small molecule";"";"577.49";"2";"2";"4.54";"113.01";"5";"2";"1";"10";"N";"0.37";"3.05";"None";"5.02";"1.55";"3";"MOL";"-1";"38";"8";"2";"1";"576.0889";"-1.05";"ACID";"C27H26Cl2N2O6S";"O=C(O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1";"QBLBCXCNIKAKNO-DQEYMECFSA-N"
"CHEMBL2333170";"";"";"Small molecule";"";"469.93";"5";"7";"2.45";"110.40";"6";"2";"0";"6";"N";"0.58";"3.54";"None";"3.36";"-0.01";"3";"MOL";"-1";"33";"8";"2";"0";"469.1404";"-0.61";"ACID";"C24H24ClN3O5";"Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)C(=O)O";"XWJUDXXALXRTIE-SFHVURJKSA-N"
"CHEMBL2408059";"";"";"Small molecule";"";"580.71";"2";"3";"4.75";"128.20";"9";"2";"1";"12";"N";"0.31";"2.87";"7.12";"2.85";"2.40";"3";"MOL";"-1";"41";"11";"2";"2";"580.2468";"-1.53";"ACID";"C29H36N6O5S";"CCN(CC)c1ncc(N(CC)C(=O)c2ccsc2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"KGDZUGSBEBVXKQ-QHCPKHFHSA-N"
"CHEMBL2333173";"";"";"Small molecule";"";"457.43";"8";"21";"1.76";"110.40";"6";"2";"0";"6";"N";"0.59";"3.42";"None";"2.53";"-0.87";"3";"MOL";"-1";"33";"8";"2";"0";"457.1449";"-0.70";"ACID";"C23H21F2N3O5";"Cc1c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(=O)n(C)c(=O)n1C";"LYHCGYLAKNFJSM-KRWDZBQOSA-N"
"CHEMBL2332748";"";"";"Small molecule";"";"497.98";"2";"4";"3.41";"110.40";"6";"2";"0";"8";"N";"0.50";"3.54";"None";"4.07";"0.71";"3";"MOL";"-1";"35";"8";"2";"0";"497.1717";"-0.73";"ACID";"C26H28ClN3O5";"CCn1c(C)c(-c2ccc(C[C@H](NC(=O)c3c(C)cccc3Cl)C(=O)O)cc2)c(=O)n(CC)c1=O";"IECKVUVUZIOYDW-FQEVSTJZSA-N"
"CHEMBL306739";"";"";"Small molecule";"";"523.20";"3";"5";"6.27";"95.08";"3";"3";"2";"6";"N";"0.28";"3.52";"4.71";"5.30";"3.16";"4";"MOL";"-1";"33";"6";"3";"2";"520.9868";"-0.70";"ACID";"C23H15Cl4N3O3";"O=C(N[C@@H](Cc1ccc2[nH]c(-c3c(Cl)cccc3Cl)nc2c1)C(=O)O)c1c(Cl)cccc1Cl";"XWZXOSXSUDVTSY-SFHVURJKSA-N"
"CHEMBL272548";"";"";"Small molecule";"";"500.35";"4";"5";"2.99";"127.68";"8";"2";"1";"7";"N";"0.40";"4.03";"None";"2.77";"1.16";"4";"MOL";"-1";"34";"10";"2";"1";"499.0926";"-1.44";"ACID";"C22H19Cl2N7O3";"COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)c2nnn[nH]2)cc1";"FOUDHXTZQKEKBC-INIZCTEOSA-N"
"CHEMBL256639";"";"";"Small molecule";"";"462.33";"4";"5";"3.10";"93.45";"6";"2";"0";"7";"N";"0.56";"12.59";"None";"2.87";"2.87";"3";"MOL";"-1";"31";"7";"2";"0";"461.0909";"-0.73";"NEUTRAL";"C22H21Cl2N3O4";"COc1cnn(C)c(=O)c1-c1ccc(C[C@@H](CO)NC(=O)c2c(Cl)cccc2Cl)cc1";"DSRYWCFQVDZVPR-HNNXBMFYSA-N"
"CHEMBL2408063";"";"";"Small molecule";"";"541.65";"2";"3";"3.53";"131.44";"8";"2";"1";"11";"N";"0.44";"2.63";"7.09";"1.32";"0.85";"2";"MOL";"-1";"39";"12";"2";"2";"541.3013";"-1.02";"ACID";"C27H39N7O5";"CCN(CC)c1ncc(N(CC)C(=O)N(C)C)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"OIIKLCMZNWWHNO-NRFANRHFSA-N"
"CHEMBL97944";"";"";"Small molecule";"";"524.62";"4";"8";"3.58";"137.07";"5";"4";"1";"14";"N";"0.22";"4.31";"None";"2.71";"-0.24";"2";"MOL";"-1";"38";"10";"4";"1";"524.2635";"-1.13";"ACID";"C28H36N4O6";"C/C=C/[C@H](CC(=O)O)NC(=O)CN(CCCOC)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1";"WLIMZAMCORVXBU-VURDRKPISA-N"
"CHEMBL210971";"";"";"Small molecule";"";"436.47";"2";"2";"2.30";"113.76";"6";"2";"0";"7";"N";"0.59";"3.56";"None";"1.90";"-1.46";"3";"MOL";"-1";"32";"9";"2";"0";"436.1747";"-0.85";"ACID";"C23H24N4O5";"COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)N(C)c2ccccc2)C(=O)O)cc1";"HJPINCWGHNTPPE-SFHVURJKSA-N"
"CHEMBL2332747";"";"";"Small molecule";"";"518.40";"2";"4";"3.76";"110.40";"6";"2";"1";"8";"N";"0.47";"3.41";"None";"4.16";"0.76";"3";"MOL";"-1";"35";"8";"2";"1";"517.1171";"-0.72";"ACID";"C25H25Cl2N3O5";"CCn1c(C)c(-c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c(=O)n(CC)c1=O";"KQFDKGNSBOLNCZ-IBGZPJMESA-N"
"CHEMBL2408066";"";"";"Small molecule";"";"583.69";"2";"3";"3.30";"140.67";"9";"2";"1";"11";"N";"0.40";"2.53";"7.09";"1.10";"0.63";"2";"MOL";"-1";"42";"13";"2";"2";"583.3118";"-1.17";"ACID";"C29H41N7O6";"CCN(CC)c1ncc(N(CC)C(=O)N2CCOCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"ZVKDMVSDTFKHRE-QHCPKHFHSA-N"
"CHEMBL2408065";"";"";"Small molecule";"";"581.72";"2";"3";"4.46";"131.44";"8";"2";"1";"11";"N";"0.39";"2.53";"7.09";"2.17";"1.70";"2";"MOL";"-1";"42";"12";"2";"2";"581.3326";"-0.98";"ACID";"C30H43N7O5";"CCN(CC)c1ncc(N(CC)C(=O)N2CCCCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"ADRBWUVQHKFVMS-DEOSSOPVSA-N"
"CHEMBL2407881";"";"";"Small molecule";"";"558.66";"2";"3";"2.42";"145.27";"9";"2";"1";"12";"N";"0.37";"3.30";"6.49";"0.57";"0.32";"2";"MOL";"-1";"39";"12";"2";"2";"558.2261";"-1.23";"ACID";"C26H34N6O6S";"C#CCN(c1cnc(N(CC)CC)nc1N[C@@H](Cc1ccc(OC(=O)N2CCCC2)cc1)C(=O)O)S(C)(=O)=O";"GDLQGBLMGXDNRQ-NRFANRHFSA-N"
"CHEMBL327760";"";"";"Small molecule";"";"529.04";"2";"2";"5.47";"98.66";"4";"4";"2";"11";"N";"0.19";"3.51";"9.52";"3.80";"3.80";"4";"MOL";"-1";"38";"6";"4";"2";"528.1816";"-0.55";"ZWITTERION";"C31H29ClN2O4";"O=C(N[C@@H](Cc1ccc(-c2cccc(CNCCc3ccc(O)cc3)c2)cc1)C(=O)O)c1ccccc1Cl";"LDDBKVBDONLPAU-LJAQVGFWSA-N"
"CHEMBL91031";"";"";"Small molecule";"";"593.49";"2";"2";"4.43";"144.24";"6";"4";"1";"8";"N";"0.30";"3.11";"None";"4.92";"1.45";"3";"MOL";"-1";"39";"9";"4";"1";"592.0838";"-0.29";"ACID";"C27H26Cl2N2O7S";"C[C@@]1(C(=O)N[C@@H](Cc2ccc(-c3c(O)cccc3O)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1";"OYRUZFJXLJQJNA-IDISGSTGSA-N"
"CHEMBL36541";"";"";"Small molecule";"";"457.52";"2";"4";"3.07";"103.32";"6";"2";"0";"11";"N";"0.53";"3.64";"None";"2.76";"-0.57";"2";"MOL";"-1";"33";"8";"2";"0";"457.2101";"0.25";"ACID";"C25H31NO7";"COCC[C@]1(C(=O)N[C@@H](Cc2ccc(-c3c(OC)cccc3OC)cc2)C(=O)O)CCCO1";"MWICRKHXHXGESF-DFBJGRDBSA-N"
"CHEMBL44398";"";"";"Small molecule";"";"543.43";"2";"2";"2.93";"130.08";"6";"2";"1";"10";"N";"0.47";"3.06";"None";"3.10";"-0.37";"2";"MOL";"-1";"35";"9";"2";"1";"542.0681";"-1.08";"ACID";"C23H24Cl2N2O7S";"CC(=O)COc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1";"NOEWSRIYUKZVEG-SFTDATJTSA-N"
"CHEMBL98487";"";"";"Small molecule";"";"479.02";"2";"2";"5.57";"78.43";"3";"3";"1";"11";"N";"0.31";"3.44";"9.94";"3.70";"3.70";"3";"MOL";"-1";"34";"5";"3";"1";"478.2023";"-0.59";"ZWITTERION";"C28H31ClN2O3";"CC(C)CCNCc1ccccc1-c1ccc(C[C@H](NC(=O)c2ccccc2Cl)C(=O)O)cc1";"WVPBLVXFXOYONK-SANMLTNESA-N"
"CHEMBL574663";"";"";"Small molecule";"";"616.54";"10";"38";"5.56";"110.10";"6";"2";"2";"9";"N";"0.33";"4.30";"None";"4.81";"1.85";"3";"MOL";"-1";"42";"9";"2";"2";"615.1903";"-0.81";"ACID";"C31H35Cl2N3O6";"CO[C@H]1C[C@@H](CO[C@H]2CC[C@H](C(=O)O)CC2)N(C(=O)Cc2cc(Cl)c(NC(=O)c3cn(C)c4ccccc34)cc2Cl)C1";"UPEGZTKVOGNGIP-QESAQDPVSA-N"
"CHEMBL2332727";"";"";"Small molecule";"";"527.33";"2";"4";"5.11";"88.40";"4";"2";"2";"6";"N";"0.47";"3.43";"None";"4.94";"1.54";"3";"MOL";"-1";"35";"6";"2";"2";"526.0674";"-0.65";"ACID";"C24H19Cl2F3N2O4";"Cc1cc(C(F)(F)F)n(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1";"UJSGTHFOHGFQMM-KRWDZBQOSA-N"
"CHEMBL403463";"";"";"Small molecule";"";"562.41";"2";"2";"4.52";"119.11";"7";"2";"1";"7";"N";"0.30";"3.39";"0.57";"4.49";"1.08";"5";"MOL";"-1";"39";"9";"2";"1";"561.0971";"-0.94";"ACID";"C28H21Cl2N5O4";"Cn1ncc(-n2ncc3ccccc32)c(-c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c1=O";"RGCGVSJFGLIPEO-NRFANRHFSA-N"
"CHEMBL288474";"";"";"Small molecule";"";"515.59";"3";"5";"2.25";"133.32";"6";"2";"1";"8";"N";"0.55";"3.06";"None";"2.37";"-1.10";"2";"MOL";"-1";"36";"10";"2";"1";"515.1726";"-1.10";"ACID";"C25H29N3O7S";"O=C(O)[C@H](Cc1ccc(OC(=O)N2CCCC2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1";"MGKZYWCSUHALDJ-VXKWHMMOSA-N"
"CHEMBL171507";"";"";"Small molecule";"";"539.63";"2";"2";"4.79";"109.77";"5";"2";"1";"9";"N";"0.38";"3.31";"None";"5.53";"2.10";"3";"MOL";"-1";"38";"7";"2";"1";"539.1778";"-0.61";"ACID";"C29H30FNO6S";"COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccc(F)cc3)CCCCC2)C(=O)O)cc1";"QSVHEGNXLMFWSO-VWLOTQADSA-N"
"CHEMBL2408070";"";"";"Small molecule";"";"548.67";"2";"3";"2.81";"145.27";"9";"2";"1";"12";"N";"0.41";"3.37";"6.52";"0.70";"0.46";"2";"MOL";"-1";"38";"12";"2";"2";"548.2417";"-1.16";"ACID";"C25H36N6O6S";"CCN(CC)c1ncc(N(CC)S(C)(=O)=O)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1";"WQRWVWWUVJMCFW-FQEVSTJZSA-N"
