"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3623201";"";"";"Small molecule";"";"481.57";"1";"2";"4.28";"103.45";"4";"4";"0";"11";"N";"0.31";"3.32";"10.36";"1.72";"1.72";"3";"MOL";"-1";"35";"7";"4";"0";"481.2377";"-0.39";"ZWITTERION";"C27H32FN3O4";"O=C(N[C@@H](Cc1c[nH]c2ccc(OCCCCC3CCNCC3)cc12)C(=O)O)c1ccc(F)cc1";"NFNWESMFGLLLQG-VWLOTQADSA-N"
"CHEMBL3623204";"";"";"Small molecule";"";"544.63";"1";"2";"3.60";"163.66";"7";"4";"1";"13";"N";"0.14";"2.85";"10.41";"1.28";"1.27";"3";"MOL";"-1";"38";"11";"4";"2";"544.1992";"-0.66";"ZWITTERION";"C26H32N4O7S";"O=C(O)[C@H](Cc1c[nH]c2ccc(OCCCCC3CCNCC3)cc12)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1";"RRVPNCOMVGBLLU-VWLOTQADSA-N"
"CHEMBL3623202";"";"";"Small molecule";"";"532.47";"1";"2";"5.45";"103.45";"4";"4";"2";"11";"N";"0.25";"3.25";"10.36";"2.79";"2.79";"3";"MOL";"-1";"36";"7";"4";"2";"531.1692";"-0.36";"ZWITTERION";"C27H31Cl2N3O4";"O=C(N[C@@H](Cc1c[nH]c2ccc(OCCCCC3CCNCC3)cc12)C(=O)O)c1cc(Cl)cc(Cl)c1";"HWYSEZFMVUVJNK-VWLOTQADSA-N"
"CHEMBL3623183";"";"";"Small molecule";"";"430.55";"1";"1";"2.14";"106.69";"5";"4";"0";"12";"N";"0.38";"3.47";"9.32";"-0.48";"-0.48";"2";"MOL";"-1";"31";"8";"4";"0";"430.2580";"-0.58";"ZWITTERION";"C23H34N4O4";"CCCC(=O)N[C@@H](Cc1c[nH]c2ccc(OCCCCN3CCNCC3)cc12)C(=O)O";"KHVKEBZVNIOEFI-NRFANRHFSA-N"
"CHEMBL3623197";"";"";"Small molecule";"";"499.63";"1";"3";"3.69";"120.52";"5";"4";"0";"12";"N";"0.28";"2.96";"10.58";"1.34";"1.33";"3";"MOL";"-1";"35";"8";"4";"0";"499.2141";"-0.45";"ZWITTERION";"C26H33N3O5S";"O=C(O)[C@H](Cc1c[nH]c2ccc(OCCCCC3CCNCC3)cc12)NS(=O)(=O)c1ccccc1";"GUJAEOCKOOGCFK-VWLOTQADSA-N"
"CHEMBL3623195";"";"";"Small molecule";"";"500.62";"1";"1";"2.21";"123.76";"6";"4";"1";"12";"N";"0.28";"2.87";"9.27";"-0.02";"-0.02";"3";"MOL";"-1";"35";"9";"4";"1";"500.2093";"-0.93";"ZWITTERION";"C25H32N4O5S";"O=C(O)[C@H](Cc1c[nH]c2ccc(OCCCCN3CCNCC3)cc12)NS(=O)(=O)c1ccccc1";"PUVMICHRFKSXFS-DEOSSOPVSA-N"
"CHEMBL3623182";"";"";"Small molecule";"";"416.52";"1";"1";"1.75";"106.69";"5";"4";"0";"11";"N";"0.42";"3.43";"9.25";"-0.96";"-0.97";"2";"MOL";"-1";"30";"8";"4";"0";"416.2424";"-0.63";"ZWITTERION";"C22H32N4O4";"CCCC(=O)N[C@@H](Cc1c[nH]c2ccc(OCCCN3CCNCC3)cc12)C(=O)O";"RZITXRMUJINHMH-FQEVSTJZSA-N"
"CHEMBL3623192";"";"";"Small molecule";"";"449.55";"1";"1";"3.75";"103.45";"4";"4";"0";"10";"N";"0.35";"3.37";"10.36";"1.14";"1.14";"3";"MOL";"-1";"33";"7";"4";"0";"449.2315";"-0.16";"ZWITTERION";"C26H31N3O4";"O=C(N[C@@H](Cc1c[nH]c2ccc(OCCCC3CCNCC3)cc12)C(=O)O)c1ccccc1";"WNHDJPBGBLCQNC-DEOSSOPVSA-N"
"CHEMBL3623194";"";"";"Small molecule";"";"486.59";"1";"1";"1.82";"123.76";"6";"4";"0";"11";"N";"0.30";"2.86";"9.20";"-0.50";"-0.50";"3";"MOL";"-1";"34";"9";"4";"0";"486.1937";"-0.98";"ZWITTERION";"C24H30N4O5S";"O=C(O)[C@H](Cc1c[nH]c2ccc(OCCCN3CCNCC3)cc12)NS(=O)(=O)c1ccccc1";"BKYXIGAQFVEZNG-QHCPKHFHSA-N"
"CHEMBL3623205";"";"";"Small molecule";"";"517.62";"1";"2";"3.83";"120.52";"5";"4";"1";"12";"N";"0.27";"2.98";"10.45";"1.48";"1.48";"3";"MOL";"-1";"36";"8";"4";"1";"517.2047";"-0.63";"ZWITTERION";"C26H32FN3O5S";"O=C(O)[C@H](Cc1c[nH]c2ccc(OCCCCC3CCNCC3)cc12)NS(=O)(=O)c1ccc(F)cc1";"ZXYWPDNVJHPNFP-VWLOTQADSA-N"
"CHEMBL3623186";"";"";"Small molecule";"";"466.60";"1";"1";"1.56";"123.76";"6";"4";"0";"13";"N";"0.33";"3.17";"9.23";"-1.14";"-1.14";"2";"MOL";"-1";"32";"9";"4";"0";"466.2250";"-0.92";"ZWITTERION";"C22H34N4O5S";"CCCCS(=O)(=O)N[C@@H](Cc1c[nH]c2ccc(OCCCN3CCNCC3)cc12)C(=O)O";"NZEXYSTWCDVLHF-NRFANRHFSA-N"
"CHEMBL3622611";"";"";"Small molecule";"";"416.52";"1";"1";"1.71";"97.90";"5";"3";"0";"10";"N";"0.55";"3.50";"7.87";"-0.88";"-0.98";"2";"MOL";"-1";"30";"8";"3";"0";"416.2424";"-0.71";"ACID";"C22H32N4O4";"CCCC(=O)N[C@@H](Cc1c[nH]c2ccc(OCCN3CCN(C)CC3)cc12)C(=O)O";"PNZSHQHMUQRNJO-FQEVSTJZSA-N"
"CHEMBL3623184";"";"";"Small molecule";"";"401.51";"1";"1";"2.85";"103.45";"4";"4";"0";"10";"N";"0.49";"3.58";"10.36";"-0.02";"-0.02";"2";"MOL";"-1";"29";"7";"4";"0";"401.2315";"-0.14";"ZWITTERION";"C22H31N3O4";"CCCC(=O)N[C@@H](Cc1c[nH]c2ccc(OCCC3CCNCC3)cc12)C(=O)O";"HWRMWRLSVWMAFN-FQEVSTJZSA-N"
"CHEMBL3623200";"";"";"Small molecule";"";"481.57";"1";"2";"4.28";"103.45";"4";"4";"0";"11";"N";"0.31";"3.33";"10.36";"1.72";"1.72";"3";"MOL";"-1";"35";"7";"4";"0";"481.2377";"-0.49";"ZWITTERION";"C27H32FN3O4";"O=C(N[C@@H](Cc1c[nH]c2ccc(OCCCCC3CCNCC3)cc12)C(=O)O)c1cccc(F)c1";"BQJKCILRQIRJHT-VWLOTQADSA-N"
"CHEMBL3623188";"";"";"Small molecule";"";"465.62";"1";"1";"3.04";"120.52";"5";"4";"0";"13";"N";"0.34";"3.29";"10.22";"0.25";"0.25";"2";"MOL";"-1";"32";"8";"4";"0";"465.2297";"-0.36";"ZWITTERION";"C23H35N3O5S";"CCCCS(=O)(=O)N[C@@H](Cc1c[nH]c2ccc(OCCCC3CCNCC3)cc12)C(=O)O";"LHGKIJGKCHCHKN-QFIPXVFZSA-N"
"CHEMBL3623191";"";"";"Small molecule";"";"464.57";"1";"1";"2.66";"106.69";"5";"4";"0";"11";"N";"0.33";"3.26";"9.32";"0.23";"0.23";"3";"MOL";"-1";"34";"8";"4";"0";"464.2424";"-0.66";"ZWITTERION";"C26H32N4O4";"O=C(N[C@@H](Cc1c[nH]c2ccc(OCCCCN3CCNCC3)cc12)C(=O)O)c1ccccc1";"IVNKDYAMWYOWDM-DEOSSOPVSA-N"
"CHEMBL3623196";"";"";"Small molecule";"";"485.61";"1";"1";"3.30";"120.52";"5";"4";"0";"11";"N";"0.31";"2.96";"10.58";"0.89";"0.89";"3";"MOL";"-1";"34";"8";"4";"0";"485.1984";"-0.45";"ZWITTERION";"C25H31N3O5S";"O=C(O)[C@H](Cc1c[nH]c2ccc(OCCCC3CCNCC3)cc12)NS(=O)(=O)c1ccccc1";"FKINWTXOCYQTDC-DEOSSOPVSA-N"
"CHEMBL3623193";"";"";"Small molecule";"";"463.58";"1";"3";"4.14";"103.45";"4";"4";"0";"11";"N";"0.32";"3.37";"10.36";"1.58";"1.58";"3";"MOL";"-1";"34";"7";"4";"0";"463.2471";"-0.17";"ZWITTERION";"C27H33N3O4";"O=C(N[C@@H](Cc1c[nH]c2ccc(OCCCCC3CCNCC3)cc12)C(=O)O)c1ccccc1";"CYRBABHOAKXQOK-VWLOTQADSA-N"
"CHEMBL3622608";"";"";"Small molecule";"";"501.58";"1";"1";"0.82";"175.64";"6";"6";"2";"13";"N";"0.22";"3.68";"10.35";"-2.70";"-2.70";"2";"MOL";"-1";"36";"11";"7";"3";"501.2587";"0.13";"ZWITTERION";"C25H35N5O6";"CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccc(OCCCC3CCNCC3)cc12)C(=O)O";"VRBCLWXHOGFQFL-VXKWHMMOSA-N"
"CHEMBL3623198";"";"";"Small molecule";"";"493.60";"1";"2";"4.15";"112.68";"5";"4";"0";"12";"N";"0.28";"3.11";"10.36";"1.42";"1.42";"3";"MOL";"-1";"36";"8";"4";"0";"493.2577";"-0.15";"ZWITTERION";"C28H35N3O5";"COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccc(OCCCCC4CCNCC4)cc23)C(=O)O)cc1";"QHVXUJSWYRYYOK-SANMLTNESA-N"
