DLiP-ID,Mol Image,MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings
D001EO,,455.356,3.303,5,1,68.52,4,5
D001EP,,467.013,4.384,5,1,73.38,6,4
D001EQ,,456.489,4.185,4,1,67.87,5,5
D001ER,,459.543,1.765,5,1,96.44,5,4
D001ES,,503.565,4.626,3,2,70.67,6,4
D001ET,,488.625,2.776,5,1,89.7,6,4
D001EV,,471.041,4.101,4,2,59.59,8,4
D001EW,,486.454,3.219,4,1,54.46,7,4
D001EX,,467.56,3.841,3,2,61.44,5,5
D001EY,,459.384,4.014,4,1,60.45,8,4
D001EZ,,452.549,4.313,4,1,64.15,6,4
D001F0,,454.977,4.319,4,1,50.16,7,5
D001F1,,490.564,2.895,8,1,111.47,6,5
D001F2,,452.53,3.812,6,2,77.41,7,4
D001F3,,486.544,5.346,6,0,85.16,4,5
D001F4,,457.328,2.039,6,1,77.75,4,5
D001F5,,461.528,3.893,4,2,53.6,6,4
D001F6,,458.356,4.508,4,1,71.53,5,4
D001F7,,460.996,5.838,2,2,41.13,5,4
D001F8,,505.08,3.485,5,2,84.5,7,4
D001F9,,466.513,5.41,7,0,78.71,6,5
D001FA,,490.616,3.826,4,2,75.27,7,4
D001FB,,528.466,4.478,3,2,61.44,5,5
D001FC,,451.502,4.492,6,1,88.83,4,5
D001FD,,452.49,3.858,6,1,92.07,3,5
D001FE,,450.963,3.483,4,1,76.13,6,4
D001FF,,535.504,3.773,5,1,75.71,7,4
D001FG,,502.552,5.824,2,1,49.41,5,5
D001FH,,480.602,1.674,5,1,92.78,5,4
D001FI,,459.359,4.423,2,1,49.41,5,4
D001FJ,,476.459,5.004,2,2,61.44,5,4
D001FK,,488.581,2.932,5,1,92.78,6,4
D00A15,,475.431,3.336,5,2,68.18,6,4
D001FL,,456.572,1.484,6,1,98.74,3,5
D001FM,,450.576,2.433,4,1,83.55,5,4
D001FN,,467.545,2.792,7,0,86.28,5,6
D001FO,,461.831,5.721,2,1,32.34,6,4
D001FP,,461.433,4.722,3,1,41.57,6,4
D001FQ,,454.408,5.446,2,0,29.54,3,5
D001FR,,467.418,3.944,4,1,76.13,6,4
D001FS,,526.08,2.989,7,1,113.51,6,4
D001FZ,,489.429,5.444,3,2,50.36,6,4
D001FT,,451.542,2.754,3,1,61.88,4,5
D001FU,,461.433,4.252,3,2,50.36,6,4
D001FV,,486.414,3.557,4,2,77.57,4,4
D001FW,,465.558,3.626,8,1,106.65,5,5
D001FX,,464.541,1.94,4,2,95.74,2,5
D001FY,,513.48,3.84,4,2,78.67,6,4
D001G0,,499.453,3.645,4,2,78.67,5,4
D001G1,,468.573,2.923,5,2,87.9,6,4
D001G2,,473.371,3.017,4,2,83.56,6,4
D001G3,,456.537,3.417,4,3,73.47,6,4
D00938,,461.965,3.527,5,1,63.69,7,4
D001G4,,503.603,3.789,7,1,98.58,6,5
D001G5,,450.583,2.813,5,2,87.9,6,4
D001G6,,459.388,2.95,5,2,80.48,5,4
D001G7,,468.573,2.974,5,2,87.9,6,4
D001G8,,456.489,3.623,4,0,59.08,5,5
D001G9,,464.541,1.94,4,2,95.74,2,5
D001GA,,456.537,3.169,4,2,78.67,5,4
D001GB,,455.986,3.826,4,3,79.46,6,4
D001GD,,505.884,5.354,3,1,41.57,6,4
D001GE,,463.513,3.631,6,1,88.83,2,6
D001GF,,458.4,3.285,4,1,54.46,5,4
D001GG,,511.42,2.838,4,2,95.74,2,5
D001GH,,460.372,3.895,5,0,54.9,4,4
D001GI,,497.437,3.042,4,2,78.67,3,5
D001HX,,458.4,3.254,4,3,62.39,6,4
D001GJ,,452.471,0.652,6,3,144.83,5,4
D001GK,,476.802,4.634,2,2,61.44,4,4
D001GL,,483.559,4.086,5,1,65.38,7,5
D001GM,,485.61,1.313,6,4,133.63,6,4
D001GN,,462.562,3.382,4,1,66.48,6,4
D001GO,,473.386,5.414,2,1,49.41,5,4
D001GP,,475.362,3.034,4,2,70.13,6,4
D001GQ,,462.432,4.435,2,2,61.44,5,4
D001GR,,488.401,4.481,2,2,61.44,5,4
D001GS,,466.42,2.878,3,2,70.67,5,3
D001GT,,461.419,5.584,2,1,32.34,7,3
D001GU,,501.645,2.974,6,1,90.93,8,4
D001GV,,470.599,1.799,6,1,98.74,3,5
D001GX,,452.986,4.543,5,1,59.39,8,4
D001GY,,454.546,2.735,5,3,96.69,6,4
D001GZ,,472.607,1.807,6,1,94.59,7,4
D001H0,,475.402,4.079,3,1,41.57,6,4
D001H1,,500.412,3.434,3,2,61.44,3,5
D001H2,,450.518,4.508,7,1,86.34,4,5
D001H3,,458.584,2.562,7,1,101.49,6,4
D001H4,,454.368,3.398,3,1,62.3,3,5
D001H5,,472.511,3.6,5,1,68.52,5,5
D001H6,,452.53,2.804,4,2,95.74,4,4
D001H7,,459.55,3.756,6,1,89.35,6,5
D001H8,,472.387,2.981,5,1,78.43,4,4
D001H9,,505.08,3.237,5,1,89.7,6,4
D001HA,,475.46,4.917,3,1,41.57,7,4
D001HB,,472.387,2.981,5,1,78.43,4,4
D001HC,,468.554,5.185,6,0,85.16,4,5
D001HD,,483.534,4.681,3,1,61.77,4,5
D001HE,,500.437,4.235,3,2,70.67,6,4
D001HF,,472.387,3.192,5,1,78.43,4,4
D001HG,,455.562,3.579,5,0,69.64,3,6
D001HH,,455.505,3.73,5,1,65.38,8,5
D001HI,,494.701,4.233,4,0,57.69,5,5
D001HJ,,450.518,4.451,7,1,86.34,6,5
D001HK,,484.434,4.253,3,0,38.77,3,5
D001HL,,520.673,3.301,6,1,109.85,7,4
D001HM,,473.514,6.128,3,1,46.92,6,5
D001HN,,473.552,3.046,5,1,78.43,2,6
D001HO,,483.45,4.057,3,1,41.57,3,5
D001HP,,494.621,3.277,7,3,116.32,6,5
D001HQ,,503.456,4.874,3,1,41.57,6,4
D001HR,,455.509,2.671,6,2,85.41,5,5
D001HS,,489.433,3.504,4,4,65.19,6,4
D001HT,,457.977,3.861,3,2,61.44,5,4
D001J4,,460.412,5.264,3,1,47.56,7,3
D001HU,,496.449,3.706,3,1,52.65,4,5
D001HV,,504.425,3.511,6,1,82.57,8,4
D001HW,,453.514,3.954,6,1,74.61,9,4
D001JG,,471.395,3.582,3,2,67.43,4,4
D001HY,,455.53,2.931,5,2,93.89,6,4
D001HZ,,455.509,2.671,6,2,85.41,5,5
D001I0,,461.585,4.2,5,2,70.15,6,5
D001I1,,452.986,4.243,5,1,73.38,6,4
D001I2,,469.004,4.774,4,1,64.15,6,4
D001I3,,475.406,3.439,4,3,70.39,5,4
D001I4,,467.013,3.019,3,2,64.68,4,5
D001I5,,475.406,3.439,4,3,70.39,5,4
D001I6,,468.222,6.507,2,0,23.55,3,4
D001I7,,458.404,2.754,5,3,83.28,5,4
D001I8,,475.406,3.439,4,3,70.39,5,4
D001I9,,489.433,3.797,4,3,70.39,5,4
D001IA,,455.555,2.846,7,2,90.94,9,4
D001IB,,464.541,4.037,6,1,76.58,6,5
D001IC,,487.582,1.195,7,1,113.96,5,5
D001ID,,455.042,4.623,3,2,50.36,7,4
D001IE,,504.856,4.759,3,2,61.44,4,4
D001IF,,478.04,4.661,5,2,70.15,6,5
D001IG,,469.536,3.029,6,2,85.41,5,5
D001IH,,453.558,3.058,4,3,81.67,7,4
D001II,,485.028,3.104,4,3,82.7,6,4
D001IJ,,482.987,3.32,4,2,73.8,4,5
D001IK,,472.431,2.26,5,2,60.5,5,4
D001IL,,450.583,2.044,5,2,101.89,5,4
D001IM,,450.583,2.817,5,4,93.7,8,4
D001IN,,485.003,3.216,5,1,73.38,5,5
D001IO,,460.54,5.153,3,2,50.36,7,4
D001IP,,452.986,2.661,3,2,64.68,4,5
D001IQ,,473.415,2.456,5,1,57.7,5,4
D001IR,,512.408,5.132,6,1,88.83,4,5
D001IS,,514.623,2.521,5,2,98.82,6,5
D001IT,,475.593,3.79,5,2,88.49,6,4
D001IU,,489.429,4.536,3,1,55.56,5,4
D001IV,,470.52,3.005,6,2,77.41,6,5
D001IW,,452.53,2.804,4,2,95.74,4,4
D001IX,,474.476,4.612,3,3,53.16,7,4
D001IY,,452.574,3.094,4,3,87.46,6,4
D001IZ,,492.439,3.595,4,3,87.3,6,4
D001J0,,468.573,3.222,5,3,82.7,7,4
D001J1,,450.623,3.668,4,1,64.79,7,4
D001J2,,452.574,2.846,4,2,92.66,5,4
D001J3,,512.448,3.188,4,2,70.67,4,5
D001J5,,514.619,2.426,5,1,92.78,4,5
D001J6,,486.631,2.046,5,0,91.83,4,4
D001J7,,474.558,1.982,5,2,108.47,5,4
D001J8,,521.661,2.282,8,1,122.74,7,4
D001J9,,480.54,3.017,6,2,96.69,6,5
D001JA,,454.521,4.3,5,1,59.39,7,4
D001JB,,493.069,2.588,4,0,74.76,5,5
D001JC,,475.586,3.797,6,0,93.37,5,5
D001JD,,451.542,2.754,3,1,61.88,4,5
D001JE,,457.55,1.679,5,1,79.7,4,5
D001JF,,456.568,1.628,5,2,90.98,4,5
D001JH,,461.375,5.184,3,2,50.36,6,4
D001JI,,499.608,4.035,6,1,90.29,7,5
D001JJ,,456.424,5.62,2,1,38.33,6,4
D001JK,,482.531,3.269,5,1,76.46,5,5
D001JL,,451.542,3.421,5,1,65.38,6,5
D001JM,,538.663,2.734,6,1,109.85,7,4
D001JN,,475.557,3.28,4,0,63.68,3,5
D001JO,,461.375,5.184,3,2,50.36,6,4
D001JP,,473.389,2.397,4,2,103.78,5,3
D001JQ,,497.621,1.733,5,2,116.05,3,5
D001JR,,478.561,3.04,4,1,75.71,6,4
D001JS,,466.578,3.008,5,2,88.1,8,4
D001JT,,483.634,2.801,4,1,78.95,4,5
D001JU,,455.378,2.596,5,1,84.3,5,3
D001JV,,469.561,3.502,7,0,86.28,4,5
D001JW,,505.011,3.469,4,0,74.76,4,5
D001JX,,534.882,4.183,3,2,70.67,5,4
D00BEM,,425.907,2.478,3,2,61.44,3,4
D001JY,,515.611,1.778,7,3,114.35,7,5
D001JZ,,473.386,5.414,2,1,49.41,5,4
D001K0,,453.576,3.932,5,1,81.7,7,4
D001K1,,450.554,3.702,3,0,49.85,4,5
D001K2,,485.397,4.467,2,1,45.33,4,5
D001K3,,451.542,3.421,5,1,65.38,6,5
D001K4,,502.583,2.672,4,1,83.55,3,5
D001K6,,471.37,5.083,2,0,40.62,3,5
D001K7,,490.442,4.161,5,0,68.46,4,4
D00A1B,,473.415,3.088,5,3,75.28,6,4
D001K8,,485.581,3.062,6,1,90.29,8,4
D001K9,,488.585,2.496,5,3,107.61,6,4
D001KA,,484.593,3.205,4,0,74.76,4,5
D001KB,,464.002,5.426,3,1,63.24,7,4
D001KC,,450.554,3.702,3,0,49.85,4,5
D001KD,,465.529,2.702,5,2,88.49,6,5
D001KE,,490.579,3.133,5,0,67.67,5,6
D001KF,,472.507,5.059,3,0,49.85,6,5
D001KG,,485.936,4.078,5,1,81.7,6,4
D001KH,,527.423,4.621,6,2,100.86,4,5
D001KI,,508.569,3.294,5,0,67.67,5,6
D001KJ,,452.982,4.822,3,0,49.85,5,5
D001KK,,473.43,6.055,2,1,32.34,6,4
D001KL,,466.944,3.886,4,1,67.23,3,6
D001KM,,516.61,3.561,4,0,74.76,5,5
D001KN,,485.426,2.868,3,3,73.47,6,4
D001KO,,528.646,3.731,5,1,92.78,6,5
D001KP,,498.645,3.027,5,1,92.78,7,4
D001KQ,,502.552,5.408,2,0,40.62,5,5
D001KR,,489.385,3.875,3,1,58.64,5,4
D001KS,,579.492,3.35,6,1,93.53,6,5
D001KT,,456.608,3.986,5,1,75.71,6,4
D001KU,,520.091,4.237,5,1,81.7,8,4
D001KV,,498.605,3.079,7,1,102.76,7,4
D001KW,,472.387,3.192,5,1,78.43,4,4
D001KX,,496.629,2.959,5,0,83.99,5,5
D001KY,,466.553,3.18,4,0,59.08,5,5
D001KZ,,454.958,2.274,6,1,77.75,5,5
D001L0,,514.619,3.12,5,0,83.99,5,5
D001L1,,454.408,5.446,2,0,29.54,3,5
D001L2,,464.99,4.682,3,1,66.48,6,4
D001L3,,472.492,2.492,7,1,86.98,6,5
D001L4,,459.543,1.765,5,1,96.44,5,4
D001L5,,459.009,3.523,4,4,65.19,7,4
D001L6,,462.543,2.848,6,1,94.59,6,4
D001L7,,477.627,3.048,5,2,104.81,6,4
D001L8,,515.423,3.369,3,1,58.64,3,5
D001L9,,454.502,2.218,6,0,84.86,5,5
D001LA,,451.502,1.498,6,1,89.35,5,5
D001LB,,479.556,3.271,5,2,88.49,6,5
D001LC,,496,4.633,5,1,81.7,6,4
D001LD,,523.526,4.857,4,1,66.48,7,4
D001LE,,522.063,4.314,6,1,90.93,8,4
D001LF,,474.54,3.322,7,1,85.17,5,6
D001LG,,481.438,4.399,4,2,58.95,7,4
D001LH,,485.397,4.55,2,1,49.41,3,5
D001LI,,507.984,5.333,2,2,61.44,5,4
D001LJ,,578.529,3.416,5,2,104.81,6,4
D001LK,,517.623,2.779,5,2,104.81,6,4
D001LL,,461.375,4.404,3,0,32.78,4,4
D001LM,,476.552,2.938,5,0,67.67,4,6
D001LN,,599.569,3.371,6,1,109.85,7,4
D001LO,,494.542,3.099,5,0,67.67,4,6
D001LP,,514.648,2.42,6,4,141.83,8,4
D001LQ,,517.051,3.93,6,1,93.53,7,4
D001LR,,471.561,3.061,6,1,87.66,3,6
D001LS,,540.458,3.446,5,1,80.23,5,5
D001LT,,527.618,2.749,6,1,105.14,5,5
D001LU,,509.632,3.108,7,1,104.73,6,5
D001LV,,465.548,4.275,5,1,61.36,5,5
D001LW,,478.475,2.764,4,2,61.44,6,3
D001LX,,472.387,3.192,5,1,78.43,4,4
D001LY,,467.411,5.596,4,1,58.12,5,4
D001LZ,,465.554,1.752,6,0,87.98,4,5
D001M0,,464.581,3.897,3,0,49.85,5,5
D001M1,,451.542,4.138,5,1,65.38,8,5
D0076K,,455.396,4.97,2,2,54.12,6,4
D001M2,,501.048,3.666,4,0,74.76,4,5
D001M3,,502.472,4.436,3,2,44.37,7,4
D001M4,,502.552,5.408,2,0,40.62,5,5
D001M5,,510.635,4.142,6,1,92.26,6,5
D001M6,,489.885,6.274,2,1,32.34,7,4
D001M7,,473.621,3.706,6,1,84.58,6,5
D001M8,,469.047,3.276,4,2,92.34,6,3
D001M9,,515.492,4.386,4,1,50.8,8,4
D001MA,,475.054,4.119,4,1,66.48,6,4
D001MB,,464.581,3.897,3,0,49.85,5,5
D001MC,,543.481,4.305,5,1,59.39,7,5
D001MD,,534.882,4.183,3,2,70.67,5,4
D001ME,,484.562,5.247,2,0,40.62,5,5
D00B72,,406.324,2.874,3,2,61.44,2,4
D001MF,,519.911,4.984,3,2,50.36,7,4
D001MG,,475.858,5.992,2,2,41.13,6,4
D001MH,,449.433,4.036,3,1,41.57,5,4
D001MI,,485.606,2.121,5,2,104.81,7,4
D001MJ,,478.014,3.049,6,1,88.6,6,4
D001MY,,463.803,4.18,3,1,51.22,6,4
D001MK,,506.485,3.823,3,2,70.67,5,4
D001ML,,467.56,3.425,3,1,52.65,5,5
D001MM,,476.639,2.798,5,2,101.57,7,4
D001MN,,491.585,2.117,7,0,98.69,7,4
D001MO,,489.885,6.274,2,1,32.34,7,4
D001MP,,471.619,3.905,5,1,81.7,8,4
D001MQ,,515.492,4.029,4,1,64.79,7,4
D001MR,,493.572,3.486,5,1,81.7,8,4
D001MS,,454.517,3.426,3,0,49.85,4,5
D001MT,,476.552,3.855,5,0,67.67,5,5
D001MU,,450.963,3.483,4,1,76.13,6,4
D001MV,,494.579,3.901,4,1,66.48,6,4
D001MW,,478.967,4.222,4,1,64.79,6,4
D001MX,,487.438,3.065,4,1,60.45,6,4
D001MZ,,473.57,2.24,5,2,87.74,4,5
D002ET,,457.412,3.79,3,2,50.36,5,4
D001N0,,452.53,3.079,5,1,74.77,5,5
D001N1,,477.573,3.995,4,1,72.47,6,4
D001N2,,455.44,5.894,2,1,32.34,6,4
D001N3,,464.541,2.882,4,2,81.75,4,5
D001N4,,478.59,1.779,6,0,84.74,4,5
D001N5,,473.595,2.3,7,0,98.69,6,4
D001N6,,469.988,3.691,3,1,52.65,4,5
D001N7,,464.997,4.684,5,1,67.35,5,5
D001N8,,467.418,3.944,4,1,76.13,6,4
D001N9,,515.423,4.063,3,0,49.85,4,5
D001NA,,460.347,3.82,4,1,56.15,5,4
D001NB,,502.449,4.343,4,1,56.79,8,4
D002FU,,449.364,4.921,3,2,50.36,6,3
D001NC,,459.384,4.112,4,1,60.45,7,4
D001ND,,460.571,2.859,5,0,76.57,5,4
D001OY,,449.433,3.662,3,1,41.57,6,4
D001NE,,478.029,5.995,3,1,63.24,7,4
D001NF,,519.43,5.859,2,1,49.41,5,4
D001NG,,459.468,3.696,5,1,65.38,7,5
D001NH,,450.554,3.702,3,0,49.85,4,5
D001NI,,500.481,3.525,4,3,62.39,7,4
D001NJ,,522.465,3.225,6,1,88.6,6,4
D001NK,,488.525,5.213,2,0,40.62,4,5
D001NL,,537.42,6.02,2,1,49.41,5,4
D001NM,,463.515,5.842,2,1,38.33,6,4
D001NN,,514.619,3.12,5,0,83.99,5,5
D001NO,,451.542,4.698,5,1,65.38,7,4
D001NP,,453.533,4.845,4,1,56.15,7,5
D001NQ,,464.997,4.301,5,1,67.35,5,5
D001NR,,494.542,3.099,5,0,67.67,4,6
D001NS,,463.578,3.13,4,3,98.74,6,4
D001NT,,477.523,4.028,4,1,56.79,8,4
D001NV,,490.431,4.007,3,2,70.67,5,4
D001NW,,472.387,3.192,5,1,78.43,4,4
D001NX,,480.584,2.757,6,2,77.41,7,5
D001NY,,473.411,4.094,4,1,50.8,6,4
D001NZ,,464.603,3.002,4,1,83.55,5,4
D001O0,,487.597,3.057,5,2,109.57,5,4
D001O1,,457.553,4.502,4,1,65.12,3,6
D001O2,,500.437,3.754,4,2,84.66,5,4
D001O3,,477.54,2.511,5,3,102.9,4,5
D001O4,,453.533,5.267,4,1,56.15,7,5
D001O5,,459.525,3.382,5,0,69.64,3,6
D001O6,,469.029,3.307,4,2,92.66,5,4
D001O7,,478.568,3.006,5,1,76.46,6,5
D001O8,,490.025,2.701,5,2,87.74,4,5
D001O9,,453.558,3.621,4,2,84.66,6,4
D001OA,,498.44,4.629,2,2,48.13,4,5
D001OB,,471.37,4.728,2,1,45.33,3,5
D001OC,,452.526,3.834,4,1,63.79,6,5
D001OD,,455.574,3.012,5,3,71.62,8,4
D001OE,,482.566,3.066,7,1,109.14,3,6
D001OF,,477.54,2.069,5,1,79.7,4,6
D001OG,,494.611,3.065,6,1,82.61,7,5
D001OH,,449.57,3.746,3,2,57.36,5,5
D001OI,,453.533,5.267,4,1,56.15,7,5
D001OJ,,524.064,2.21,5,1,103.86,4,5
D001OK,,499.424,5.439,2,0,40.62,5,5
D001OL,,453.533,5.267,4,1,56.15,7,5
D001OM,,459.993,3.758,4,4,73.39,6,4
D001ON,,498.44,4.629,2,2,48.13,4,5
D001OO,,519.577,2.482,7,1,98.05,5,6
D001OP,,473.371,2.565,5,1,76.46,3,5
D001OQ,,449.57,3.746,3,2,57.36,5,5
D001OR,,450.558,4.288,5,2,68.18,7,4
D001OS,,450.554,3.008,3,1,58.64,3,5
D001OT,,501.396,3.705,3,0,49.85,4,5
D001OU,,458.99,2.993,5,1,76.46,5,4
D001OV,,470.455,3.362,3,2,58.36,5,4
D001OW,,475.998,2.718,4,3,104.37,4,4
D001OX,,459.34,3.756,4,1,67.87,4,4
D001OZ,,468.544,3.621,3,0,49.85,5,5
D001P0,,490.572,3.536,4,1,83.55,5,4
D001PD,,461.971,2.531,4,1,78.95,3,5
D001P1,,483.559,4.086,5,1,65.38,7,5
D001P2,,487.579,3.935,5,0,69.64,4,6
D001P3,,465.529,2.1,5,2,88.49,6,5
D001P4,,476.842,5.37,2,1,38.33,7,4
D001P5,,485.397,5.278,2,0,40.62,4,5
D001P6,,462.497,2.705,7,1,85.81,7,4
D001P7,,458.566,3.215,6,2,104.45,4,5
D001P8,,469.379,3.574,3,1,58.64,4,5
D001P9,,488.397,4.2,3,0,38.77,3,5
D001PA,,456.608,3.883,4,1,75.71,6,4
D001PB,,474.58,4.968,4,1,67.23,6,5
D001PC,,500.665,2.292,6,3,113.76,8,4
D001PE,,457.014,3.545,4,2,59.59,7,4
D001PF,,468.395,4.214,2,1,52.65,4,5
D001PG,,464.013,3.857,5,1,75.35,4,5
D001PH,,466.557,2.741,6,2,77.41,6,5
D001PI,,473.411,3.133,4,1,60.45,6,4
D00939,,452.986,3.701,5,2,68.18,8,4
D001PJ,,453.518,2.749,5,2,88.49,6,4
D001PK,,482.531,3.269,5,1,76.46,5,5
D001PL,,478.029,5.995,3,1,63.24,7,4
D001PM,,474.58,4.968,4,1,67.23,6,5
D001PN,,464.541,3.108,5,1,76.46,5,5
D001PO,,468.504,4.003,6,1,76.58,5,5
D001PP,,518.427,3.508,3,2,70.67,6,4
D001PQ,,469.398,6.006,1,1,36.1,4,5
D001PR,,452.534,2.099,7,1,85.17,5,5
D001PS,,457.412,4.487,3,1,51.22,7,4
D001PT,,469.398,6.006,1,1,36.1,4,5
D001PU,,497.546,2.544,5,2,88.49,6,5
D001PV,,479.422,5.284,4,1,58.12,5,5
D001PW,,509.582,2.512,6,2,97.72,6,5
D001PX,,457.387,5.777,1,1,36.1,4,4
D001PY,,458.356,3.215,3,3,79.46,3,4
D001PZ,,520.431,3.944,5,1,78.43,2,6
D001Q0,,455.371,5.648,1,1,36.1,4,5
D001Q1,,497.433,4.998,3,0,49.85,5,5
D001Q2,,473.43,5.456,2,1,46.33,6,4
D001Q3,,467.585,3.765,4,3,79.46,7,4
D001Q4,,458.99,2.769,6,1,90.57,7,4
D001Q5,,468.51,1.72,7,2,130.95,7,4
D001Q6,,452.551,3.098,5,2,88.1,7,4
D001Q7,,489.885,5.917,2,1,46.33,6,4
D001Q8,,453.518,4.426,7,2,89.78,6,5
D001Q9,,487.394,4.242,4,2,78.87,5,4
D001QA,,464.541,2.874,5,2,83.03,4,5
D001QB,,508.55,2.723,6,2,113.76,6,5
D001QC,,454.954,4.692,3,2,86.71,6,4
D001QD,,544.605,2.167,7,2,130.83,7,5
D001QE,,505.08,3.485,5,2,84.5,7,4
D001QF,,469.029,3.555,4,3,87.46,6,4
D001QG,,544.605,2.167,7,2,130.83,7,5
D001QH,,503.636,4.107,5,1,81.7,8,4
D001QI,,551.459,3.392,5,2,113.01,6,4
D001QJ,,489.885,5.917,2,1,46.33,6,4
D001QK,,452.986,4.451,5,2,68.18,7,4
D001QL,,480.584,3.14,6,2,77.41,7,5
D001QM,,455.002,3.382,4,3,87.46,5,4
D001QN,,450.457,3.816,5,2,68.82,6,4
D001QO,,464.541,2.874,5,2,83.03,4,5
D001QP,,491.857,4.441,3,1,55.56,4,4
D001QQ,,466.025,4.141,3,2,61.44,5,5
D001QR,,451.546,2.246,6,1,85.75,5,5
D001QS,,458.4,2.567,4,1,68.45,4,4
D001QT,,450.583,2.813,5,2,87.9,6,4
D001QU,,452.505,3.12,4,2,73.8,3,5
D001QV,,458.584,2.26,6,1,101.37,5,4
D001QW,,523.526,4.748,4,2,75.27,7,4
D001QX,,455.002,2.999,4,3,87.46,5,4
D001QY,,504.052,3.518,5,2,109.57,5,4
D001QZ,,503.577,1.688,7,2,135.13,8,4
D001R0,,552.646,2.434,6,2,137.92,7,4
D001R1,,452.986,4.491,5,2,68.18,7,4
D001R2,,452.53,3.32,6,0,69.48,5,5
D001R3,,487.579,3.935,5,0,69.64,4,6
D001R4,,465.525,3.412,5,1,80.23,5,5
D001R5,,507.541,2.728,6,1,88.82,4,6
D001R6,,462.554,1.512,7,1,90.37,4,5
D001R7,,455.942,2.648,5,1,80.76,4,5
D001R8,,453.518,2.135,7,2,89.78,6,5
D001R9,,547.519,2.966,4,2,81.75,4,5
D001RA,,469.004,4.774,4,1,64.15,6,4
D001RB,,465.395,5.123,4,1,58.12,4,5
D001RC,,496.854,4.738,3,1,63.24,5,4
D001RD,,507.476,5.772,4,2,58.95,7,5
D001RE,,453.583,2.586,6,1,86.91,8,4
D001RF,,453.587,1.915,7,2,102.6,8,4
D001RG,,489.55,1.493,7,2,135.13,7,4
D001RH,,522.491,4.643,5,2,70.15,6,5
D001RI,,484.98,3.511,4,2,95.94,6,4
D001RJ,,458.002,4.021,5,1,77.68,7,4
D001RK,,466.538,2.703,6,3,120.86,7,4
D001RL,,469.029,3.555,4,3,87.46,6,4
D001RM,,505.884,4.997,3,1,55.56,5,4
D001RN,,449.555,1.444,7,1,94.98,5,5
D001RO,,449.595,3.376,4,1,75.87,6,4
D001RP,,453.602,3.196,4,2,67.59,7,4
D001RQ,,475.014,2.693,4,2,81.75,3,5
D001RR,,457.014,4.114,4,1,64.79,6,4
D001RS,,458.965,3.611,3,3,73.47,4,4
D001RT,,453.974,4.442,6,1,85.75,4,5
D0093A,,450.913,4.215,4,2,59.59,5,4
D001RU,,453.495,2.049,6,2,118.06,6,4
D001RV,,459.403,5.295,2,1,46.33,5,4
D002HQ,,461.36,2.56,5,1,76.46,4,4
D001RW,,503.416,3.787,3,3,73.47,4,4
D001RX,,465.638,3.198,5,3,71.62,9,4
D001RY,,459.005,4.099,3,1,55.56,6,4
D001RZ,,453.989,4.453,2,2,48.13,4,5
D001S0,,471.529,2.68,5,2,89.13,7,4
D001S1,,489.595,4.274,5,2,79.26,5,5
D001S2,,454.014,4.083,3,1,66.64,5,4
D001S3,,458.53,3.336,6,2,78.05,8,4
D001S4,,449.57,3.746,3,2,57.36,5,5
D001S5,,478.568,2.613,5,2,83.03,5,5
D001S6,,477.03,2.924,6,1,82.61,5,4
D001S7,,485.003,3.464,5,2,68.18,6,5
D001S8,,458.021,4.151,3,3,53.16,7,4
D001S9,,467.013,3.019,3,2,64.68,4,5
D001SA,,468.001,2.707,6,1,85.75,5,5
D009O3,,471.439,4.355,3,1,41.57,6,4
D001SB,,463.597,3.701,3,1,52.65,5,5
D001SC,,449.57,2.812,3,2,61.44,3,5
D001SD,,513.436,3.327,6,1,77.75,6,5
D001SE,,453.558,3.154,4,2,70.67,6,4
D001SF,,460.578,2.668,4,1,86.95,4,5
D001SG,,475.014,2.693,4,2,81.75,3,5
D001SH,,488.556,3.008,4,0,74.76,4,5
D001SI,,463.582,2,7,1,94.98,6,5
D001SJ,,516.61,3.561,4,0,74.76,5,5
D001SK,,487.438,3.705,4,2,59.59,6,4
D001SL,,464.61,2.848,5,3,96.69,7,4
D001SM,,449.595,3.376,4,1,75.87,6,4
D001SN,,454.058,4.427,3,3,53.16,7,4
D001SO,,471.041,3.853,4,1,64.79,7,4
D001SP,,501.465,4.29,4,1,64.79,6,4
D001SQ,,451.546,4.537,6,1,85.75,5,5
D001SR,,477.521,3.949,7,2,126.13,5,5
D001SS,,476.621,3.821,6,1,82.61,8,4
D001ST,,505.011,3.469,4,0,74.76,4,5
D001SU,,466.538,2.703,6,3,120.86,7,4
D001SV,,527.438,3.496,4,2,73.8,4,5
D001SW,,464.61,2.919,4,3,82.7,6,4
D001SX,,464.581,4.313,3,1,58.64,5,5
D001SY,,459.525,3.382,5,0,69.64,3,6
D001SZ,,485.466,4.693,3,2,50.36,7,4
D001T0,,464.541,2.634,4,1,86.95,3,5
D001T1,,472.427,3.832,4,2,67.59,5,4
D001T2,,458.549,4.404,4,2,59.59,8,4
D001T3,,494.611,3.065,6,1,82.61,7,5
D001T4,,471.439,4.335,3,2,50.36,6,4
D001T5,,490.417,3.773,4,3,62.39,6,4
D001T6,,449.433,4.084,3,1,41.57,6,4
D001T7,,503.456,4.854,3,2,50.36,7,4
D001WR,,457.387,5.777,1,1,36.1,4,4
D001T8,,518.927,4.788,3,3,53.16,7,4
D001T9,,486.454,3.509,4,3,62.39,6,4
