Name,SMILES
,O=C(c1ccccc1)c1nccn1CC(O)CN1CCOCC1
,COc1ccc(C(=O)N2C(C)CC3CCCCC32)cc1-n1cnnn1
,Cc1noc(C2COCCN2C(=O)c2cscc2C)n1
,CCN(C(=O)c1ccc2c(c1)N(C)CC2)C(C)CS(=O)(=O)CC
,CC(NC(=O)c1noc2c1CCCCC2)c1nc(-c2ccc(F)cc2)no1
,Cc1oc(-c2cccs2)nc1CNC(C)c1ccncc1
,O=C(CN1CCCC1Cn1cccn1)N1CCc2ccccc21
,Cc1oc(-c2ccsc2)nc1CN1CCCC1Cn1cccn1
,Cc1noc(C2COCCN2C(=O)c2cccc3ncccc23)n1
,CC1Cc2cc(S(=O)(=O)N3CCOC(c4cnn(C)c4)C3)ccc2O1
,COc1cccc(CN(C)C(=O)c2ccccc2-n2ccnn2)c1
,O=C(Nc1ncccc1O)c1ccccc1-n1cccn1
,Cc1cc(CN2CCOC(C3CCCO3)C2)nc(N2CCCCC2)n1
,Cc1cc(CNC2CCCN(c3cccnc3)C2=O)ccc1-n1cncn1
,O=C(Nc1ccccc1O)C1CCCN1C(=O)Cc1ccccc1
,O=C(NCC(O)Cc1ccc(F)cc1F)C1OCCc2ccccc21
,c1ccc(Cc2nnc(N3CCC(Oc4ccncc4)C3)s2)cc1
,O=C(Nc1cnn(-c2ccccn2)c1)N1CCOC2(CCCC2)C1
,CN(CC(F)(F)F)C(=O)c1ccccc1-n1ccnn1
,Cc1ccc(S(=O)(=O)N2CCOC(c3cnn(C)c3)C2)c2cccnc12
,CCc1noc(CN(C)C(=O)c2ccccc2-n2ccnn2)n1
,O=C(c1ccon1)N1CCC(n2ccc(C(F)(F)F)n2)CC1
,Cc1ccnc(NC(=O)C2CCN(Cc3nc(C4CC4)n[nH]3)CC2)c1
,O=C(Cc1c[nH]c2ncccc12)N1CCOC(CCc2ccccc2)C1
,CCc1nnc(C2Cc3ccccc3CN2Cc2nc(C3CC3)no2)o1
,CCn1cnnc1C1CCCN(C(=O)Nc2cccc(Cl)c2C)C1
,CNC(=O)c1cccc(CCNC2CCN(c3nccs3)CC2)c1
,Cc1noc(C2COCCN2C(=O)c2coc3ccccc23)n1
,CC1(CNC2CCN(c3nccs3)CC2)CCCO1
,Cc1cc(S(=O)(=O)N2CCCCCC2c2ncon2)c(C)o1
,COc1cccc2c1CCN(C(=O)NCc1cc(C#N)ccc1F)C2
,CC(NC1CCCN(c2cnn(C)c2)C1)c1ccc(S(C)=O)cc1
,Cc1cc(C(=O)N2CCOC(CCc3ccccc3)C2)no1
,O=C(c1ccnc(OC2CCOC2)c1)N1CCC2(CCC2)C1
,COCCOc1cccc(C(=O)N2CCCCC2c2nccs2)c1
,O=C(c1ccnc(OC2CCOC2)c1)N1CCC2(CCCC2)CC1
,CCSCCC(=O)N1CCCCC1c1nc(-c2ccccc2)no1
,Cc1c(NC(=O)NCC2CC(=O)N(C3CC3)C2)cccc1N(C)C
,Cc1cccc(NC(=O)N2CCN(Cc3c(C)nn(C)c3C)CC2)n1
,CCn1cc(C2CCN(C(=O)Nc3cccc(C)n3)CC2)cn1
,CC(NCC1CCCN(c2ncccn2)C1)c1cccc(C#N)c1
,COCCN1CCN(Cc2cn(C)nc2-c2cccs2)CC1=O
,CN(C)c1cc(C(=O)N2CC3OCCN(C)C3C2)c2ccccc2n1
,O=S(=O)(CCN1CCCC1Cn1cccn1)c1ccccc1
,O=C(NCC(O)Cc1ccc(F)cc1F)c1cnn2c1CCCC2
,O=C(O)CCC1CCCN(C(=O)C2CC2c2ccc(F)cc2)C1
,O=C(c1ccccc1N1CCCC1=O)N1CCN(CCOc2ccccc2)CC1
,Cn1ccnc1CC1CCCN(Cc2cnc(C3CC3)s2)C1
,Cc1cccc(NC(=O)N2CCC(Cc3nccn3C)CC2)n1
,Cc1cccc(NC(=O)N2CCCC2c2cnn(C)c2)n1
,Cc1cccc(C(C)NC(=O)NCC2CC(=O)N(C3CC3)C2)c1C
,Cc1cc(C)n(Cc2cccc(CNC(=O)CN3CCOCC3)c2)n1
,CC1CN(C(=O)Nc2cnn(C)c2)C1c1ccccc1
,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(Cl)c(N2CCCC2=O)c1
,COCCOCCNC(=O)N1CC(C)C2CCCCC21
,CC1Cc2ccccc2N(C(=O)c2ccnc(OC3CCOC3)c2)C1
,O=C1C(NCc2cnc(C3CCCC3)s2)CCCN1c1cccnc1
,CC1CCN(Cc2cnn(C3CCS(=O)(=O)C3)c2)c2ccccc21
,Cc1c(F)cccc1S(=O)(=O)N1CCOC(c2cnn(C)c2)C1
,COc1cc(CCNC(=O)N2CCCCC2c2cn[nH]c2)ccc1F
,CC(CC(=O)NCCc1ccccc1)N1CC2CCC(N)C2C1.Cl
,CCn1cc(C2CCN(C(=O)Nc3ccncc3F)CC2)cn1
,Cc1cccc(NC(=O)N2CCCC2Cn2ccnc2C)n1
