DLiP-ID,Mol Image,MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings
D000OZ,O=C(N1CCOC2(C1)CN(C(c1ccccc1)c1ccccc1)C2)C1(Cc2ccccc2)CCS(=O)(=O)CC1,544.717,4.013,5,0,66.92,6,6
D000P0,NCC1(Cc2cccc(Cl)c2)CCN(C(=O)CC2(c3cccc(Br)c3)CCC2)CC1,489.885,5.917,2,1,46.33,6,4
D000P1,O=C(c1ccc(Br)cc1)N1CCC(NC(=O)C2(Cc3cccnc3)CCNCC2)CC1,485.426,2.624,4,2,74.33,5,4
D000P2,O=C(c1cccnc1OCC1CCC1)N1CCOC2(C1)CN(C(c1ccccc1)c1ccccc1)C2,483.612,4.826,5,0,54.9,7,6
D000P3,COc1cccc(NC(=O)NC2CCN(C(=O)CC3(c4ccccc4C)CCNCC3)CC2)c1,464.61,2.919,4,3,82.7,6,4
D000P4,O=C(c1ccc(N2CCCCC2)cn1)N1CCC2(CC1)C(=O)Nc1c(Br)cccc12,469.383,3.554,4,1,65.54,2,5
D000P5,COc1ccccc1C1(CC(=O)NCC2(c3ccccc3Cl)CCNCC2)CCNCC1,456.03,3.349,4,3,62.39,7,4
D000P6,O=C(CC1(c2ccc(F)cc2)CCNCC1)N[C@H]1CCN(Cc2ccccc2Br)C1,474.418,3.883,3,2,44.37,6,4
D000P7,O=C(CC1(c2cccc(Br)c2)CCC1)NCC1(c2ccccc2Cl)CCNCC1,475.858,5.609,2,2,41.13,6,4
D000P8,COc1cccc(CN2CC[C@@H](NC(=O)C3(Cc4ccccc4F)CCC(F)(F)CC3)C2)c1,460.54,4.983,3,1,41.57,7,4
D000QY,O=C(NC(c1ccccc1)C1CCNCC1)C1(Cc2ccc(Br)cc2)CCOCC1,471.439,4.335,3,2,50.36,6,4
D000P9,COCCCOc1cccc(F)c1NC(=O)Cn1c(C2CCOCC2)nc2cc(F)ccc21,459.493,3.016,6,1,74.61,9,4
D000PA,COc1ccc(Cn2cnc(CNC(=O)C3(Cc4cccc(OC)c4)CCS(=O)(=O)CC3)c2)cc1,497.617,3.13,7,1,99.52,9,4
D000PB,O=C(C(c1ccc(F)cc1)N1CCNCC1)N1CCC[C@H](N2Cc3cc(F)ccc3C2=O)C1,454.521,2.268,4,1,55.89,4,5
D000PC,COc1ccc(CC2(CN)CCN(C(=O)Cc3c[nH]c4c(Br)cccc34)CC2)cc1,470.411,4.004,3,2,71.35,6,4
D000PD,O=C(NCC1CCN(Cc2ccccc2Br)CC1)c1cncc(N2CCCC2)c1,457.416,4.109,4,1,48.47,6,4
D000PE,O=C(N[C@H]1CCCN(c2cnccn2)C1)C1(Cc2ccc(Br)cc2)CCOCC1,459.388,3.078,5,1,67.35,5,4
D0050Z,O=C(CC1(c2ccc(Br)cc2)CCNCC1)NC1(CC2CCC2)CCNCC1,448.449,4.212,3,3,53.16,6,4
D000PF,CN1CCN(c2cccnc2C(=O)N2CCC(CN3Cc4c(F)cccc4C3=O)CC2)CC1,451.546,2.324,5,0,59.99,4,5
D000PG,COc1ccc(Cn2nc(C)c(C(=O)N3CCC[C@@H](N4Cc5ccc(F)cc5C4=O)C3)c2C)cc1,476.552,3.855,5,0,67.67,5,5
D000PH,O=C(c1ncccc1OC1CCOCC1)N1CCC2(CC1)C(=O)Nc1cccc(Br)c12,486.366,2.629,5,1,80.76,3,5
D000PI,COc1cccc(CC2(C(=O)NC(c3cncc(Cl)c3)C3CC3)CCS(=O)(=O)CC2)c1,462.999,3.148,5,1,85.36,7,4
D000PJ,O=C(c1cnc2c(C3CCOCC3)cnn2c1)N1CCC[C@@H](N2Cc3cc(F)ccc3C2=O)C1,463.513,2.034,6,0,80.04,3,6
D000PK,O=C(Nc1cc(F)c(OCC2CCOCC2)c(F)c1)c1ccnc(OCC2CCOCC2)n1,463.481,2.765,7,1,91.8,8,4
D000PL,O=C(CC1(c2ccccc2F)CCNCC1)NC1(Cc2ccccc2Br)CCOCC1,489.429,4.35,3,2,50.36,6,4
D000PM,O=C(Nc1cc(-c2ccccc2)nn1C1CCOCC1)c1ccc2nnc(C3CCOCC3)n2c1,472.549,5.276,8,1,95.57,5,6
D000PN,O=C(Cn1c(C2CC2)nc2cc(F)ccc21)NCC1(Cc2cccc(Cl)c2)CCNCC1,454.977,4.21,4,2,58.95,7,5
D000PO,O=C(c1ccc(OCC2CCOCC2)cn1)N1CCC[C@H](N2Cc3c(F)cccc3C2=O)C1,453.514,2.62,5,0,71.97,5,5
D000PP,O=C(NCC1CCN(Cc2cccc(Br)c2)CC1)c1ccncc1N1CCCCC1,471.443,4.467,4,1,48.47,6,4
D009W5,CN1CCN(c2ncccc2NC(=O)C2(Cc3cccc(Br)c3)CCOCC2)CC1,473.415,3.184,5,1,57.7,5,4
D000PQ,O=C(CC1(c2ccccc2)CCNCC1)NCC1CCN(Cc2ccc(Br)cc2)CC1,484.482,4.275,3,2,44.37,7,4
D000PR,Cc1cccc(C2(CC(=O)N[C@@H]3CCN(Cc4ccc(Br)cc4)C3)CCNCC2)c1,470.455,4.159,3,2,44.37,6,4
D000PS,O=C(N[C@H]1CCCN(C(=O)CC2(c3cccc(Cl)c3)CCOCC2)C1)c1ccc(F)cc1,458.961,4.057,3,1,58.64,5,4
D000PT,Cc1nn(Cc2ccc(F)cc2)c(C)c1C(=O)N1CCC(CN)(c2cccc(Cl)c2)CC1,454.977,4.218,4,1,64.15,5,4
D009W6,O=C(Nc1nccn1CC1CCOCC1)C1(Cc2cccc(Br)c2)CCOCC1,462.388,3.02,5,1,65.38,6,4
D000PU,O=C(NCC1(c2ccc(Cl)cc2)CCNCC1)C1(Cc2cccc(Cl)c2)CCNCC1,460.449,4.056,3,3,53.16,6,4
D000PV,COc1cccc(C2(CNC(=O)CC3(c4cccc(Cl)c4)CCOCC3)CCNCC2)c1,457.014,3.545,4,2,59.59,7,4
D000PW,Cc1cc(C(=O)N2CCOC3(C2)CN(C(c2ccccc2)c2ccccc2)C3)n(CC2CC2)n1,456.59,3.635,5,0,50.6,6,6
D000PX,O=C(NCC1CCN(Cc2ccc(Cl)cc2)CC1)c1cnc2c(C3CCOCC3)cnn2c1,468.001,3.064,6,1,71.76,6,5
D000PY,O=C(N[C@H]1CCCN(C(=O)C2(Cc3cccc(Cl)c3)CCS(=O)(=O)CC2)C1)c1ccc(F)cc1,507.027,3.997,4,1,83.55,5,4
D000PZ,NCC1(Cc2ccccc2)CCN(C(=O)Cn2c(C3CCOCC3)nc3cc(F)ccc32)CC1,464.585,3.15,5,1,73.38,6,5
D000Q0,COc1ccccc1C1(CC(=O)N[C@@H]2CCN(Cc3ccc(Br)cc3)C2)CCC1,457.412,5.014,3,1,41.57,7,4
D000Q1,O=C(CC1(c2ccc(Br)cc2)CCNCC1)N1CCC[C@H](NC(=O)N2CCOCC2)C1,493.446,1.541,4,2,73.91,4,4
D000Q2,COc1ccc(CC2(CN)CCN(C(=O)C3(Cc4ccc(OC)cc4)CCNCC3)CC2)cc1,465.638,2.95,5,2,76.82,8,4
D0092P,COc1ccc(-c2nnc3n2CCCN3C(=O)Cn2c(C3CCOCC3)nc3cccc(F)c32)cc1,490.539,5.686,8,0,87.3,5,6
D000Q4,O=C(NCC1CCN(Cc2ccccc2Cl)CC1)c1cnn(CC2CCN(Cc3ccccc3)CC2)c1,520.121,5.144,5,1,53.4,9,5
D000Q5,O=C(CC1(c2ccc(Cl)cc2)CCNCC1)N1CCC(CN2Cc3ccc(F)cc3C2=O)CC1,484.015,3.886,3,1,52.65,5,5
D000Q6,COc1ccccc1CC1(CN)CCN(C(=O)Cc2c[nH]c3c(Br)cccc23)CC1,470.411,4.004,3,2,71.35,6,4
D000Q7,CN1CCN(c2cccnc2C(=O)NCC2CCN(Cc3ccc(Br)cc3)CC2)CC1,486.458,3.335,5,1,51.71,6,4
D000Q8,O=C(NCC1(Cc2cccc(F)c2)CCNCC1)C1(Cc2cccc(Cl)c2)CCOCC1,459.005,4.347,3,2,50.36,7,4
D000Q9,O=C(c1ccccc1OCC1CCOCC1)N1CCC2(CC1)C(=O)Nc1c(Br)cccc12,499.405,3.987,4,1,67.87,4,5
D000QA,COc1ccc(CC2(C(=O)NCC3(c4cccc(Cl)c4)CCOCC3)CCS(=O)(=O)CC2)cc1,506.064,3.681,5,1,81.7,7,4
D000QB,COc1ccccc1C(C(=O)N[C@@H]1CCN(Cc2ccc(Br)cc2)C1)N1CCNCC1,487.442,2.675,5,2,56.84,7,4
D000QC,COc1cccc(OC2CCCN(C(=O)C3(Cc4cccc(Cl)c4)CCS(=O)(=O)CC3)C2)n1,493.025,4.465,6,0,85.8,6,4
D0092Q,NC1CCN(Cc2ccc(C(=O)NC3CCN(Cc4ccccc4C(=O)O)CC3)cc2)CC1,450.583,2.666,5,3,98.9,7,4
D000QD,COc1cccc(CC2(C(=O)N3CCC(CN4Cc5c(F)cccc5C4=O)CC3)CCNCC2)c1,479.596,3.179,4,1,61.88,6,5
D000QE,O=C(CC1(c2cccc(F)c2)CCNCC1)N1CCC[C@@H](N2Cc3c(F)cccc3C2=O)C1,453.533,3.23,3,1,52.65,4,5
D000QF,CC(C)(C)c1noc(C2CCCN(C(=O)c3cnn(Cc4ccc(Br)cc4)c3)C2)n1,472.387,3.986,6,0,77.05,4,4
D000QG,COc1ccccc1C1(CC(=O)NCC2CCN(Cc3ccccc3Br)CC2)CCNCC1,514.508,4.19,4,2,53.6,8,4
D000QH,CN1CCN(c2cnccc2C(=O)NC2CCN(Cc3ccccc3Br)CC2)CC1,472.431,3.051,5,1,51.71,5,4
D000QI,O=C(N1CCC(N2Cc3ccccc3NS2(=O)=O)CC1)C1(c2cccc(F)c2)CCOCC1,473.57,2.786,4,1,78.95,3,5
D000QJ,COc1cc(C(=O)N2CCC3(CC2)C(=O)Nc2cccc(F)c23)ccc1OCC1CCOCC1,468.525,2.997,5,1,77.1,5,5
D000QK,O=C(CC1(c2ccc(Br)cc2)CCNCC1)Nc1cccc(F)c1N1CC[C@H](O)C1,476.39,3.506,4,3,64.6,5,4
D000QL,O=C(c1cncn1CC1CCC1)N1CCOC2(C1)CN(C(c1ccccc1)c1ccccc1)C2,456.59,3.692,5,0,50.6,6,6
D000QM,N[C@H]1CC[C@H](NCc2cccc(C(=O)N3CCC(NC(=O)c4cccc(F)c4)CC3)c2)CC1,452.574,3.522,4,3,87.46,6,4
D000QN,O=C(NC1(Cc2ccccc2Br)CCOCC1)c1cnc(OCC2CCC2)nc1,460.372,4.097,5,1,73.34,7,4
D000QO,COc1ccc(CC2(C(=O)N3CCC(NC(=O)Nc4cccc(OC)c4)CC3)CCNCC2)cc1,480.609,2.397,5,3,91.93,7,4
D000QP,COc1cccc(C2=NC3(CCN(C(=O)c4cnc5cc(C6CCC6)nn5c4)CC3)C(=O)N2)c1,458.522,2.176,7,1,101.19,4,6
D000QQ,COc1ccccc1C1(CC(=O)N2CCC(NC(=O)c3cccc(Cl)c3)CC2)CCNCC1,470.013,3.615,4,2,70.67,6,4
D000QR,O=C(NCC1(Cc2ccccc2Cl)CCNCC1)C1(Cc2ccccc2Br)CCOCC1,519.911,4.984,3,2,50.36,7,4
D000QS,O=C(CC1(c2cccc(Cl)c2)CCNCC1)N1CCC[C@@H](N2Cc3c(F)cccc3C2=O)C1,469.988,3.691,3,1,52.65,4,5
D000QT,CC(C)(C)c1cc2ncc(C(=O)NCC3(Cc4cccc(Br)c4)CCOCC3)cn2n1,485.426,4.058,5,1,68.52,5,4
D0092R,COc1ccc(CC2(C(=O)N3CCCC(Oc4ncncc4C)C3)CCS(=O)(=O)CC2)cc1,473.595,2.3,7,0,98.69,6,4
D000QU,COc1cccc(CC2(NC(=O)C3CCCN(c4ncnc5ccccc45)C3)CCNCC2)c1,459.594,3.781,6,2,79.38,6,5
D000QV,COc1ccc(CC2(C(=O)N[C@H]3CC[C@H](NC(=O)c4cccc(F)c4)CC3)CCNCC2)cc1,467.585,3.765,4,3,79.46,7,4
D000QW,O=C(CC1(c2cccc(Br)c2)CCNCC1)N1CCC(c2[nH]nc3ccccc23)CC1,481.438,4.808,3,2,61.02,4,5
D000QX,COc1ccc(CC2(C(=O)NCC3(c4cccc(Cl)c4)CCNCC3)CCNCC2)cc1,456.03,3.349,4,3,62.39,7,4
D000QZ,CCc1cc2ncc(C(=O)NCC3(Cc4cccc(Br)c4)CCOCC3)cn2n1,457.372,3.564,5,1,68.52,6,4
D000R0,O=C(c1cc(OCC2CCC2)ccn1)N1CCC2(CC1)C(=O)Nc1c(Br)cccc12,470.367,3.583,4,1,71.53,4,5
D000R1,CC(C)(NC(=O)CC1(c2cccc(Cl)c2)CCNCC1)c1cccc(Br)c1,449.82,4.942,2,2,41.13,5,3
D000R2,O=C(OCc1ccccc1)N1CCC(C(NC(=O)C2(Cc3ccccc3Br)CCOCC2)c2cccc(F)c2)CC1,623.563,6.405,4,1,67.87,8,5
D000R3,COc1ccccc1C(C(=O)N1CCn2c(nnc2-c2ccccc2F)C1)N1CCNCC1,450.518,4.002,7,1,75.52,5,5
D000R4,O=C(Nc1ccc(Cl)cc1)NC1CCN(C(=O)C2(Cc3ccccc3F)CCNCC2)CC1,472.992,3.35,3,3,73.47,5,4
D000R5,O=C(c1cnc(=O)n(CC2CCC2)c1)N1CCC2(CC1)C(=O)Nc1c(Br)cccc12,471.355,3.792,5,1,84.3,3,5
D000R6,O=C(c1cn(Cc2ccccc2Br)cn1)N1CCCCC1c1noc(C2CCC2)n1,470.371,4.522,6,0,77.05,5,5
D000R7,O=C(NCC1CCN(Cc2ccc(Cl)cc2)CC1)C1(Cc2cccc(Cl)c2)CCNCC1,474.476,4.721,3,2,44.37,7,4
D000R8,NCC1(Cc2ccc(Cl)cc2)CCN(C(=O)CC2(c3ccccc3Cl)CCOCC2)CC1,475.46,4.56,3,1,55.56,6,4
D000R9,COc1ccc(CC2(CN)CCN(C(=O)C3(Cc4ccccc4OC)CCOCC3)CC2)cc1,466.622,3.146,5,1,74.02,8,4
D000RA,O=C(N[C@@H]1CCN(Cc2ccc(Br)cc2)C1)C1(Cc2ccccc2Cl)CCOCC1,491.857,4.54,3,1,41.57,6,4
D000RB,O=C(c1cc(OC2CCC2)ncn1)N1CCC2(CC1)C(=O)Nc1cccc(Br)c12,457.328,2.864,5,1,84.42,3,5
D000RC,O=C(CC1(c2cccc(Br)c2)CCNCC1)NC(c1cccc(F)c1)C1CCC1,459.403,5.255,2,2,41.13,6,4
D000RD,O=C(CC1(c2ccc(Br)cc2)CCNCC1)NCc1ccc(OC2COC2)cc1,459.384,3.236,4,2,59.59,7,4
D009W8,O=C(NC1(Cc2cccc(Cl)c2)CCOCC1)C1(c2ccccc2Br)CCC1,462.815,6.027,2,1,38.33,5,4
D0075S,O=C(N1CCC2(CC1)C(=O)Nc1cccc(Cl)c12)C1(Cc2cccc(Cl)c2)CCNCC1,472.416,3.719,3,2,61.44,3,5
D000SN,CC(C)S(=O)(=O)N1CCC(NC(=O)c2cncn2-c2cccc(Br)c2)CC1,455.378,2.693,5,1,84.3,5,3
D000RE,Cc1ccc(Cn2nc(C)c(C(=O)N3CCC4(CC3)Cc3cccc(F)c3NC4=O)c2C)cc1,460.553,3.683,4,1,67.23,3,5
D000RF,O=C(CC1(c2cccc(Br)c2)CCNCC1)NC(c1ccc(Cl)cn1)C1CC1,462.819,3.984,3,2,54.02,6,4
D000RG,COc1ccccc1-n1nc(C)c(C(=O)N2CCC(CN3Cc4c(F)cccc4C3=O)CC2)c1C,476.552,3.906,5,0,67.67,5,5
D000RH,Cc1cccc(NC(=O)NC2CCN(C(=O)C(c3ccc(F)cc3)N3CCNCC3)CC2)c1,453.562,2.203,4,3,76.71,5,4
D000UE,Cc1cc(N2CCC(NC(=O)C3(c4cccc(Br)c4)CCOCC3)CC2)ncn1,459.388,3.865,5,1,67.35,4,4
D000RI,O=C(c1cnccc1OCC1CCOCC1)N1CCC2(CC1)N=C(c1ccccc1F)NC2=O,466.513,2.16,6,1,93.12,5,5
D000RJ,CC(C)(C)c1nnc(C2CCCN(C(=O)c3cnn(Cc4ccc(Br)cc4)c3)C2)o1,472.387,4.724,6,0,77.05,4,4
D000RK,COc1cccc(C2(CC(=O)NCC3(Cc4ccc(Cl)cc4)CCNCC3)CCNCC2)c1,470.057,3.905,4,3,62.39,8,4
D000RL,O=C(CC1(c2cccc(Br)c2)CCC1)NC(c1cccc(F)c1)C1CCN(C(=O)OCc2ccccc2)CC1,593.537,7.586,3,1,58.64,8,5
D000RM,O=C1c2c(F)cccc2CN1[C@H]1CC[C@H](NC(=O)C2(Cc3ccccc3F)CCC(F)(F)CC2)CC1,502.552,5.824,2,1,49.41,5,5
D000RN,O=C(c1cncc(OCC2CCOCC2)c1)N1CCC(CN2Cc3c(F)cccc3C2=O)CC1,467.541,2.726,5,0,71.97,6,5
D000RO,CN1CCN(c2cnccc2C(=O)N2CCC(N3Cc4ccccc4NS3(=O)=O)CC2)CC1,470.599,1.139,6,1,89.09,3,5
D000RP,O=C(N[C@H]1CCCN(C(=O)C2(Cc3cccc(F)c3)CCS(=O)(=O)CC2)C1)C1CCOCC1,480.602,1.674,5,1,92.78,5,4
D000RQ,COc1ccc(CC2(CN)CCN(C(=O)Cc3c[nH]c4cc(Br)ccc34)CC2)cc1,470.411,4.004,3,2,71.35,6,4
D000RR,O=C(c1ccn2c(C3CCOCC3)nnc2c1)N1CCC[C@@H](N2Cc3ccc(F)cc3C2=O)C1,463.513,4.325,6,0,80.04,3,6
D000RS,COc1ccc(CC2(C(=O)N[C@@H]3CCN(C(=O)C4CCCC4)C3)CCS(=O)(=O)CC2)cc1,462.612,2.398,5,1,92.78,6,4
D000RT,O=C(N[C@H]1CCN(Cc2ccc(Br)cc2)C1)C1(Cc2ccccc2F)CCNCC1,474.418,3.883,3,2,44.37,6,4
D000RU,NC1CCN(C(=O)c2cccc(C(=O)N[C@H]3CC[C@H](N4Cc5c(F)cccc5C4=O)CC3)c2)CC1,478.568,3.245,4,2,95.74,4,5
D000RV,O=C(NC(c1cncc(Cl)c1)C1CC1)C1(Cc2ccccc2Cl)CCS(=O)(=O)CC1,467.418,3.855,4,1,76.13,6,4
D000RW,COc1cccnc1OC1CCCN(C(=O)C2(Cc3ccccc3Cl)CCS(=O)(=O)CC2)C1,493.025,3.469,6,0,85.8,6,4
D000RX,COc1cccc(C2(CC(=O)N3CCC4(CC3)C(=O)Nc3c(Cl)cccc34)CCOCC2)c1,468.981,3.208,4,1,67.87,4,5
D000RY,Cc1ccc(C2(CC(=O)NCC3CCN(Cc4ccc(Cl)cc4)CC3)CCNCC2)cc1,454.058,4.536,3,2,44.37,7,4
D0092S,O=C(NCC1CCN(Cc2ccc(Br)cc2)CC1)c1ncccc1OC1CCC1,458.4,4.179,4,1,54.46,7,4
D000RZ,COc1ccc(CC2(C(=O)N[C@H]3CC[C@H](NC(=O)c4ccccn4)CC3)CCS(=O)(=O)CC2)cc1,499.633,2.577,6,2,114.46,7,4
D000S0,CC(=O)N1CCC(n2nc(C)cc2NC(=O)c2cnc3cc(C4CCOCC4)nn3c2)CC1,451.531,1.14,8,1,106.65,4,5
D000S1,O=C1c2cccc(F)c2CN1CC1CCN(C(=O)C2(Cc3cccc(F)c3)CCNCC2)CC1,467.56,3.425,3,1,52.65,5,5
D000S2,COc1ccccc1C(C(=O)NCC1(Cc2ccc(Cl)cc2)CCNCC1)N1CCNCC1,471.045,2.943,5,3,65.63,8,4
D000S3,CCC(CC)N1CCC(NC(=O)C2(Cc3ccc(Br)cc3)CCOCC2)CC1,451.449,4.165,3,1,41.57,7,3
D000S4,CC(C)CC1(C(=O)N2CCC(N3Cc4cc(F)ccc4C3=O)CC2)CCS(=O)(=O)CC1,450.576,3.406,4,0,74.76,4,4
D000S5,O=C(c1cc(OC2CCOCC2)ccn1)N1CCC(NS(=O)(=O)c2ccccc2F)CC1,463.531,2.039,6,1,97.83,6,4
D0010A,NC1CCN(c2ccccc2NC(=O)C2(c3ccc(Br)cc3)CCOCC2)CC1,458.4,4.093,4,2,67.59,4,4
D000S6,O=C(C1CCCCC1)N1CCC(NC(=O)C2(Cc3cccc(Cl)c3)CCS(=O)(=O)CC2)CC1,495.085,4.032,4,1,83.55,5,4
D000S7,O=C(N1CCC(Oc2ccc(F)cn2)CC1)C1(Cc2ccc(Cl)cc2)CCS(=O)(=O)CC1,480.989,3.983,5,0,76.57,5,4
D000S8,O=C(NC1CCN(C(=O)CC2(c3ccc(Br)cc3)CCOCC2)CC1)c1cccc(F)c1,503.412,4.233,3,1,58.64,5,4
D000S9,COc1ccc(F)cc1CN1CCC(NC(=O)CC2(c3ccc(Br)cc3)CCC2)CC1,489.429,5.533,3,1,41.57,7,4
D000SA,Cc1ccccc1C1(CC(=O)N2CCC(NC(=O)Nc3cccc(Br)c3)CC2)CCC1,484.438,5.179,2,2,61.44,5,4
D000SB,O=C(NC1CCN(C(=O)Cc2ncccc2C(F)F)CC1)c1ccccc1Br,452.299,3.379,3,1,62.3,5,3
D000T6,NC1CCN(C(=O)c2ccc(C(=O)N[C@H]3CCN(Cc4cccc(Br)c4)C3)cc2)CC1,485.426,3.287,4,2,78.67,5,4
D0013B,O=C(c1cn(-c2cccc(Br)c2)cn1)N1CCC(N2CCCCS2(=O)=O)CC1,467.389,2.932,5,0,75.51,3,4
D000SC,O=C(Nc1cccc(F)c1)NC1CCN(C(=O)C2CCN(c3ncnc4ccccc34)CC2)CC1,476.556,3.399,5,2,90.46,4,5
D000SD,COc1ccc(S(=O)(=O)NC2CCN(C(=O)c3cc(F)c(OC4CCC4)c(F)c3)CC2)cc1,480.533,3.826,5,1,84.94,7,4
D000SE,COc1ccccc1C1(CC(=O)N2CCC(NC(=O)Nc3ccc(F)cc3)CC2)CCOCC1,469.557,2.839,4,2,79.9,6,4
D000SF,O=C(NC1CCN(Cc2ccccc2Br)CC1)C1CCCN(c2ncccn2)C1,458.404,3.396,5,1,61.36,5,4
D0092T,O=C(N[C@@H]1CCCN(C(=O)CC2(c3ccc(Br)cc3)CCOCC2)C1)C1CCC1,463.416,3.13,3,1,58.64,5,4
D000SG,COc1ccc(CC2(C(=O)N3CCC(NC(=O)c4ccc(Br)cc4)CC3)CCS(=O)(=O)CC2)cc1,563.514,3.927,5,1,92.78,6,4
D000SH,COc1ccc(F)cc1CN1CCC(NC(=O)C2(Cc3ccccc3OC)CCS(=O)(=O)CC2)CC1,518.651,3.409,6,1,84.94,8,4
D000SI,O=C(c1ccc(OCC2CCOCC2)cc1)N1CCC(NS(=O)(=O)c2ccc(Br)cc2)CC1,537.476,4.034,5,1,84.94,7,4
D000SJ,O=C(NC1CCN(C(=O)C2(Cc3cccc(F)c3)CCS(=O)(=O)CC2)CC1)c1ccc(F)cc1,490.572,3.536,4,1,83.55,5,4
D000SK,O=C(Nc1ccccc1Br)NC1CCN(C(=O)Cn2c(C3CC3)nc3cc(F)ccc32)CC1,514.399,3.585,4,2,79.26,5,5
D000SL,COc1cccc(CC2(C(=O)N3CCC(NC(=O)Nc4cccc(Br)c4)CC3)CCC2)c1,500.437,4.235,3,2,70.67,6,4
D000SM,O=C(C1CCC1)N1CCC(NC(=O)C2(Cc3ccc(Cl)cc3)CCS(=O)(=O)CC2)CC1,467.031,2.894,4,1,83.55,5,4
D000SO,O=C(NC1CCN(Cc2ccc(O)cc2)CC1)C1(Cc2ccc(F)cc2)CCC(F)(F)CC1,460.54,5.02,3,2,52.57,6,4
D000SP,CC(C)(C)C(=O)NC1CCN(C(=O)C2(Cc3ccc(F)cc3)CCS(=O)(=O)CC2)CC1,452.592,2.405,4,1,83.55,4,3
D000SQ,O=C(NC1CCCCC1)NC1CCN(C(=O)Cc2c[nH]c3cc(Br)ccc23)CC1,461.404,3.798,2,3,77.23,4,4
D000SR,O=C(NC1CCN(C(=O)C2CCCN(c3ncnc4ccccc34)C2)CC1)c1cccc(Cl)c1,477.996,4.371,5,1,78.43,4,5
D000SS,COc1ccccc1CC1(C(=O)N2CCN(c3ccnc(C)c3)CC2)CCS(=O)(=O)CC1,457.596,2.363,6,0,79.81,5,4
D000ST,COc1ccc(F)cc1CN1CCC(NC(=O)CC2(c3ccccc3OC)CCOCC2)CC1,470.585,3.469,5,1,60.03,8,4
D000SU,O=C(Nc1ccc(Cl)cc1)NC1CCN(C(=O)Cn2c(C3CC3)nc3ccc(F)cc32)CC1,469.948,3.409,4,2,79.26,5,5
D000SV,COc1ccc(C2(CC(=O)N3CCC(N4Cc5cc(F)ccc5C4=O)CC3)CCOCC2)cc1,466.553,3.18,4,0,59.08,5,5
D000SW,N[C@@H]1CCN(c2ccc(NC(=O)CC3(c4cccc(Br)c4)CCNCC3)cn2)C1,458.404,2.754,5,3,83.28,5,4
D000SX,O=C(NC1CCN(Cc2ccc(Br)cc2)CC1)c1nccc(OC2CCOCC2)n1,475.387,3.123,6,1,76.58,6,4
D000SY,N[C@@H]1CCN(c2ccc(F)cc2NC(=O)CC2(c3ccc(Br)cc3)CCNCC2)C1,475.406,3.439,4,3,70.39,5,4
D000SZ,COc1ccc(C2(NC(=O)C3(Cc4cccc(OC)c4)CCS(=O)(=O)CC3)CCNCC2)cc1,486.634,2.762,6,2,93.73,7,4
D00A7N,O=C(N1CC2(C1)NCCCNC2=O)C1(Cc2ccccc2Br)CCOCC1,436.35,1.255,4,2,70.67,3,4
D000T0,Cc1ccc(C2(CC(=O)N3CCC(N4Cc5ccccc5NS4(=O)=O)CC3)CCNCC2)cc1,482.65,2.605,4,2,81.75,4,5
D0098X,COc1cccc(C2(CC(=O)N[C@H]3CCN(Cc4ccccc4Br)C3)CCNCC2)c1,486.454,3.637,4,2,53.6,7,4
D000T1,COc1ccc(Cn2nc(C)c(C(=O)N3CCC(CN)(Cc4ccc(OC)cc4)CC3)c2C)cc1,476.621,3.821,6,1,82.61,8,4
D000T2,Cc1cccc(CN2CC[C@H](NC(=O)C3(Cc4ccc(Br)cc4)CCOCC3)C2)c1,471.439,4.355,3,1,41.57,6,4
D000T3,O=C(Cn1c(C2CCC2)nc2c(F)cccc21)NC1CCN(C(=O)c2ccc(C(=O)O)cc2)CC1,478.524,3.482,5,2,104.53,6,5
D000T4,Cc1nn(Cc2cccnc2)c(C)c1C(=O)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,457.622,3.716,5,0,54.26,5,5
D000T5,COc1cccc(C2(C(=O)N3CCC(CN4Cc5c(F)cccc5C4=O)CC3)CCOCC2)n1,467.541,3.201,5,0,71.97,5,5
D000T7,O=C(N1CCC[C@H](N2Cc3ccccc3NS2(=O)=O)C1)C1(Cc2cccnc2)CCNCC1,469.611,0.916,5,2,94.64,4,5
D000T8,NC1CCN(C(=O)c2cccc(C(=O)N3CCC(NS(=O)(=O)c4cccc(F)c4)CC3)c2)CC1,488.585,2.248,5,2,112.81,5,4
D000T9,O=C(CC1(c2ccc(Cl)cc2)CCNCC1)N1CCC2(CC1)N=C(c1ccccc1)NC2=O,464.997,3.159,4,2,73.8,4,5
D000TA,COc1cccc(C2(CC(=O)N3CCC(N4Cc5ccccc5NS4(=O)=O)CC3)CCNCC2)c1,498.649,2.083,5,2,90.98,5,5
D000TB,CC(C)(C)c1nnc2cc(C(=O)Nc3cc(-c4ccccc4)nn3CC3CCOCC3)ccn12,458.566,6.202,7,1,86.34,5,5
D000TC,O=C(NC1CCNCC1)c1cccc(C(=O)N[C@@H]2CCN(Cc3ccccc3Br)C2)c1,485.426,3.535,4,3,73.47,6,4
D000TD,NCC1(Cc2ccc(Cl)cc2)CCN(C(=O)c2cccc(C(=O)N3CCC(N)CC3)c2)CC1,469.029,3.307,4,2,92.66,5,4
