DLiP-ID,Mol Image,MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings
D00A05,O=C(Nc1c(F)cccc1O[C@H]1CCNC1)c1cccc(S(=O)(=O)NC2CCNCC2)c1,462.547,1.874,6,4,108.56,7,4
D00A0B,O=C1CCN(C(=O)C2(c3ccccc3)CCS(=O)(=O)CC2)CC2(CCNC2)N1,405.52,0.628,5,2,95.58,2,4
D00A01,COc1cccc(Cn2nc(C)c(C(=O)N3CCC4(CN(C(=O)CC5(C)CCOCC5)CCC(=O)N4)C3)c2C)c1,551.688,2.029,7,1,106,6,5
D00A02,COc1ccnc(C2(C(=O)N3CCC(=O)NC4(CCN(C(=O)CC5(c6cccc(Br)c6)CCOCC5)C4)C3)CC2)c1,625.564,2.118,6,1,101.07,6,6
D00AF9,O=C(c1cncn1Cc1cccc(Br)c1)N(Cc1ccccc1Br)C1COC1,505.21,4.479,4,0,47.36,6,4
D00A06,O=C1CCN(C(=O)C2(c3ccc(Br)cc3)CCOCC2)CC2(CCN(C(=O)c3cc(NC4CCOCC4)ncn3)C2)N1,641.567,1.754,8,2,125.99,5,6
D00A07,COc1ccccc1CC1(C(=O)N2CCC3(CCNC3)NC(=O)C2)CCOCC1,401.507,0.542,5,2,79.9,4,4
D00A08,COc1ccccc1CC1(C(=O)N2CCC3(CCNC3)NC(=O)C2)CCNCC1,400.523,0.346,5,3,82.7,4,4
D00A09,O=C1CCN(C(=O)c2cn(Cc3ccccc3Br)cn2)CC2(CCNC2)N1,432.322,1.558,5,2,79.26,3,4
D00A0A,O=C1CN(C(=O)c2ccc3nnc(-c4ccc(F)cc4)n3c2)CCC2(CCNC2)N1,408.437,3.546,6,2,91.63,2,5
D00A0X,COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccnn2-c2ccc(Br)cc2)cc1,506.282,5.373,6,1,73.97,5,4
D00A0C,O=C1CCN(C(=O)C2(c3ccc(Br)cc3)CCOCC2)CC2(CCN(C(=O)c3ccnc(NC4CCOCC4)c3)C2)N1,640.579,2.706,7,2,113.1,5,6
D00A0D,COc1ccccc1-n1nc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(Br)c4)CCC2)CCC(=O)N3)cc1C,620.548,4.2,6,1,96.77,5,6
D00A0E,COc1ccccc1C1(CC(=O)N2CCC(=O)NC3(CCNC3)C2)CCOCC1,401.507,0.342,5,2,79.9,4,4
D00A0F,O=C1CCN(C(=O)c2nccn2Cc2cccc(Br)c2)CC2(CCNC2)N1,432.322,1.247,5,2,79.26,3,4
D00A0G,O=C1CN(C(=O)c2ccc3nnc(-c4ccccc4F)n3c2)CCC2(CCNC2)N1,408.437,3.546,6,2,91.63,2,5
D00A0H,O=C(NC1CCN(Cc2ccccc2C(=O)O)CC1)c1ccc(S(=O)(=O)NC2CCNCC2)cc1,500.621,2.154,6,4,127.84,8,4
D00A0J,O=C1CN(C(=O)C2(Cc3ccccc3Cl)CCS(=O)(=O)CC2)CCC2(CCNC2)N1,453.992,1.189,5,2,95.58,3,4
D00A0K,O=C1CN(C(=O)C2(Cc3ccccc3F)CCC(F)(F)CC2)CCC2(CCNC2)N1,423.479,2.575,3,2,61.44,3,4
D00A0N,O=C(c1ccc(S(=O)(=O)NC2CCNCC2)cc1)N1CCCC(c2c[nH]c3c(F)cccc23)C1,484.597,3.088,4,3,94.3,5,5
D00A0O,O=C1CCN(C(=O)C2(c3cccc(Br)c3)CCOCC2)CC2(CCNC2)N1,436.35,1.486,4,2,70.67,2,4
D00A0P,O=C1CN(C(=O)C2(Cc3ccccc3Br)CCOCC2)CCC2(CCNC2)N1,450.377,1.425,4,2,70.67,3,4
D00A0V,O=C(Nc1ccccc1O[C@@H]1CCNC1)C1(Cc2ccccc2Cl)CCS(=O)(=O)CC1,462.999,3.214,5,2,84.5,6,4
D00A0W,COc1ccccc1CC1(C(=O)N2CCC3(CCNC3)NC(=O)C2)CCS(=O)(=O)CC1,449.573,0.482,6,2,104.81,4,4
D00A0Y,O=C1CCN(C(=O)C2(c3ccc(Br)cc3)CCOCC2)CC2(CCN(C(=O)c3cc(NC4CCOCC4)ccn3)C2)N1,640.579,2.067,7,2,113.1,5,6
D00A0Z,O=C(CC1(c2cccc(Br)c2)CCOCC1)Nc1cccnc1O[C@H]1CCNC1,460.372,2.926,5,2,72.48,6,4
D00A13,CC(C)(C)c1nnc2ccc(C(=O)N3CCC4(C3)CN(C(=O)C3(c5cccc(C(F)(F)F)c5)CCOCC3)CCC(=O)N4)cn12,626.68,5.094,7,1,109.14,3,6
D00A14,O=C(c1cncn1Cc1ccccc1Br)N1CC2(C1)NCCCNC2=O,418.295,1.277,5,2,79.26,3,4
D00A16,O=C1CN(C(=O)CC2(c3ccccc3C(F)(F)F)CCOCC2)CCC2(CCNC2)N1,439.478,1.552,4,2,70.67,3,4
D00A17,O=C1CN(C(=O)C2(c3cccc(C(F)(F)F)c3)CCOCC2)CCC2(CCNC2)N1,425.451,1.813,4,2,70.67,2,4
D00A18,O=C1CN(C(=O)c2cncn2Cc2cccc(C(F)(F)F)c2)CCC2(CCNC2)N1,421.423,1.574,5,2,79.26,3,4
D00A19,O=C(CC1(c2cccc(Br)c2)CCNCC1)NCC1(c2ccccc2Cl)CCNCC1,504.9,4.232,3,3,53.16,6,4
D00A1A,O=C1CN(C(=O)C2(Cc3cccc(C(F)(F)F)c3)CCOCC2)CCC2(CCNC2)N1,439.478,1.552,4,2,70.67,3,4
D00A1C,Cc1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(Br)c4)CCC2)CCC(=O)N3)nn1-c1ccncc1,591.51,3.033,6,1,100.43,4,6
D00A1D,COc1ccccc1C1(CC(=O)N2CCC(=O)NC3(CCNC3)C2)CCC(F)(F)CC1,435.515,2.129,4,2,70.67,4,4
D00A1E,O=C1CCN(C(=O)CC2(c3cccc(C(F)(F)F)c3)CCOCC2)CC2(CCNC2)N1,439.478,1.352,4,2,70.67,3,4
D00A1F,O=C1CCN(C(=O)CC2(c3ccccc3F)CCC(F)(F)CC2)CC2(CCNC2)N1,423.479,2.375,3,2,61.44,3,4
D00A1G,COCCOc1cccc(F)c1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,465.363,3.426,4,2,59.59,8,3
D00A1J,O=C1CN(C(=O)c2cc(C(F)(F)F)nn2Cc2cccnc2)CCC2(CCNC2)N1,422.411,0.608,6,2,92.15,3,4
D00A1K,O=C1CN(C(=O)c2cncn2-c2ccccc2C(F)(F)F)CCC2(CCNC2)N1,407.396,1.43,5,2,79.26,2,4
D00A1L,O=C(CC1(c2cccc(Br)c2)CCNCC1)NCc1ccc(OC2COC2)cc1,459.384,3.236,4,2,59.59,7,4
D00A1M,CC(C)COc1c(F)cccc1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,463.391,4.694,3,2,50.36,7,3
D00A1N,Cc1cnn(C2CCOCC2)c1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,461.404,3.141,5,2,68.18,5,4
D00A28,O=C1CN(C(=O)CC2(c3cccc(C(F)(F)F)c3)CCC2)CCC2(CCNC2)N1,409.452,2.733,3,2,61.44,3,4
D00A1O,Cc1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(Br)c4)CCC2)CCC(=O)N3)nn1-c1ccc(F)cc1,608.512,4.446,5,1,87.54,4,6
D00A1P,CCn1cncc1C(=O)N1CCC(=O)NC2(CCN(C(=O)c3c(C)nn(Cc4cccc(OC)c4)c3C)C2)C1,533.633,1.442,8,1,114.59,6,5
D00A1Q,O=C1CCN(C(=O)c2cn(Cc3ccc(F)cc3)cn2)CC2(CCN(C(=O)C3(c4cccc(Br)c4)CCC3)C2)N1,608.512,4.429,5,1,87.54,5,6
D00A1R,O=C1CCN(C(=O)C2(Cc3ccccc3C(F)(F)F)CCOCC2)CC2(CCNC2)N1,439.478,1.352,4,2,70.67,3,4
D00A1S,O=C1CN(C(=O)CC2(c3ccccc3C(F)(F)F)CCC(F)(F)CC2)CCC2(CCNC2)N1,473.486,3.339,3,2,61.44,3,4
D00A1T,COc1cccc(Cn2nc(C)c(C(=O)N3CCC4(CN(C(=O)c5ccnc(OC(F)F)c5)CCC(=O)N4)C3)c2C)c1,582.608,2.867,8,1,118.89,7,5
D00A1U,COc1ccc(C2(CNC(=O)CC3(c4cccc(Br)c4)CCNCC3)CC2)nc1,458.4,2.748,4,2,63.25,7,4
D00A1V,O=C1CCN(C(=O)CC2(c3ccccc3Cl)CCC(F)(F)CC2)CC2(CCNC2)N1,439.934,2.836,3,2,61.44,3,4
D00A1W,O=C1CCN(C(=O)c2cn(Cc3ccccc3)cn2)CC2(CCN(C(=O)C3(c4cccc(Br)c4)CCC3)C2)N1,590.522,4.268,5,1,87.54,5,6
D00A1X,COc1cccc(Cn2nc(C)c(C(=O)N3CCC4(CN(C(=O)c5ccnc(OC(F)(F)F)c5)CCC(=O)N4)C3)c2C)c1,600.598,3.405,8,1,118.89,6,5
D00A1Y,O=C(CC1(c2cccc(Br)c2)CCNCC1)NCC1(c2ccc(F)cc2)CCNCC1,488.445,3.771,3,3,53.16,6,4
D00A1Z,COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)N(Cc2ccc(Br)cc2)C2COC2)cc1,510.31,4.663,5,0,56.59,6,4
D00A20,O=C(CC1(c2cccc(Br)c2)CCNCC1)NCc1ccc(N2CCCCS2(=O)=O)cc1,520.493,4.048,4,2,78.51,6,4
D00A21,O=C(CC1(c2cccc(Br)c2)CCNCC1)NCc1ccnc(N2CCS(=O)(=O)CC2)c1,521.481,3.029,6,2,91.4,6,4
D00A22,CC(C)Oc1ccc(F)cc1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,449.364,4.499,3,2,50.36,6,3
D00A23,O=C(CC1(c2cccc(Br)c2)CCNCC1)Nc1cccc(F)c1OC1CCNCC1,490.417,3.773,4,3,62.39,6,4
D00A24,O=C(CC1(c2cccc(Br)c2)CCNCC1)NCc1cc2n(n1)CC1(CCC1)CO2,473.415,4.187,5,2,68.18,5,5
D00A25,COc1cccc(Cn2nc(C)c(C(=O)N3CCC4(C3)CN(C(=O)c3cncn3Cc3ccccn3)CCC(=O)N4)c2C)c1,596.692,1.566,9,1,127.48,7,6
D00A26,CC(C)(C)COc1cccc(F)c1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,477.418,5.089,3,2,50.36,6,3
D00A27,CC(C)COc1ccc(F)cc1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,463.391,4.694,3,2,50.36,7,3
D00A29,CC(=O)N1CCC(Cn2ncc(C)c2NC(=O)CC2(c3cccc(Br)c3)CCNCC2)CC1,516.484,3.168,5,2,79.26,6,4
D00A2A,COCCOc1ccc(F)cc1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,465.363,3.426,4,2,59.59,8,3
D00A2B,O=C1CCN(C(=O)CC2(c3ccccc3C(F)(F)F)CCOCC2)CC2(CCNC2)N1,439.478,1.352,4,2,70.67,3,4
D00A2C,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCNC2)N1,425.451,1.613,4,2,70.67,2,4
D00A2D,CC(=O)N1CCC(n2nccc2NC(=O)CC2(c3cccc(Br)c3)CCNCC2)CC1,488.43,2.792,5,2,79.26,5,4
D00A2H,CC1(C)Cc2cccc(NC(=O)CC3(c4cccc(Br)c4)CCNCC3)c2NC1=O,470.411,2.964,3,3,70.23,4,4
D00A2I,CN1Cc2cccc(NC(=O)CC3(c4cccc(Br)c4)CCNCC3)c2NC1=O,457.372,2.264,3,3,73.47,4,4
D00A2J,O=C(CC1(c2cccc(Br)c2)CCNCC1)Nc1cccc(F)c1N1CCCC1,460.391,4.536,3,2,44.37,5,4
D00A4F,O=C(c1cc(C(F)(F)F)nn1Cc1cccnc1)N1CC2(C1)NCCCNC2=O,408.384,0.438,6,2,92.15,3,4
D00A2K,CC1(C)Cc2c(NC(=O)CC3(c4cccc(Br)c4)CCNCC3)cccc2NC1=O,470.411,2.964,3,3,70.23,4,4
D00AO8,O=C(N1CCC2(C1)NCCCNC2=O)C1(Cc2ccccc2Cl)CCOCC1,405.926,1.437,4,2,70.67,3,4
D00A3E,O=C(CC1(c2ccccc2C(F)(F)F)CCOCC1)N1CC2(C1)NCCCNC2=O,425.451,1.382,4,2,70.67,3,4
D00A2M,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cncc(OCC(F)(F)F)c3)C2)N1,628.57,3.446,6,1,101.07,5,5
D00A2N,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(CC4CCOCC4)c3)C2)N1,617.669,2.399,7,1,106,5,6
D00A2O,O=C1CCN(C(=O)CC2(c3ccccc3)CC2)CC2(CCN(C(=O)CC3(c4cccc(Br)c4)CC3)C2)N1,564.524,4.139,3,1,69.72,6,6
D00A4L,O=C(CC1(c2ccccc2C(F)(F)F)CCC(F)(F)CC1)N1CC2(C1)NCCCNC2=O,459.459,3.169,3,2,61.44,3,4
D00A30,O=C1NCCCNC12CN(C(=O)C1(c3ccccc3Br)CCOCC1)C2,422.323,1.516,4,2,70.67,2,4
D00A2P,O=C1CCN(C(=O)C2(c3cccc(C(F)(F)F)c3)CCOCC2)CC2(CCN(C(=O)c3ccnc(OC4CCC4)n3)C2)N1,601.626,2.698,7,1,113.96,5,6
D00A4C,O=C(N1CC2(C1)NCCCNC2=O)C1(Cc2ccccc2C(F)(F)F)CCS(=O)(=O)CC1,473.517,1.322,5,2,95.58,3,4
D00A2Q,COc1cccc(C2(CC(=O)N3CCC(=O)NC4(CCN(C(=O)CC5(c6cccc(Br)c6)CC5)C4)C3)CC2)c1,594.55,4.054,4,1,78.95,7,6
D00A2R,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4cccnc4)c3)C2)N1,610.637,2.309,7,1,109.66,5,6
D00A3T,CC(C)(C)COc1c(F)cccc1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,477.418,5.089,3,2,50.36,6,3
D00A2S,COc1ccccc1-n1nc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4ccc(C(F)(F)F)cc4)CCOCC2)CCC(=O)N3)cc1C,639.675,3.568,7,1,106,5,6
D00A2T,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cncc(OCC4CC4)c3)C2)N1,600.638,2.759,6,1,101.07,6,6
D00A2U,O=C1CCN(C(=O)C2(c3cccc(C(F)(F)F)c3)CCOCC2)CC2(CCN(C(=O)c3ccn(CC(F)(F)F)n3)C2)N1,601.548,3.276,6,1,96.77,4,5
D00A2V,CC1(C)COc2cc(C(=O)N3CCC4(C3)CN(C(=O)C3(c5cccc(C(F)(F)F)c5)CCOCC3)CCC(=O)N4)nn2C1,603.642,3.595,7,1,106,3,6
D00A2W,COc1ccccc1C1(CC(=O)N2CCC(=O)NC3(CCN(C(=O)CC4(c5cccc(Br)c5)CC4)C3)C2)CC1,594.55,4.054,4,1,78.95,7,6
D00A2X,O=C1CCN(C(=O)CC2(c3cccc(Br)c3)CC2)CC2(CCN(C(=O)c3cnc(=O)n(CC4CCOCC4)c3)C2)N1,626.552,3.091,7,1,113.84,6,6
D00A2Y,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cn(Cc4ccc(Cl)cc4)cn3)C2)N1,644.094,4.258,6,1,96.77,5,6
D00A2Z,COc1ccc(Cn2cnc(C(=O)N3CCC4(C3)CN(C(=O)C3(c5ccc(C(F)(F)F)cc5)CCOCC3)CCC(=O)N4)c2)cc1,639.675,3.551,7,1,106,6,6
D00A3U,O=C1CCN(C(=O)C2(c3cccc(C(F)(F)F)c3)CCOCC2)CC2(CCN(C(=O)c3cnn(C4CCC4)c3)C2)N1,573.616,2.752,6,1,96.77,4,6
D00A31,COc1ccc(Cn2cc(C(=O)N3CCC4(C3)CN(C(=O)C3(c5ccc(C(F)(F)F)cc5)CCOCC3)CCC(=O)N4)cn2)cc1,639.675,3.476,7,1,106,6,6
D00A32,COc1cccc(Cn2cnc(C(=O)N3CCC4(C3)CN(C(=O)C3(c5ccc(C(F)(F)F)cc5)CCOCC3)CCC(=O)N4)c2)c1,639.675,3.551,7,1,106,6,6
D00A33,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(CC4CCC4)c3)C2)N1,587.643,3.158,6,1,96.77,5,6
D00A34,CC(C)(CC(=O)N1CCC(=O)NC2(CCN(C(=O)CC3(c4cccc(Br)c4)CC3)C2)C1)c1cccc(Br)c1,645.436,5.277,3,1,69.72,6,5
D00A35,Cc1cc2nc(C(=O)N3CCC4(C3)CN(C(=O)C3(c5cccc(C(F)(F)F)c5)CCOCC3)CCC(=O)N4)cn2cn1,584.599,3.007,7,1,109.14,3,6
D00A36,COc1ccccc1Cn1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(C(F)(F)F)c4)CCOCC2)CCC(=O)N3)cn1,639.675,3.476,7,1,106,6,6
D00A37,O=C1CCN(C(=O)C2(c3cccc(C(F)(F)F)c3)CCOCC2)CC2(CCN(C(=O)c3cc(OC4COC4)ccn3)C2)N1,602.61,1.747,7,1,110.3,5,6
D00A39,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4ccccn4)c3)C2)N1,610.637,2.398,7,1,109.66,5,6
D00A3A,Cc1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4ccc(C(F)(F)F)cc4)CCOCC2)CCC(=O)N3)nn1C1CCOCC1,617.669,2.44,7,1,106,4,6
D00A3B,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cncc(OCC4CCOCC4)c3)C2)N1,644.691,2.569,7,1,110.3,6,6
D00A3C,Cc1nn(CC2CCOCC2)c(C)c1C(=O)N1CCC2(C1)CN(C(=O)C1(c3ccc(C(F)(F)F)cc3)CCOCC1)CCC(=O)N2,645.723,2.816,7,1,106,5,6
D00A3D,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3ccc(OC4CCOCC4)cn3)C2)N1,630.664,2.463,7,1,110.3,5,6
D00A3F,O=C1CCN(C(=O)C2(Cc3cccc(F)c3)CC2)CC2(CCN(C(=O)CC3(c4cccc(Br)c4)CC3)C2)N1,582.514,3.878,3,1,69.72,6,6
D00A3G,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cc(NC4CCOCC4)ccn3)C2)N1,629.68,2.194,7,2,113.1,5,6
D00A44,O=C1CCN(C(=O)CC2(c3ccccc3)CCC(F)(F)CC2)CC2(CCNC2)N1,405.489,2.214,3,2,61.44,3,4
D00A3H,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4ccncc4)c3)C2)N1,610.637,2.309,7,1,109.66,5,6
D00A3I,O=C(c1ccc(OC2CCOCC2)c(C(F)(F)F)c1)N1CC2(C1)NCCCNC2=O,427.423,1.705,5,2,79.9,3,4
D00A3J,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3ccnc(OC4CCC4)c3)C2)N1,600.638,3.65,6,1,101.07,5,6
D00A3Y,O=C(CC1(c2cccc(Br)c2)CCNCC1)Nc1cc(F)ccc1O[C@@H]1CCNC1,476.39,3.415,4,3,62.39,6,4
D00A3K,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3ccnc(Oc4cccnc4)c3)C2)N1,623.632,3.063,7,1,113.96,5,6
D00A3L,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cc(NC4CCOCC4)ncn3)C2)N1,630.668,1.881,8,2,125.99,5,6
D00A3M,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4ccccc4F)c3)C2)N1,627.639,3.722,6,1,96.77,5,6
D00A3N,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4cccc(F)c4)c3)C2)N1,627.639,3.722,6,1,96.77,5,6
D00A3O,COc1cccc(Cn2cc(C(=O)N3CCC4(C3)CN(C(=O)C3(c5ccc(C(F)(F)F)cc5)CCOCC3)CCC(=O)N4)cn2)c1,639.675,3.476,7,1,106,6,6
D00A3P,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cncc(OCC4CCC4)c3)C2)N1,614.665,3.328,6,1,101.07,6,6
D00A3Q,O=C1CCN(C(=O)CC2(c3cccc(F)c3)CC2)CC2(CCN(C(=O)CC3(c4cccc(Br)c4)CC3)C2)N1,582.514,4.3,3,1,69.72,6,6
D00A3R,Cc1cccc(C(C)(C)CC(=O)N2CCC(=O)NC3(CCN(C(=O)CC4(c5cccc(Br)c5)CC4)C3)C2)c1,580.567,4.916,3,1,69.72,6,5
D00A3S,COc1ccccc1Cn1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4ccc(C(F)(F)F)cc4)CCOCC2)CCC(=O)N3)cn1,639.675,3.476,7,1,106,6,6
D00A3V,Cc1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(Br)c4)CCC2)CCC(=O)N3)nn1CC(F)(F)F,596.448,4.144,5,1,87.54,4,5
D00A3W,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3ccnc(Nc4cccnc4)c3)C2)N1,622.648,2.794,7,2,116.76,5,6
D00A3X,O=C1CCN(C(=O)CC2(c3ccccc3C(F)(F)F)CCC(F)(F)CC2)CC2(CCNC2)N1,473.486,3.139,3,2,61.44,3,4
D00A3Z,O=C1CCN(C(=O)C2(c3ccc(Br)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4ccccn4)c3)C2)N1,621.536,2.271,7,1,109.66,5,6
D00A40,O=C1CCN(C(=O)C2(c3ccc(Br)cc3)CCOCC2)CC2(CCN(C(=O)c3ccnc(Oc4cccnc4)c3)C2)N1,634.531,2.936,7,1,113.96,5,6
D00A41,O=C1CCN(C(=O)C2(c3ccc(Br)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4cccc(F)c4)c3)C2)N1,638.538,3.595,6,1,96.77,5,6
D00A42,O=C1CCN(C(=O)CC2(c3ccc(Br)cc3)CC2)CC2(CCNC2)N1,406.324,1.837,3,2,61.44,3,4
D00A43,Cc1cccc(C2(CC(=O)N3CCC(=O)NC4(CCNC4)C3)CCC(F)(F)CC2)c1,419.516,2.651,3,2,61.44,3,4
D00A45,COc1cccc(C2(C(=O)N3CCC(=O)NC4(CCN(C(=O)CC5(c6cccc(Br)c6)CC5)C4)C3)CC2)c1,580.523,3.893,4,1,78.95,6,6
D00A4O,O=C1CCN(C(=O)CC2(c3ccccc3F)CC2)CC2(CCN(C(=O)CC3(c4cccc(Br)c4)CC3)C2)N1,582.514,4.3,3,1,69.72,6,6
D00A47,COc1cccc(Cn2nc(C)c(C(=O)N3CCC4(C3)CN(C(=O)c3cncn3CC3CC3)CCC(=O)N4)c2C)c1,559.671000000001,1.757,8,1,114.59,7,6
D00A48,O=C1CCN(C(=O)c2cnn(Cc3cccnc3)c2)CC2(CCN(C(=O)C3(c4cccc(Br)c4)CCC3)C2)N1,591.51,2.941,6,1,100.43,5,6
D00A49,O=C1NCCCNC12CN(C(=O)C1(c3cccc(C(F)(F)F)c3)CCOCC1)C2,411.424,1.643,4,2,70.67,2,4
D00A4A,COc1cccc(Cn2nc(C)c(C(=O)N3CCC4(CN(C(=O)c5ccnc(OCC6CC6)c5)CCC(=O)N4)C3)c2C)c1,586.693,2.891,8,1,118.89,8,6
D00A4B,O=C1CN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CCC2(CCNC2)N1,425.451,1.813,4,2,70.67,2,4
D00A4D,COc1cccc(Cn2nc(C)c(C(=O)N3CCC4(CN(C(=O)CC5(c6ccccc6F)CC5)CCC(=O)N4)C3)c2C)c1,587.696,3.48,6,1,96.77,7,6
D00A54,O=C1CN(C(=O)c2cc(C(F)(F)F)nn2Cc2ccncc2)CCC2(CCNC2)N1,422.411,0.608,6,2,92.15,3,4
D00A4E,Cc1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(Br)c4)CCC2)CCC(=O)N3)nn1-c1ccccc1,590.522,4.285,5,1,87.54,4,6
D00A4G,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3ccnc(NC4CCOCC4)c3)C2)N1,629.68,2.833,7,2,113.1,5,6
D00A4H,O=C(c1cn(Cc2ccccc2Br)cn1)N1CC2(C1)NCCCNC2=O,418.295,1.588,5,2,79.26,3,4
D00A4I,O=C(N1CC2(C1)NCCCNC2=O)C1(Cc2ccccc2Cl)CCS(=O)(=O)CC1,439.965,1.019,5,2,95.58,3,4
D00A4K,O=C1CCN(C(=O)C2(c3cccc(C(F)(F)F)c3)CCOCC2)CC2(CCN(C(=O)c3cnn(CC4CC4)c3)C2)N1,573.616,2.589,6,1,96.77,5,6
D00A4M,O=C1CN(C(=O)c2cc(C(F)(F)F)nn2Cc2ccccc2)CCC2(CCNC2)N1,421.423,1.86,5,2,79.26,3,4
D00A4N,COc1cccnc1C(C)(C)CNC(=O)CC1(c2cccc(Br)c2)CCNCC1,460.416,3.088,4,2,63.25,7,3
D00A4P,Cc1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(Br)c4)CCC2)CCC(=O)N3)nn1-c1cccc(F)c1,608.512,4.446,5,1,87.54,4,6
D00A4Q,Cc1cc(C(=O)N2CCC3(C2)CN(C(=O)C2(c4cccc(Br)c4)CCC2)CCC(=O)N3)nn1-c1cccnc1,591.51,3.033,6,1,100.43,4,6
D00A4S,COc1cccc(C2(C(=O)N3CCC(=O)NC4(CCN(C(=O)CC5(c6cccc(Br)c6)CCOCC5)C4)C3)CC2)c1,624.576,3.281,5,1,88.18,6,6
D00A4T,O=C1CCN(C(=O)C2(c3ccc(C(F)(F)F)cc3)CCOCC2)CC2(CCN(C(=O)c3cnn(Cc4ccc(F)cc4)c3)C2)N1,627.639,3.722,6,1,96.77,5,6
D00A4U,O=C1CCN(C(=O)CC2(c3cccc(F)c3)CCC(F)(F)CC2)CC2(CCNC2)N1,423.479,2.375,3,2,61.44,3,4
D00A4V,O=C(CC1(c2cccc(Br)c2)CCNCC1)NCc1cc(OC2CCC2)ncn1,459.388,3.024,5,2,76.14,7,4
D00A51,O=C1CN(C(=O)c2cnn(Cc3ccccc3C(F)(F)F)c2)CCC2(CCNC2)N1,421.423,1.81,5,2,79.26,3,4
D00A4W,COc1cccc(Cn2nc(C)c(C(=O)N3CCC(=O)NC4(CCN(C(=O)c5cncc(OCC6CCC6)c5)C4)C3)c2C)c1,600.72,2.732,8,1,118.89,8,6
D00A4X,CC(C)COc1cccc(F)c1NC(=O)CC1(c2cccc(Br)c2)CCNCC1,463.391,4.694,3,2,50.36,7,3
