DLiP-ID,Mol Image,MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings
D009IJ,O=C(NC1(c2cccc(F)c2)CCC(F)(F)CC1)C1(Cc2ccc(F)cc2)CCS(=O)(=O)CC1,497.554,5.237,3,1,63.24,5,4
D009IK,O=C(O)c1ccc(CNC2CCN(C(=O)C3(c4ccccc4Cl)CCNCC3)CC2)cc1,455.986,3.683,4,3,81.67,6,4
D009IL,Cc1nn(Cc2cccc(F)c2)c(C)c1C(=O)NC1CCN(Cc2c(F)cc(F)cc2F)CC1,474.502,4.797,4,1,50.16,6,4
D009IM,NC1CCN(c2cccc(F)c2NC(=O)C2(Cc3ccc(F)cc3)CCC(F)(F)CC2)CC1,463.519,5.143,3,2,58.36,5,4
D009IN,O=C(Nc1cccnc1OC1CCNCC1)c1cccc(S(=O)(=O)NC2CCNCC2)c1,459.572,1.547,7,4,121.45,7,4
D009IO,O=C(O)c1ccc(S(=O)(=O)NC2CCN(C(=O)c3ccncc3OCC3CC3)CC2)cc1,459.524,1.789,6,2,125.9,8,4
D009IP,Cc1ccccc1C1(NC(=O)c2cnc3c(C4CCOCC4)cnn3c2)CCC(F)(F)CC1,454.521,4.181,5,1,68.52,4,5
D009IQ,Cc1cc(NC(=O)C2(CC3CC3)CCC(F)(F)CC2)n(Cc2cccc(Br)c2)n1,466.37,6.342,3,1,46.92,6,4
D009IR,COc1ccc(CC2(C(=O)NCc3cncn3Cc3ccc(F)cc3)CCS(=O)(=O)CC2)cc1,485.581,3.062,6,1,90.29,8,4
D009IS,O=C(Nc1ccnn1Cc1cccc(Br)c1)C1(CC2CC2)CCC(F)(F)CC1,452.343,6.161,3,1,46.92,6,4
D009IT,O=C(Nc1cccnc1OC1CCNCC1)C1(Cc2ccc(Cl)cc2)CCS(=O)(=O)CC1,478.014,3.048,6,2,97.39,6,4
D009IU,CC1(C)CNC(=O)c2ccc(NC(=O)C3(Cc4ccc(F)cc4)CCS(=O)(=O)CC3)cc21,458.555,2.784,4,2,92.34,4,4
D009RJ,O=C(CC1(c2cccc(Br)c2)CCOCC1)N[C@H]1CCN(CC2CCCC2)C1,449.433,4.084,3,1,41.57,6,4
D009IV,O=C(O)C1CCN(c2cccc(F)c2NC(=O)C2(Cc3cccc(F)c3)CCNCC2)CC1,457.521,3.309,4,3,81.67,6,4
D009IW,COc1ccccc1C1(NC(=O)Cn2c(C3CCOCC3)nc3cc(F)ccc32)CCC(F)(F)CC1,501.549,4.724,5,1,65.38,6,5
D009IX,COc1ccc(C2(NC(=O)C3(Cc4ccccc4Cl)CCS(=O)(=O)CC3)CCC(F)(F)CC2)cc1,526.045,5.452,4,1,72.47,6,4
D009IY,CC(C)c1nc(C2CCCCN2C(=O)C2(Cc3ccc(Cl)cc3)CCS(=O)(=O)CC2)no1,480.03,3.724,6,0,93.37,5,4
D009IZ,O=C(Nc1cc(-c2ccccc2)nn1C1CCNCC1)C1(Cc2cccc(Br)c2)CCOCC1,523.475,4.818,5,2,68.18,6,5
D009J0,COc1ccc(CC2(C(=O)N3CCC4(CC3)COc3ccc(OC)cc34)CCNCC2)cc1,450.579,2.875,5,1,60.03,5,5
D009J2,O=C(NC1(Cc2cccc(Br)c2)CCOCC1)c1cccc(NCC2CCOCC2)n1,488.426,4.199,5,2,72.48,7,4
D009J4,Cc1ccc(Cn2nc(C)c(C(=O)NC3(Cc4ccccc4Cl)CCNCC3)c2C)cc1,451.014,5.125,4,2,58.95,6,4
D009J5,Cc1nn(Cc2cccc(F)c2)c(C)c1C(=O)N1CCC(CN)(c2ccc(Cl)cc2)CC1,454.977,4.218,4,1,64.15,5,4
D009J6,COc1ccc(OC2CCCN(C(=O)C3(Cc4ccccc4)CCS(=O)(=O)CC3)C2)nc1,458.58,3.115,6,0,85.8,6,4
D009J7,N[C@@H]1CCN(c2ncccc2NC(=O)C2(Cc3cccc(Cl)c3)CCS(=O)(=O)CC2)C1,463.003,2.714,6,2,105.39,5,4
D009SP,O=C(NCc1ccnc(N2CCCS2(=O)=O)c1)C1(c2ccccc2Br)CCC1,464.385,4.382,4,1,79.37,5,4
D009J8,O=C(c1cccnc1OCC1CCOCC1)N1CCC[C@@H](N2Cc3cccc(F)c3C2=O)C1,453.514,3.259,5,0,71.97,5,5
D009J9,O=C(O)C1CCN(c2cccc(F)c2NC(=O)C2(c3ccccc3)CCS(=O)(=O)CC2)CC1,474.554,3.545,5,2,103.78,5,4
D009JA,O=C(NC1(Cc2ccccc2Cl)CCNCC1)C1(Cc2ccc(Cl)cc2)CCS(=O)(=O)CC1,509.499,4.575,4,2,75.27,6,4
D009JB,O=C(NC1CCN(C(=O)N2CCOCC2)CC1)C1CCN(c2ncnc3ccccc23)CC1,452.559,1.414,6,1,90.9,3,5
D009JC,COc1ccc(C2(CC(=O)NC3(Cc4ccc(Cl)cc4)CCS(=O)(=O)CC3)CCC2)cc1,476.038,5.245,4,1,72.47,7,4
D009JD,Cc1cnn(Cc2ccccc2F)c1NC(=O)C1(Cc2cccc(F)c2)CCC(F)(F)CC1,459.487,6.005,3,1,46.92,6,4
D009JE,O=C(NC1(Cc2cccc(F)c2)CCOCC1)C1(Cc2cccc(Br)c2)CCOCC1,490.413,4.546,3,1,47.56,6,4
D009JF,O=C(Nc1ccccc1OC1CCOCC1)C1(Cc2cccc(Br)c2)CCOCC1,474.395,4.004,4,1,56.79,6,4
D009JG,COc1cccc(CC2(C(=O)Nc3ccc4nnc(C5CCOCC5)n4c3)CCNCC2)c1,449.555,3.662,7,2,89.78,6,5
D009JH,NC1CCN(c2cccc(F)c2NC(=O)C2(c3ccc(Br)cc3)CCOCC2)CC1,476.39,4.254,4,2,67.59,4,4
D009JI,COc1ccc(CC2(C(=O)Nc3ccnn3CC3CCN(C(C)=O)CC3)CCS(=O)(=O)CC2)cc1,502.637,2.24,7,1,110.6,7,4
D009JJ,COc1cccc(CC2(C(=O)Nc3cccc4c3N(C)C(=O)NC4)CCS(=O)(=O)CC2)c1,457.552,1.517,5,2,104.81,5,4
D009TW,O=C1CCN(C(=O)C2(c3ccccc3Br)CCC2)CC2(CCNC2)N1,406.324,2.245,3,2,61.44,2,4
D009JK,O=C(N1CCC(NS(=O)(=O)c2ccccc2Br)CC1)C1(Cc2ccccc2)CCC(F)(F)CC1,555.485,5.303,3,1,66.48,6,4
D009JL,COc1ccccc1CC1(C(=O)Nc2cc(-c3ccccc3)nn2CC2CCOCC2)CCS(=O)(=O)CC1,537.682,4.266,7,1,99.52,8,5
D009JM,O=C(N1CCCCC1c1nnc(C2CCC2)o1)C1(Cc2ccccc2)CCS(=O)(=O)CC1,457.596,4.069,6,0,93.37,5,5
D009JN,O=C(Cn1c(C2CCOCC2)nc2cccc(F)c21)N1CC2(CCOCC2)Cc2ccc(F)cc21,481.543,3.441,5,0,56.59,3,6
D009JO,O=C(N[C@H]1CC[C@H](NC(=O)C2CC2)CC1)c1cnn(CC2CCN(Cc3ccccc3)CC2)c1,463.626,3.223,5,2,79.26,8,5
D009JP,O=C(c1ccnc(OCC2CCOCC2)n1)N(Cc1ccccc1Br)C1COC1,462.344,2.701,6,0,73.78,7,4
D009JQ,O=C(C1CCCN(c2ncnc3ccccc23)C1)N1CCC2(CC1)Cc1cc(F)ccc1NC2=O,473.552,3.046,5,1,78.43,2,6
D009JR,O=C(Cn1c(C2CCOCC2)nc2c(F)cccc21)Nc1cc(-c2ccccc2)nn1CC1CC1,473.552,4.435,6,1,73.97,7,6
D009JS,COc1cccc(CC2(C(=O)N3CCC(NS(=O)(=O)c4cccc(C(=O)O)c4)CC3)CCOCC2)c1,516.616,2.248,6,2,122.24,8,4
D009JT,O=C(NCc1ccnc(OC2CCOCC2)n1)C1(Cc2ccc(Br)cc2)CCOCC1,490.398,2.672,6,1,82.57,7,4
D009JU,COc1ccccc1CC1(C(=O)NC2CCN(C(=O)C3CCOCC3)CC2)CCS(=O)(=O)CC1,492.638,1.428,6,1,102.01,6,4
D009JV,O=C(NCC1(c2cccc(Br)c2)CCOCC1)c1cccc(OC2CCOCC2)n1,475.383,3.89,5,1,69.68,6,4
D009JY,O=C(Nc1cccc(S(=O)(=O)NC2CCNCC2)c1)C1(c2ccc(F)cn2)CCOCC1,462.547,1.203,6,3,109.42,6,4
D009JZ,O=C(NCC1(c2ccccc2Cl)CCNCC1)C1(Cc2cccc(Cl)c2)CCNCC1,460.449,4.056,3,3,53.16,6,4
D009K0,O=C(NC1(c2ccc(F)cc2)CCNCC1)c1ccc(S(=O)(=O)NC2CCNCC2)cc1,460.575,2.214,5,4,99.33,6,4
D009K1,O=C(N1CCC(Nc2ccc(F)cn2)CC1)C1(c2cccc(Br)c2)CCOCC1,462.363,4.211,4,1,54.46,4,4
D009K2,O=C(N[C@H]1CCN(Cc2ccccc2Cl)C1)C1(Cc2ccc(F)cc2)CCC(F)(F)CC1,464.959,5.69,2,1,32.34,6,4
D009K3,O=C(NC1(c2cccc(Cl)c2)CCC(F)(F)CC1)c1cnc2cc(C3CCOCC3)nn2c1,474.939,4.366,5,1,68.52,4,5
D009K4,O=C1c2ccc(F)cc2CN1C1CCN(C(=O)C2(c3ccccc3Br)CCOCC2)CC1,501.396,4.324,3,0,49.85,3,5
D009K5,O=C(O)c1cccc(S(=O)(=O)NC2CCN(C(=O)c3ccn4c(C5CCOCC5)nnc4c3)CC2)c1,513.576,3.393,8,2,143.2,6,5
D009K6,COc1ccccc1CC1(C(=O)N2CCC(NS(=O)(=O)c3ccc(C(=O)O)cc3)CC2)CCNCC1,515.632,2.052,6,3,125.04,8,4
D009K7,COc1cccc(C2(C(=O)N3CCC[C@H](N4Cc5ccccc5NS4(=O)=O)C3)CCNCC2)c1,484.622,2.344,5,2,90.98,4,5
D009K8,COc1ccccc1C1(C(=O)N2CCC[C@H](N3Cc4cccc(F)c4C3=O)C2)CCNCC1,451.542,3.245,4,1,61.88,4,5
D009K9,NCC1(Cc2ccccc2)CCN(C(=O)c2cnn(CC3CCN(Cc4ccccc4)CC3)c2)CC1,485.676,4.165,5,1,67.39,8,5
D009KA,CC1(COc2ccc(C(=O)N3CCC(NS(=O)(=O)c4ccc(C(=O)O)cc4)CC3)cc2F)COC1,506.552,2.691,6,2,122.24,8,4
D009KB,N[C@H]1CC[C@H](NCc2cccc(C(=O)NC3(c4ccccc4Br)CCOCC3)c2)CC1,486.454,4.073,4,3,76.38,6,4
D009KC,COc1cccc(C2(CN)CCN(C(=O)C3(Cc4cccc(Cl)c4)CCNCC3)CC2)c1,456.03,3.101,4,2,67.59,6,4
D009KH,NC1CCN(C(=O)c2ccccc2C(=O)NC2(Cc3ccccc3)CCS(=O)(=O)CC2)CC1,469.607,2.896,5,2,109.57,5,4
D009KI,O=C(c1cccc(CNC2CCNCC2)c1)N1CCC(NS(=O)(=O)c2ccccc2)CC1,456.612,2.442,5,3,90.54,7,4
D009KJ,COCCCNc1ccc(F)cc1NC(=O)Cn1c(C2CCOCC2)nc2cccc(F)c21,458.509,2.747,6,2,77.41,9,4
D009KK,COc1ccccc1C1(CC(=O)N[C@H]2CCN(Cc3ccccc3Br)C2)CCC1,457.412,5.014,3,1,41.57,7,4
D009KL,O=C(Cn1c(C2CCOCC2)nc2c(F)cccc21)NCc1cccc(N2CCCCC2=O)c1,464.541,2.648,5,1,76.46,6,5
D009KN,O=C(N[C@H]1CCCN(C(=O)C2(Cc3cccc(Br)c3)CCOCC2)C1)C1CCOCC1,493.442,2.371,4,1,67.87,5,4
D009KO,Cc1cccc(C2(CC(=O)N(Cc3ccccc3Br)C3COC3)CCOCC2)c1,458.396,4.096,3,0,38.77,6,4
D009KP,COc1ccc(C2(CC(=O)NC(CC3CCNCC3)c3cccc(F)c3)CCNCC2)cc1,453.602,3.775,4,3,62.39,8,4
D009KQ,O=C(Nc1cc(F)ccc1OCC1CCNCC1)C1(CC2CCC2)CCS(=O)(=O)CC1,452.592,3.736,5,2,84.5,7,4
D009KR,O=C(NCC1CCN(c2ncnc3ccccc23)CC1)C1(Cc2cccc(Cl)c2)CCNCC1,478.04,4.467,5,2,70.15,6,5
D009KS,O=C(CC1(c2ccc(F)cc2)CCNCC1)N1CCC2(CC1)N=C(c1ccccc1)NC2=O,448.542,2.698,4,2,73.8,4,5
D009KT,O=C(NCc1cccc(N2CCCCS2(=O)=O)n1)c1cccnc1OCC1CCOCC1,460.556,3.005,7,1,110.72,7,4
D009KU,O=C(NC(CC1CCOCC1)c1ccccc1F)C1(Cc2ccc(Cl)cc2)CCNCC1,459.005,4.678,3,2,50.36,7,4
D009KV,COc1cccc(CC2(NC(=O)CC3(c4ccc(Br)cc4)CCOCC3)CCNCC2)c1,501.465,4.104,4,2,59.59,7,4
D009KW,COc1cccc(C2(C(=O)N3CCC(NC(=O)Nc4cccc(C)c4)CC3)CCNCC2)c1,450.583,3.18,4,3,82.7,5,4
D009KY,COc1cccc(-c2nnc3n2CCCN3C(=O)C2(Cc3cccc(F)c3)CCNCC2)c1,449.53,5.817,6,1,72.28,5,5
D009KZ,NC1CCN(c2ncccc2NC(=O)C2(Cc3cccc(F)c3)CCS(=O)(=O)CC2)CC1,460.575,2.611,6,2,105.39,5,4
D009L0,COc1ccccc1C1(CC(=O)N(Cc2cccc(Br)c2)C2COC2)CCOCC1,474.395,3.574,4,0,48,7,4
D009L1,O=C(CC1(c2cccc(Br)c2)CCC1)N[C@H]1CCN(C(=O)c2ccccc2F)C1,459.359,5.056,2,1,49.41,5,4
D009L2,O=C(CC1(c2cccc(Br)c2)CCC1)Nc1c(F)cccc1OC1CCOCC1,462.359,5.346,3,1,47.56,6,4
D009L3,COc1ccccc1C1(C(=O)N2CCC[C@H](N3Cc4ccc(F)cc4C3=O)C2)CCNCC1,451.542,3.245,4,1,61.88,4,5
D009L4,O=C(O)c1ccc(C(=O)NC2CCN(C(=O)C3(Cc4ccccc4F)CCS(=O)(=O)CC3)CC2)cc1,516.591,2.99,5,2,120.85,6,4
D009L5,O=C(O)c1ccc(S(=O)(=O)NC2CCN(C(=O)C3CCCN(c4ncccn4)C3)CC2)cc1,473.555,1.453,7,2,132.8,6,4
D009L6,O=C(O)c1ccc(CN2CCC(NC(=O)C3(c4ccccc4Cl)CCNCC3)CC2)cc1,455.986,3.78,4,3,81.67,6,4
D009L7,N[C@H]1CC[C@H](NCc2cccc(C(=O)N3CCC[C@@H](N4Cc5ccccc5NS4(=O)=O)C3)c2)CC1,497.665,2.451,5,3,107.77,5,5
D009L8,NC1CCN(Cc2cccc(C(=O)NC3(Cc4ccc(Cl)cc4)CCS(=O)(=O)CC3)c2)CC1,490.069,3.722,5,2,92.5,6,4
D009L9,NC1CCN(Cc2ccc(C(=O)NC3(Cc4ccccc4F)CCS(=O)(=O)CC3)cc2)CC1,473.614,3.261,5,2,92.5,6,4
D009LA,COCCC1(C(=O)N2CCC(NS(=O)(=O)c3ccc(C(=O)O)cc3)CC2)CCS(=O)(=O)CC1,502.611,0.573,7,2,147.15,8,3
D009LB,N[C@H]1CC[C@H](NCc2ccc(C(=O)N3CCC4(CC3)C(=O)Nc3cc(Br)ccc34)cc2)CC1,511.464,3.556,4,3,87.46,4,5
D009LC,O=C(N[C@@H]1CCN(Cc2ccccc2Br)C1)C1(c2cccc(Cl)c2)CCNCC1,476.846,4.605,3,2,44.37,5,4
D009LE,O=C1Nc2c(F)cccc2CC12CCN(C(=O)C1(c3ccc(Cl)cc3)CCNCC1)CC2,455.961,3.258,3,2,61.44,2,5
D009LF,O=C(Nc1ccccc1F)NC1CCN(C(=O)C2(c3ccc(Cl)cc3)CCNCC2)CC1,458.965,3.611,3,3,73.47,4,4
D009LG,O=C1c2cccc(F)c2CN1CC1CCN(C(=O)C2(c3ccc(Cl)cc3)CCNCC2)CC1,469.988,4.147,3,1,52.65,4,5
D009LN,CC(C)CC1(C(=O)NCc2cncn2Cc2ccc(Br)cc2)CCS(=O)(=O)CC1,482.444,3.985,5,1,81.06,7,3
D009LH,COc1ccc(C2=NC3(CCN(C(=O)C4(c5ccc(F)cc5)CCNCC4)CC3)C(=O)N2)cc1,464.541,2.874,5,2,83.03,4,5
D009LK,O=C(O)c1ccc(C(=O)N2CCC(NC(=O)C3(Cc4ccccc4F)CCS(=O)(=O)CC3)CC2)cc1,516.591,2.99,5,2,120.85,6,4
D009LL,O=C(c1ccc2nc(C3CCC3)nn2c1)N1CCC[C@@H](N2Cc3ccccc3NS2(=O)=O)C1,466.567,2.445,6,1,99.91,3,6
D009LM,O=C(Nc1ccccc1Cl)NC1CCN(C(=O)CC2(c3cccc(Cl)c3)CCOCC2)CC1,490.431,4.007,3,2,70.67,5,4
D009LO,O=C(NC1CCN(C(=O)Cn2c(C3CCOCC3)nc3c(F)cccc32)CC1)c1cccc(F)c1,482.531,3.269,5,1,76.46,5,5
D009LP,O=C(CC1(c2cccc(Cl)c2)CCC1)NC1CCN(Cc2ccc(Br)cc2)CC1,475.858,6.079,2,1,32.34,6,4
D009LQ,COc1ccc2c(c1)CN(C1CCN(C(=O)C3(CC4CCC4)CCS(=O)(=O)CC3)CC1)C2=O,474.623,3.389,5,0,83.99,5,5
D009LR,O=C(NCc1ccccc1)N[C@@H]1CCN(C(=O)C2(Cc3ccccn3)CCS(=O)(=O)CC2)C1,470.595,1.326,5,2,108.47,6,4
D009LS,O=C(CC1(c2cccc(Br)c2)CCC1)N[C@@H]1CCN(Cc2cccc(Cl)c2)C1,461.831,5.721,2,1,32.34,6,4
D009LT,O=C(Cn1c(C2CCC2)nc2cc(F)ccc21)NCC1(Cc2cccc(Cl)c2)CCNCC1,469.004,4.779,4,2,58.95,7,5
D009LU,O=C(NCC1(Cc2cccc(F)c2)CCNCC1)C1(c2cccc(Br)c2)CCC1,459.403,5.543,2,2,41.13,6,4
D009LV,COc1cccc(C2(C(=O)N3CCC4(CC3)Cc3cc(F)ccc3NC4=O)CCNCC2)c1,451.542,2.551,4,2,70.67,3,5
D009LW,COc1ccc(C(=O)N2CCC(NC(=O)C3(c4ccc(OC)cc4)CCNCC3)CC2)cc1,451.567,3.169,5,2,79.9,6,4
D009LX,COc1cc(CNC(=O)C2(c3ccccc3OC)CCNCC2)ccc1OCC1CCOCC1,468.594,3.172,6,2,78.05,9,4
D009LY,O=C(N1CCC2(CC1)C(=O)Nc1cc(Cl)ccc12)C1(c2ccc(Cl)cc2)CCNCC1,458.389,3.98,3,2,61.44,2,5
D009LZ,O=C(NC1CCN(Cc2ccc(Br)cc2)CC1)C1(c2ccccc2F)CCNCC1,474.418,4.502,3,2,44.37,5,4
D009M0,O=C(N1CCC[C@H](N2Cc3ccccc3NS2(=O)=O)C1)C1(c2cccc(F)c2)CCNCC1,472.586,2.59,4,2,81.75,3,5
D009M1,O=C1c2ccc(F)cc2CN1[C@H]1CCCN(C(=O)C2(c3ccccc3Cl)CCNCC2)C1,455.961,3.952,3,1,52.65,3,5
D009M2,O=C(NCC1(Cc2ccc(Cl)cc2)CCNCC1)C1(c2ccccc2Cl)CCNCC1,460.449,4.873,3,3,53.16,6,4
D009M3,O=C1c2ccc(F)cc2CN1[C@H]1CCCN(C(=O)C2(c3cccc(Cl)c3)CCNCC2)C1,455.961,3.952,3,1,52.65,3,5
D009M4,COc1ccc2c(c1)C1(CCN(C(=O)C3(c4ccccc4Cl)CCNCC3)CC1)C(=O)N2,453.97,3.273,4,2,70.67,3,5
D009M5,COc1cccc(Cn2cncc2CNC(=O)C2(Cc3cccc(OC)c3)CCS(=O)(=O)CC2)c1,497.617,2.816,7,1,99.52,9,4
D009M6,O=C(N[C@@H]1CCN(Cc2ccc(Br)cc2)C1)c1ccn2c(C3CCC3)nnc2c1,454.372,5.737,5,1,62.53,5,5
D009M7,O=C(N[C@@H]1CCN(Cc2ccccc2Br)C1)c1ccc2nnc(C3CCOCC3)n2c1,484.398,4.978,6,1,71.76,5,5
D009M8,O=C(N[C@H]1CCN(Cc2ccccc2Br)C1)C1(c2ccc(Cl)cc2)CCNCC1,476.846,4.605,3,2,44.37,5,4
D009M9,COc1ccc(CC2(CN)CCN(C(=O)CC3(c4cccc(Cl)c4)CCNCC3)CC2)cc1,470.057,3.657,4,2,67.59,7,4
D009MC,O=C1c2cc(F)ccc2CN1[C@H]1CCCN(C(=O)C2(c3ccc(Cl)cc3)CCNCC2)C1,455.961,3.952,3,1,52.65,3,5
D009MD,COc1ccc(CN2CC[C@@H](NC(=O)C3(Cc4ccc(Br)cc4)CCOCC3)C2)cc1,487.438,3.833,4,1,50.8,7,4
D009ME,CCc1nc2cccc(F)c2n1CC(=O)NC1(c2cccc(Br)c2)CCOCC1,460.347,4.057,4,1,56.15,5,4
D009MF,COc1cccc(Cn2cncc2C(=O)NCC2(Cc3cccc(Cl)c3)CCNCC2)c1,452.986,4.123,5,2,68.18,8,4
D009MG,O=C(Cn1c(C2CCOCC2)nc2cc(F)ccc21)Nc1ccccc1N1CCC(O)CC1,452.53,2.935,6,2,79.62,5,5
D009MH,O=C(NCC1(Cc2ccncc2)CCC(F)(F)CC1)C1(Cc2cccc(F)c2)CCNCC1,459.556,4.26,3,2,54.02,7,4
D009MI,O=C(NCc1cc(N2CCS(=O)(=O)CC2)ccn1)C1(Cc2cccc(F)c2)CCC(F)(F)CC1,495.567,3.736,5,1,79.37,6,4
D009MJ,O=C(CC1(c2ccc(Br)cc2)CCC1)NCC1(Cc2ccccc2Cl)CCNCC1,489.885,6.165,2,2,41.13,7,4
D009MK,COc1cccc(CC2(C(=O)N3CCC(CN)(c4ccccc4OC)CC3)CCOCC2)c1,452.595,2.59,5,1,74.02,7,4
