Target Pref Name,DLiP-ID,Informative Target Pref Name
BCL2-Like_BAX,I000PE,MCL1/BAX
BCL2-Like_BAX,I000PE,MCL1/BAX
BCL2-Like_BAX,I000PF,
BCL2-Like_BAX,I000PJ,MCL1/BAX
BCL2-Like_BAX,I000PJ,BCL2/BAX
BCL2-Like_BAX,I000PJ,MCL1/BAX
BCL2-Like_BAX,I000PJ,BCL2/BAX
BCL2-Like_BAX,I000PK,
BCL2-Like_BAX,I000PR,
BCL2-Like_BAX,I000PU,BCL2/BAX
BCL2-Like_BAX,I000PU,BCL2/BAX
BCL2-Like_BAX,I000Q0,BCL2/BAX
BCL2-Like_BAX,I000Q0,B2CL1/BAX
BCL2-Like_BAX,I000Q0,BCL2/BAX
BCL2-Like_BAX,I000Q0,B2CL1/BAX
BCL2-Like_BAX,I000Q1,
BCL2-Like_BAX,I000Q8,BCL2/BAX
BCL2-Like_BAX,I000Q8,BCL2/BAX
BCL2-Like_BAX,I000QA,BCL2/BAX
BCL2-Like_BAX,I000QA,BCL2/BAX
BCL2-Like_BAX,I000QC,BCL2/BAX
BCL2-Like_BAX,I000QC,BCL2/BAX
BCL2-Like_BAX,I000QF,B2CL1/BAX
BCL2-Like_BAX,I000QF,B2CL1/BAX
BCL2-Like_BAX,I000QF,BCL2/BAX
BCL2-Like_BAX,I000QF,BCL2/BAX
BCL2-Like_BAX,I000QG,
BCL2-Like_BAX,I000QK,
BCL2-Like_BAX,I000QL,
BCL2-Like_BAX,I000QM,B2CL2/BAX
BCL2-Like_BAX,I000QM,BCL2/BAX
BCL2-Like_BAX,I000QM,B2CL1/BAX
BCL2-Like_BAX,I000QM,B2CL2/BAX
BCL2-Like_BAX,I000QM,BCL2/BAX
BCL2-Like_BAX,I000QM,B2CL1/BAX
BCL2-Like_BAX,I000QP,
BCL2-Like_BAX,I000QQ,B2CL2/BAX
BCL2-Like_BAX,I000QQ,BCL2/BAX
BCL2-Like_BAX,I000QQ,B2CL2/BAX
BCL2-Like_BAX,I000QQ,BCL2/BAX
BCL2-Like_BAX,I000QS,BCL2/BAX
BCL2-Like_BAX,I000QS,MCL1/BAX
BCL2-Like_BAX,I000QS,MCL1/BAX
BCL2-Like_BAX,I000QS,BCL2/BAX
BCL2-Like_BAX,I000QT,
BCL2-Like_BAX,I000R4,BCL2/BAX
BCL2-Like_BAX,I000R4,B2CL1/BAX
BCL2-Like_BAX,I000R4,BCL2/BAX
BCL2-Like_BAX,I000R4,B2CL1/BAX
BCL2-Like_BAX,I000R5,
BCL2-Like_BAX,I000R6,B2CL1/BAX
BCL2-Like_BAX,I000R6,B2CL1/BAX
BCL2-Like_BAX,I000RB,BCL2/BAX
BCL2-Like_BAX,I000RB,BCL2/BAX
BCL2-Like_BAX,I000RD,
BCL2-Like_BAX,I000RE,BCL2/BAX
BCL2-Like_BAX,I000RE,B2CL2/BAX
BCL2-Like_BAX,I000RE,B2CL2/BAX
BCL2-Like_BAX,I000RE,BCL2/BAX
BCL2-Like_BAX,I000RM,BCL2/BAX
BCL2-Like_BAX,I000RM,BCL2/BAX
BCL2-Like_BAX,I000RP,
BCL2-Like_BAX,I000RQ,MCL1/BAX
BCL2-Like_BAX,I000RQ,BCL2/BAX
BCL2-Like_BAX,I000RQ,MCL1/BAX
BCL2-Like_BAX,I000RQ,BCL2/BAX
BCL2-Like_BAX,I000S0,BCL2/BAX
BCL2-Like_BAX,I000S0,BCL2/BAX
BCL2-Like_BAX,I000S8,B2CL1/BAX
BCL2-Like_BAX,I000S8,B2CL1/BAX
BCL2-Like_BAX,I000S8,BCL2/BAX
BCL2-Like_BAX,I000S8,BCL2/BAX
BCL2-Like_BAX,I000S9,
BCL2-Like_BAX,I000SA,MCL1/BAX
BCL2-Like_BAX,I000SA,MCL1/BAX
BCL2-Like_BAX,I000SA,BCL2/BAX
BCL2-Like_BAX,I000SA,BCL2/BAX
BCL2-Like_BAX,I000SA,B2CL1/BAX
BCL2-Like_BAX,I000SA,B2CL1/BAX
BCL2-Like_BAX,I000SB,
BCL2-Like_BAX,I000SC,
BCL2-Like_BAX,I000SD,B2CL1/BAX
BCL2-Like_BAX,I000SD,BCL2/BAX
BCL2-Like_BAX,I000SD,B2CL1/BAX
BCL2-Like_BAX,I000SD,BCL2/BAX
BCL2-Like_BAX,I000SE,
BCL2-Like_BAX,I000SG,MCL1/BAX
BCL2-Like_BAX,I000SG,BCL2/BAX
BCL2-Like_BAX,I000SG,MCL1/BAX
BCL2-Like_BAX,I000SG,BCL2/BAX
BCL2-Like_BAX,I000SH,
BCL2-Like_BAX,I000SL,BCL2/BAX
BCL2-Like_BAX,I000SL,BCL2/BAX
BCL2-Like_BAX,I000SN,BCL2/BAX
BCL2-Like_BAX,I000SN,BCL2/BAX
BCL2-Like_BAX,I000SX,
BCL2-Like_BAX,I000SY,BCL2/BAX
BCL2-Like_BAX,I000SY,B2CL1/BAX
BCL2-Like_BAX,I000SY,B2CL1/BAX
BCL2-Like_BAX,I000SY,BCL2/BAX
BCL2-Like_BAX,I000TA,BCL2/BAX
BCL2-Like_BAX,I000TA,BCL2/BAX
BCL2-Like_BAX,I000TE,B2CL1/BAX
BCL2-Like_BAX,I000TE,BCL2/BAX
BCL2-Like_BAX,I000TE,B2CL1/BAX
BCL2-Like_BAX,I000TE,BCL2/BAX
BCL2-Like_BAX,I000TF,
BCL2-Like_BAX,I000TH,BCL2/BAX
BCL2-Like_BAX,I000TH,BCL2/BAX
BCL2-Like_BAX,I000TH,MCL1/BAX
BCL2-Like_BAX,I000TH,MCL1/BAX
BCL2-Like_BAX,I000TI,
BCL2-Like_BAX,I000TP,BCL2/BAX
BCL2-Like_BAX,I000TP,BCL2/BAX
BCL2-Like_BAX,I000TV,BCL2/BAX
BCL2-Like_BAX,I000TV,BCL2/BAX
BCL2-Like_BAX,I000U0,BCL2/BAX
BCL2-Like_BAX,I000U0,MCL1/BAX
BCL2-Like_BAX,I000U0,BCL2/BAX
BCL2-Like_BAX,I000U0,MCL1/BAX
BCL2-Like_BAX,I000U1,
BCL2-Like_BAX,I000U3,BCL2/BAX
BCL2-Like_BAX,I000U3,MCL1/BAX
BCL2-Like_BAX,I000U3,BCL2/BAX
BCL2-Like_BAX,I000U3,MCL1/BAX
BCL2-Like_BAX,I000U4,
BCL2-Like_BAX,I000U8,BCL2/BAX
BCL2-Like_BAX,I000U8,BCL2/BAX
BCL2-Like_BAX,I000U9,MCL1/BAX
BCL2-Like_BAX,I000U9,BCL2/BAX
BCL2-Like_BAX,I000U9,MCL1/BAX
BCL2-Like_BAX,I000U9,BCL2/BAX
BCL2-Like_BAX,I000UA,
BCL2-Like_BAX,I000UC,
BCL2-Like_BAX,I000UD,
BCL2-Like_BAX,I000UE,B2CL2/BAX
BCL2-Like_BAX,I000UE,BCL2/BAX
BCL2-Like_BAX,I000UE,B2CL1/BAX
BCL2-Like_BAX,I000UE,B2CL1/BAX
BCL2-Like_BAX,I000UE,B2CL2/BAX
BCL2-Like_BAX,I000UE,BCL2/BAX
BCL2-Like_BAX,I000UG,
BCL2-Like_BAX,I000UH,MCL1/BAX
BCL2-Like_BAX,I000UH,BCL2/BAX
BCL2-Like_BAX,I000UH,BCL2/BAX
BCL2-Like_BAX,I000UH,MCL1/BAX
BCL2-Like_BAX,I000UL,BCL2/BAX
BCL2-Like_BAX,I000UL,BCL2/BAX
BCL2-Like_BAX,I000UR,B2CL1/BAX
BCL2-Like_BAX,I000UR,MCL1/BAX
BCL2-Like_BAX,I000UR,BCL2/BAX
BCL2-Like_BAX,I000UR,MCL1/BAX
BCL2-Like_BAX,I000UR,BCL2/BAX
BCL2-Like_BAX,I000UR,B2CL1/BAX
BCL2-Like_BAX,I000US,
BCL2-Like_BAX,I000UT,
BCL2-Like_BAX,I000V7,BCL2/BAX
BCL2-Like_BAX,I000V7,BCL2/BAX
BCL2-Like_BAX,I000VM,
BCL2-Like_BAX,I000VN,BCL2/BAX
BCL2-Like_BAX,I000VN,B2CL1/BAX
BCL2-Like_BAX,I000VN,BCL2/BAX
BCL2-Like_BAX,I000VN,B2CL1/BAX
BCL2-Like_BAX,I000VZ,B2CL1/BAX
BCL2-Like_BAX,I000VZ,BCL2/BAX
BCL2-Like_BAX,I000VZ,B2LA1/BAX
BCL2-Like_BAX,I000VZ,B2CL1/BAX
BCL2-Like_BAX,I000VZ,MCL1/BAX
BCL2-Like_BAX,I000VZ,MCL1/BAX
BCL2-Like_BAX,I000VZ,B2LA1/BAX
BCL2-Like_BAX,I000VZ,BCL2/BAX
BCL2-Like_BAX,I000W0,
BCL2-Like_BAX,I000W1,
BCL2-Like_BAX,I000W2,
BCL2-Like_BAX,I000W5,MCL1/BAX
BCL2-Like_BAX,I000W5,BCL2/BAX
BCL2-Like_BAX,I000W5,BCL2/BAX
BCL2-Like_BAX,I000W5,MCL1/BAX
BCL2-Like_BAX,I000W6,
BCL2-Like_BAX,I000WF,BCL2/BAX
BCL2-Like_BAX,I000WF,BCL2/BAX
BCL2-Like_BAX,I000WG,
BCL2-Like_BAX,I000WH,BCL2/BAX
BCL2-Like_BAX,I000WH,B2CL1/BAX
BCL2-Like_BAX,I000WH,B2CL1/BAX
BCL2-Like_BAX,I000WH,BCL2/BAX
BCL2-Like_BAX,I000WQ,BCL2/BAX
BCL2-Like_BAX,I000WQ,BCL2/BAX
BCL2-Like_BAX,I000WT,
BCL2-Like_BAX,I000WU,MCL1/BAX
BCL2-Like_BAX,I000WU,BCL2/BAX
BCL2-Like_BAX,I000WU,MCL1/BAX
BCL2-Like_BAX,I000WU,B2CL1/BAX
BCL2-Like_BAX,I000WU,B2CL1/BAX
BCL2-Like_BAX,I000WU,BCL2/BAX
BCL2-Like_BAX,I000WV,
BCL2-Like_BAX,I000XD,BCL2/BAX
BCL2-Like_BAX,I000XD,B2CL1/BAX
BCL2-Like_BAX,I000XD,B2CL1/BAX
BCL2-Like_BAX,I000XD,BCL2/BAX
BCL2-Like_BAX,I000XE,
BCL2-Like_BAX,I000XF,BCL2/BAX
BCL2-Like_BAX,I000XF,BCL2/BAX
BCL2-Like_BAX,I000XT,BCL2/BAX
BCL2-Like_BAX,I000XT,BCL2/BAX
BCL2-Like_BAX,I000XV,MCL1/BAX
BCL2-Like_BAX,I000XV,BCL2/BAX
BCL2-Like_BAX,I000XV,MCL1/BAX
BCL2-Like_BAX,I000XV,B2CL1/BAX
BCL2-Like_BAX,I000XV,BCL2/BAX
BCL2-Like_BAX,I000XV,B2CL1/BAX
BCL2-Like_BAX,I000XW,
BCL2-Like_BAX,I000XX,
BCL2-Like_BAX,I000YF,MCL1/BAX
BCL2-Like_BAX,I000YF,BCL2/BAX
BCL2-Like_BAX,I000YF,MCL1/BAX
BCL2-Like_BAX,I000YF,BCL2/BAX
BCL2-Like_BAX,I000YG,
BCL2-Like_BAX,I000YH,BCL2/BAX
BCL2-Like_BAX,I000YH,BCL2/BAX
BCL2-Like_BAX,I000YH,MCL1/BAX
BCL2-Like_BAX,I000YH,MCL1/BAX
BCL2-Like_BAX,I000YI,
BCL2-Like_BAX,I000YL,BCL2/BAX
BCL2-Like_BAX,I000YL,BCL2/BAX
BCL2-Like_BAX,I000YR,BCL2/BAX
BCL2-Like_BAX,I000YR,BCL2/BAX
BCL2-Like_BAX,I000ZO,MCL1/BAX
BCL2-Like_BAX,I000ZO,MCL1/BAX
BCL2-Like_BAX,I000ZO,BCL2/BAX
BCL2-Like_BAX,I000ZO,BCL2/BAX
BCL2-Like_BAX,I000YV,BCL2/BAX
BCL2-Like_BAX,I000YV,BCL2/BAX
BCL2-Like_BAX,I000Z4,MCL1/BAX
BCL2-Like_BAX,I000Z4,MCL1/BAX
BCL2-Like_BAX,I000Z4,BCL2/BAX
BCL2-Like_BAX,I000Z4,BCL2/BAX
BCL2-Like_BAX,I000Z5,
BCL2-Like_BAX,I000ZE,BCL2/BAX
BCL2-Like_BAX,I000ZE,BCL2/BAX
BCL2-Like_BAX,I000ZM,BCL2/BAX
BCL2-Like_BAX,I000ZM,MCL1/BAX
BCL2-Like_BAX,I000ZM,MCL1/BAX
BCL2-Like_BAX,I000ZM,BCL2/BAX
BCL2-Like_BAX,I000ZG,BCL2/BAX
BCL2-Like_BAX,I000ZG,BCL2/BAX
BCL2-Like_BAX,I000ZK,BCL2/BAX
BCL2-Like_BAX,I000ZK,BCL2/BAX
BCL2-Like_BAX,I000ZL,
BCL2-Like_BAX,I000ZP,
BCL2-Like_BAX,I000ZT,BCL2/BAX
BCL2-Like_BAX,I000ZT,BCL2/BAX
BCL2-Like_BAX,I00102,
BCL2-Like_BAX,I00103,BCL2/BAX
BCL2-Like_BAX,I00103,BCL2/BAX
BCL2-Like_BAX,I00103,B2CL1/BAX
BCL2-Like_BAX,I00103,B2CL1/BAX
BCL2-Like_BAX,I0010B,BCL2/BAX
BCL2-Like_BAX,I0010B,BCL2/BAX
BCL2-Like_BAX,I0010B,MCL1/BAX
BCL2-Like_BAX,I0010B,MCL1/BAX
BCL2-Like_BAX,I0010C,
BCL2-Like_BAX,I0010R,MCL1/BAX
BCL2-Like_BAX,I0010R,B2LA1/BAX
BCL2-Like_BAX,I0010R,BCL2/BAX
BCL2-Like_BAX,I0010R,BCL2/BAX
BCL2-Like_BAX,I0010R,B2LA1/BAX
BCL2-Like_BAX,I0010R,B2CL1/BAX
BCL2-Like_BAX,I0010R,MCL1/BAX
BCL2-Like_BAX,I0010R,B2CL1/BAX
BCL2-Like_BAX,I0010S,
BCL2-Like_BAX,I0010T,
BCL2-Like_BAX,I0010U,
BCL2-Like_BAX,I0010V,
BCL2-Like_BAX,I0010W,B2CL1/BAX
BCL2-Like_BAX,I0010W,BCL2/BAX
BCL2-Like_BAX,I0010W,MCL1/BAX
BCL2-Like_BAX,I0010W,B2CL1/BAX
BCL2-Like_BAX,I0010W,BCL2/BAX
BCL2-Like_BAX,I0010W,MCL1/BAX
BCL2-Like_BAX,I0010X,
BCL2-Like_BAX,I0011H,MCL1/BAX
BCL2-Like_BAX,I0011H,B2LA1/BAX
BCL2-Like_BAX,I0011H,BCL2/BAX
BCL2-Like_BAX,I0011H,B2LA1/BAX
BCL2-Like_BAX,I0011H,MCL1/BAX
BCL2-Like_BAX,I0011H,BCL2/BAX
BCL2-Like_BAX,I0011X,BCL2/BAX
BCL2-Like_BAX,I0011X,BCL2/BAX
BCL2-Like_BAX,I00121,BCL2/BAX
BCL2-Like_BAX,I00121,BCL2/BAX
BCL2-Like_BAX,I00129,BCL2/BAX
BCL2-Like_BAX,I00129,B2CL1/BAX
BCL2-Like_BAX,I00129,BCL2/BAX
BCL2-Like_BAX,I00129,B2CL1/BAX
BCL2-Like_BAX,I0012A,
BCL2-Like_BAX,I0012B,BCL2/BAX
BCL2-Like_BAX,I0012B,B2CL2/BAX
BCL2-Like_BAX,I0012B,BCL2/BAX
BCL2-Like_BAX,I0012B,B2CL2/BAX
BCL2-Like_BAX,I0012C,
BCL2-Like_BAX,I0012J,B2CL1/BAX
BCL2-Like_BAX,I0012J,BCL2/BAX
BCL2-Like_BAX,I0012J,B2CL1/BAX
BCL2-Like_BAX,I0012J,BCL2/BAX
BCL2-Like_BAX,I0012K,
BCL2-Like_BAX,I0012Q,BCL2/BAX
BCL2-Like_BAX,I0012Q,BCL2/BAX
BCL2-Like_BAX,I0012Z,B2CL1/BAX
BCL2-Like_BAX,I0012Z,BCL2/BAX
BCL2-Like_BAX,I0012Z,B2CL1/BAX
BCL2-Like_BAX,I0012Z,BCL2/BAX
BCL2-Like_BAX,I00130,
BCL2-Like_BAX,I00134,BCL2/BAX
BCL2-Like_BAX,I00134,BCL2/BAX
BCL2-Like_BAX,I0013B,BCL2/BAX
BCL2-Like_BAX,I0013B,BCL2/BAX
BCL2-Like_BAX,I0013D,BCL2/BAX
BCL2-Like_BAX,I0013D,BCL2/BAX
BCL2-Like_BAX,I0013K,MCL1/BAX
BCL2-Like_BAX,I0013K,BCL2/BAX
BCL2-Like_BAX,I0013K,MCL1/BAX
BCL2-Like_BAX,I0013K,BCL2/BAX
BCL2-Like_BAX,I0013L,
BCL2-Like_BAX,I0013Y,BCL2/BAX
BCL2-Like_BAX,I0013Y,BCL2/BAX
BCL2-Like_BAX,I00144,BCL2/BAX
BCL2-Like_BAX,I00144,B2CL1/BAX
BCL2-Like_BAX,I00144,BCL2/BAX
BCL2-Like_BAX,I00144,B2CL1/BAX
BCL2-Like_BAX,I00145,
BCL2-Like_BAX,I00147,B2CL1/BAX
BCL2-Like_BAX,I00147,B2CL1/BAX
BCL2-Like_BAX,I00147,BCL2/BAX
BCL2-Like_BAX,I00147,BCL2/BAX
BCL2-Like_BAX,I00148,
BCL2-Like_BAX,I0014B,BCL2/BAX
BCL2-Like_BAX,I0014B,BCL2/BAX
BCL2-Like_BAX,I0014N,BCL2/BAX
BCL2-Like_BAX,I0014N,BCL2/BAX
BCL2-Like_BAX,I0014P,BCL2/BAX
BCL2-Like_BAX,I0014P,BCL2/BAX
BCL2-Like_BAX,I0014S,BCL2/BAX
BCL2-Like_BAX,I0014S,B2CL1/BAX
BCL2-Like_BAX,I0014S,B2CL1/BAX
BCL2-Like_BAX,I0014S,BCL2/BAX
BCL2-Like_BAX,I0014T,
BCL2-Like_BAX,I0014U,BCL2/BAX
BCL2-Like_BAX,I0014U,BCL2/BAX
BCL2-Like_BAX,I0014W,B2CL1/BAX
BCL2-Like_BAX,I0014W,BCL2/BAX
BCL2-Like_BAX,I0014W,BCL2/BAX
BCL2-Like_BAX,I0014W,B2CL1/BAX
BCL2-Like_BAX,I0014X,
BCL2-Like_BAX,I0014Y,
BCL2-Like_BAX,I0014Z,BCL2/BAX
BCL2-Like_BAX,I0014Z,B2CL1/BAX
BCL2-Like_BAX,I0014Z,B2CL1/BAX
BCL2-Like_BAX,I0014Z,BCL2/BAX
BCL2-Like_BAX,I00150,BCL2/BAX
BCL2-Like_BAX,I00150,BCL2/BAX
BCL2-Like_BAX,I00154,BCL2/BAX
BCL2-Like_BAX,I00154,BCL2/BAX
BCL2-Like_BAX,I0015C,BCL2/BAX
BCL2-Like_BAX,I0015C,BCL2/BAX
BCL2-Like_BAX,I0015D,B2CL1/BAX
BCL2-Like_BAX,I0015D,B2CL1/BAX
BCL2-Like_BAX,I0015I,BCL2/BAX
BCL2-Like_BAX,I0015I,BCL2/BAX
BCL2-Like_BAX,I0015K,BCL2/BAX
BCL2-Like_BAX,I0015K,B2CL1/BAX
BCL2-Like_BAX,I0015K,B2CL1/BAX
BCL2-Like_BAX,I0015K,BCL2/BAX
BCL2-Like_BAX,I0015L,
BCL2-Like_BAX,I0015P,BCL2/BAX
BCL2-Like_BAX,I0015P,BCL2/BAX
BCL2-Like_BAX,I0015Q,BCL2/BAX
BCL2-Like_BAX,I0015Q,BCL2/BAX
BCL2-Like_BAX,I0015R,BCL2/BAX
BCL2-Like_BAX,I0015R,BCL2/BAX
BCL2-Like_BAX,I00164,BCL2/BAX
BCL2-Like_BAX,I00164,BCL2/BAX
BCL2-Like_BAX,I0015X,BCL2/BAX
BCL2-Like_BAX,I0015X,BCL2/BAX
BCL2-Like_BAX,I00169,BCL2/BAX
BCL2-Like_BAX,I00169,BCL2/BAX
BCL2-Like_BAX,I0016M,BCL2/BAX
BCL2-Like_BAX,I0016M,B2CL1/BAX
BCL2-Like_BAX,I0016M,BCL2/BAX
BCL2-Like_BAX,I0016M,B2CL1/BAX
BCL2-Like_BAX,I0016N,
BCL2-Like_BAX,I0016Q,BCL2/BAX
BCL2-Like_BAX,I0016Q,BCL2/BAX
BCL2-Like_BAX,I0016X,BCL2/BAX
BCL2-Like_BAX,I0016X,BCL2/BAX
BCL2-Like_BAX,I00170,
BCL2-Like_BAX,I00171,MCL1/BAX
BCL2-Like_BAX,I00171,BCL2/BAX
BCL2-Like_BAX,I00171,MCL1/BAX
BCL2-Like_BAX,I00171,BCL2/BAX
BCL2-Like_BAX,I0017A,BCL2/BAX
BCL2-Like_BAX,I0017A,B2CL1/BAX
BCL2-Like_BAX,I0017A,B2CL1/BAX
BCL2-Like_BAX,I0017A,BCL2/BAX
BCL2-Like_BAX,I0017B,
BCL2-Like_BAX,I0017C,
BCL2-Like_BAX,I0017D,BCL2/BAX
BCL2-Like_BAX,I0017D,MCL1/BAX
BCL2-Like_BAX,I0017D,BCL2/BAX
BCL2-Like_BAX,I0017D,MCL1/BAX
BCL2-Like_BAX,I0017I,BCL2/BAX
BCL2-Like_BAX,I0017I,BCL2/BAX
BCL2-Like_BAX,I0017K,BCL2/BAX
BCL2-Like_BAX,I0017K,BCL2/BAX
BCL2-Like_BAX,I0017N,BCL2/BAX
BCL2-Like_BAX,I0017N,BCL2/BAX
BCL2-Like_BAX,I0017O,MCL1/BAX
BCL2-Like_BAX,I0017O,BCL2/BAX
BCL2-Like_BAX,I0017O,MCL1/BAX
BCL2-Like_BAX,I0017O,BCL2/BAX
BCL2-Like_BAX,I0017P,
BCL2-Like_BAX,I0017R,BCL2/BAX
BCL2-Like_BAX,I0017R,BCL2/BAX
BCL2-Like_BAX,I0017S,
BCL2-Like_BAX,I0017T,BCL2/BAX
BCL2-Like_BAX,I0017T,MCL1/BAX
BCL2-Like_BAX,I0017T,MCL1/BAX
BCL2-Like_BAX,I0017T,BCL2/BAX
BCL2-Like_BAX,I00182,BCL2/BAX
BCL2-Like_BAX,I00182,BCL2/BAX
BCL2-Like_BAX,I00185,BCL2/BAX
BCL2-Like_BAX,I00185,BCL2/BAX
BCL2-Like_BAX,I00186,BCL2/BAX
BCL2-Like_BAX,I00186,BCL2/BAX
BCL2-Like_BAX,I00188,B2CL1/BAX
BCL2-Like_BAX,I00188,BCL2/BAX
BCL2-Like_BAX,I00188,B2LA1/BAX
BCL2-Like_BAX,I00188,BCL2/BAX
BCL2-Like_BAX,I00188,B2CL1/BAX
BCL2-Like_BAX,I00188,MCL1/BAX
BCL2-Like_BAX,I00188,B2LA1/BAX
BCL2-Like_BAX,I00188,MCL1/BAX
BCL2-Like_BAX,I00189,
BCL2-Like_BAX,I0018A,
BCL2-Like_BAX,I0018B,
BCL2-Like_BAX,I0018Z,
BCL2-Like_BAX,I00190,
BCL2-Like_BAX,I00191,BCL2/BAX
BCL2-Like_BAX,I00191,BCL2/BAX
BCL2-Like_BAX,I00191,B2CL2/BAX
BCL2-Like_BAX,I00191,B2CL1/BAX
BCL2-Like_BAX,I00191,B2CL1/BAX
BCL2-Like_BAX,I00191,B2CL2/BAX
BCL2-Like_BAX,I00195,BCL2/BAX
BCL2-Like_BAX,I00195,BCL2/BAX
BCL2-Like_BAX,I0019F,B2CL2/BAX
BCL2-Like_BAX,I0019F,BCL2/BAX
BCL2-Like_BAX,I0019F,B2CL1/BAX
BCL2-Like_BAX,I0019F,BCL2/BAX
BCL2-Like_BAX,I0019F,B2CL1/BAX
BCL2-Like_BAX,I0019F,B2CL2/BAX
BCL2-Like_BAX,I0019G,
BCL2-Like_BAX,I0019H,
BCL2-Like_BAX,I0019I,
BCL2-Like_BAX,I001A3,BCL2/BAX
BCL2-Like_BAX,I001A3,BCL2/BAX
BCL2-Like_BAX,I001A6,BCL2/BAX
BCL2-Like_BAX,I001A6,BCL2/BAX
BCL2-Like_BAX,I001A8,
BCL2-Like_BAX,I001A9,BCL2/BAX
BCL2-Like_BAX,I001A9,B2CL1/BAX
BCL2-Like_BAX,I001A9,BCL2/BAX
BCL2-Like_BAX,I001A9,B2CL1/BAX
BCL2-Like_BAX,I001AC,BCL2/BAX
BCL2-Like_BAX,I001AC,BCL2/BAX
BCL2-Like_BAX,I001AO,BCL2/BAX
BCL2-Like_BAX,I001AO,BCL2/BAX
BCL2-Like_BAX,I001AP,
BCL2-Like_BAX,I001AQ,B2CL1/BAX
BCL2-Like_BAX,I001AQ,BCL2/BAX
BCL2-Like_BAX,I001AQ,B2CL1/BAX
BCL2-Like_BAX,I001AQ,BCL2/BAX
BCL2-Like_BAX,I001AZ,BCL2/BAX
BCL2-Like_BAX,I001AZ,BCL2/BAX
BCL2-Like_BAX,I001BE,BCL2/BAX
BCL2-Like_BAX,I001BE,BCL2/BAX
BCL2-Like_BAX,I001BE,B2CL1/BAX
BCL2-Like_BAX,I001BE,B2CL1/BAX
BCL2-Like_BAX,I001BF,
BCL2-Like_BAX,I001BN,B2CL1/BAX
BCL2-Like_BAX,I001BN,BCL2/BAX
BCL2-Like_BAX,I001BN,BCL2/BAX
BCL2-Like_BAX,I001BN,B2CL1/BAX
BCL2-Like_BAX,I001BO,
BCL2-Like_BAX,I001BT,BCL2/BAX
BCL2-Like_BAX,I001BT,BCL2/BAX
BCL2-Like_BAX,I001CD,BCL2/BAX
BCL2-Like_BAX,I001CD,B2CL1/BAX
BCL2-Like_BAX,I001CD,BCL2/BAX
BCL2-Like_BAX,I001CD,B2CL1/BAX
BCL2-Like_BAX,I001CE,
BCL2-Like_BAX,I001CI,B2CL1/BAX
BCL2-Like_BAX,I001CI,BCL2/BAX
BCL2-Like_BAX,I001CI,BCL2/BAX
BCL2-Like_BAX,I001CI,B2CL1/BAX
BCL2-Like_BAX,I001CJ,
BCL2-Like_BAX,I001CQ,BCL2/BAX
BCL2-Like_BAX,I001CQ,B2CL2/BAX
BCL2-Like_BAX,I001CQ,BCL2/BAX
BCL2-Like_BAX,I001CQ,B2CL2/BAX
BCL2-Like_BAX,I001CR,
BCL2-Like_BAX,I001CS,MCL1/BAX
BCL2-Like_BAX,I001CS,BCL2/BAX
BCL2-Like_BAX,I001CS,MCL1/BAX
BCL2-Like_BAX,I001CS,BCL2/BAX
BCL2-Like_BAX,I001CT,
BCL2-Like_BAX,I001CX,B2CL1/BAX
BCL2-Like_BAX,I001CX,BCL2/BAX
BCL2-Like_BAX,I001CX,BCL2/BAX
BCL2-Like_BAX,I001CX,B2CL1/BAX
BCL2-Like_BAX,I001CX,MCL1/BAX
BCL2-Like_BAX,I001CX,MCL1/BAX
BCL2-Like_BAX,I001CY,
BCL2-Like_BAX,I001CZ,
BCL2-Like_BAX,I001D1,BCL2/BAX
BCL2-Like_BAX,I001D1,BCL2/BAX
BCL2-Like_BAX,I001D7,MCL1/BAX
BCL2-Like_BAX,I001D7,BCL2/BAX
BCL2-Like_BAX,I001D7,MCL1/BAX
BCL2-Like_BAX,I001D7,BCL2/BAX
BCL2-Like_BAX,I001D8,
BCL2-Like_BAX,I001D9,BCL2/BAX
BCL2-Like_BAX,I001D9,BCL2/BAX
BCL2-Like_BAX,I001D9,MCL1/BAX
BCL2-Like_BAX,I001D9,MCL1/BAX
BCL2-Like_BAX,I001DA,
BCL2-Like_BAX,I001DI,BCL2/BAX
BCL2-Like_BAX,I001DI,BCL2/BAX
BCL2-Like_BAX,I001DL,B2CL1/BAX
BCL2-Like_BAX,I001DL,BCL2/BAX
BCL2-Like_BAX,I001DL,BCL2/BAX
BCL2-Like_BAX,I001DL,B2CL1/BAX
BCL2-Like_BAX,I001DM,
BCL2-Like_BAX,I001DQ,BCL2/BAX
BCL2-Like_BAX,I001DQ,B2CL1/BAX
BCL2-Like_BAX,I001DQ,BCL2/BAX
BCL2-Like_BAX,I001DQ,B2CL1/BAX
BCL2-Like_BAX,I001DR,
BCL2-Like_BAX,I001DZ,BCL2/BAX
BCL2-Like_BAX,I001DZ,BCL2/BAX
BCL2-Like_BAX,I001DZ,B2CL1/BAX
BCL2-Like_BAX,I001DZ,B2CL1/BAX
BCL2-Like_BAX,I001E0,
BCL2-Like_BAX,I001EI,BCL2/BAX
BCL2-Like_BAX,I001EI,BCL2/BAX
BCL2-Like_BAX,I001EP,BCL2/BAX
BCL2-Like_BAX,I001EP,BCL2/BAX
BCL2-Like_BAX,I001F1,BCL2/BAX
BCL2-Like_BAX,I001F1,BCL2/BAX
