Smiles
O=C(Nc1ccc2c(O)c(/N=N/c3ccc(/N=N\c4ccc(S(=O)(=O)O)cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)c(/N=N/c3ccc(/N=N\c4ccc(S(=O)(=O)O)cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1
Nc1ccc(C(=O)Nc2ccc(-c3ccc(C(=O)Nc4cccc5cccc(S(=O)(=O)O)c45)cc3)cc2)cc1
O=C(Nc1ccc(C(=O)Nc2cccc3cccc(S(=O)(=O)O)c23)cc1)c1ccc([N+](=O)[O-])cc1
COC(=O)c1ccc(C(=O)Nc2ccc(-c3ccc(C(=O)Nc4cccc5cccc(S(=O)(=O)O)c45)cc3)cc2)cc1
O=C(Nc1ccc(-c2ccc(C(=O)Nc3ccc(C(=O)O)c4ccccc34)cc2)cc1)c1ccc([N+](=O)[O-])cc1
O=C(Nc1ccc(-c2ccc(C(=O)Nc3cccc4cccc(S(=O)(=O)O)c34)cc2)cc1)c1ccc([N+](=O)[O-])cc1
